kind,id,identity_key,path,title,parent_work_id,source_document_id,status
document,18828,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_03.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_03.txt,全唐文__juan_03,8563,,active
document,18829,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_04.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_04.txt,全唐文__juan_04,8563,,active
document,18830,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_05.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_05.txt,全唐文__juan_05,8563,,active
document,18831,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_06.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_06.txt,全唐文__juan_06,8563,,active
document,18832,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_07.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_07.txt,全唐文__juan_07,8563,,active
document,18833,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_08.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_08.txt,全唐文__juan_08,8563,,active
document,18834,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_09.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_09.txt,全唐文__juan_09,8563,,active
document,18835,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_10.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_10.txt,全唐文__juan_10,8563,,active
document,18836,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_100.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_100.txt,全唐文__juan_100,8563,,active
document,18837,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_101.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_101.txt,全唐文__juan_101,8563,,active
document,18838,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_102.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_102.txt,全唐文__juan_102,8563,,active
document,18839,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_103.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_103.txt,全唐文__juan_103,8563,,active
document,18840,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_104.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_104.txt,全唐文__juan_104,8563,,active
document,18841,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_105.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_105.txt,全唐文__juan_105,8563,,active
document,18842,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_106.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_106.txt,全唐文__juan_106,8563,,active
document,18843,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_107.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_107.txt,全唐文__juan_107,8563,,active
document,18844,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_108.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_108.txt,全唐文__juan_108,8563,,active
document,18845,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_109.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_109.txt,全唐文__juan_109,8563,,active
document,18846,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_11.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_11.txt,全唐文__juan_11,8563,,active
document,18847,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_110.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_110.txt,全唐文__juan_110,8563,,active
document,18848,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_111.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_111.txt,全唐文__juan_111,8563,,active
document,18849,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_112.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_112.txt,全唐文__juan_112,8563,,active
document,18850,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_113.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_113.txt,全唐文__juan_113,8563,,active
document,18851,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_114.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_114.txt,全唐文__juan_114,8563,,active
document,18852,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_115.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_115.txt,全唐文__juan_115,8563,,active
document,18853,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_116.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_116.txt,全唐文__juan_116,8563,,active
document,18854,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_117.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_117.txt,全唐文__juan_117,8563,,active
document,18855,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_118.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_118.txt,全唐文__juan_118,8563,,active
document,18856,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_119.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_119.txt,全唐文__juan_119,8563,,active
document,18857,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_12.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_12.txt,全唐文__juan_12,8563,,active
document,18858,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_120.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_120.txt,全唐文__juan_120,8563,,active
document,18859,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_121.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_121.txt,全唐文__juan_121,8563,,active
document,18860,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_122.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_122.txt,全唐文__juan_122,8563,,active
document,18861,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_123.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_123.txt,全唐文__juan_123,8563,,active
document,18862,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_124.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_124.txt,全唐文__juan_124,8563,,active
document,18863,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_125.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_125.txt,全唐文__juan_125,8563,,active
document,18864,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_126.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_126.txt,全唐文__juan_126,8563,,active
document,18865,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_127.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_127.txt,全唐文__juan_127,8563,,active
document,18866,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_128.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_128.txt,全唐文__juan_128,8563,,active
document,18867,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_129.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_129.txt,全唐文__juan_129,8563,,active
document,18868,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_13.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_13.txt,全唐文__juan_13,8563,,active
document,18869,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_130.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_130.txt,全唐文__juan_130,8563,,active
document,18870,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_131.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_131.txt,全唐文__juan_131,8563,,active
document,18871,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_132.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_132.txt,全唐文__juan_132,8563,,active
document,18872,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_133.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_133.txt,全唐文__juan_133,8563,,active
document,18873,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_134.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_134.txt,全唐文__juan_134,8563,,active
document,18874,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_135.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_135.txt,全唐文__juan_135,8563,,active
document,18875,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_136.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_136.txt,全唐文__juan_136,8563,,active
document,18876,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_137.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_137.txt,全唐文__juan_137,8563,,active
document,18877,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_138.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_138.txt,全唐文__juan_138,8563,,active
document,18878,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_139.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_139.txt,全唐文__juan_139,8563,,active
document,18879,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_14.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_14.txt,全唐文__juan_14,8563,,active
document,18880,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_140.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_140.txt,全唐文__juan_140,8563,,active
document,18881,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_141.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_141.txt,全唐文__juan_141,8563,,active
document,18882,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_142.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_142.txt,全唐文__juan_142,8563,,active
document,18883,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_143.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_143.txt,全唐文__juan_143,8563,,active
document,18884,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_144.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_144.txt,全唐文__juan_144,8563,,active
document,18885,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_145.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_145.txt,全唐文__juan_145,8563,,active
document,18886,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_146.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_146.txt,全唐文__juan_146,8563,,active
document,18887,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_147.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_147.txt,全唐文__juan_147,8563,,active
document,18888,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_148.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_148.txt,全唐文__juan_148,8563,,active
document,18889,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_149.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_149.txt,全唐文__juan_149,8563,,active
document,18890,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_15.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_15.txt,全唐文__juan_15,8563,,active
document,18891,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_150.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_150.txt,全唐文__juan_150,8563,,active
document,18892,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_151.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_151.txt,全唐文__juan_151,8563,,active
document,18893,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_152.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_152.txt,全唐文__juan_152,8563,,active
document,18894,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_153.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_153.txt,全唐文__juan_153,8563,,active
document,18895,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_154.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_154.txt,全唐文__juan_154,8563,,active
document,18896,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_155.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_155.txt,全唐文__juan_155,8563,,active
document,18897,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_156.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_156.txt,全唐文__juan_156,8563,,active
document,18898,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_157.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_157.txt,全唐文__juan_157,8563,,active
document,18899,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_158.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_158.txt,全唐文__juan_158,8563,,active
document,18900,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_159.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_159.txt,全唐文__juan_159,8563,,active
document,18901,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_16.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_16.txt,全唐文__juan_16,8563,,active
document,18902,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_160.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_160.txt,全唐文__juan_160,8563,,active
document,18903,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_161.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_161.txt,全唐文__juan_161,8563,,active
document,18904,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_162.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_162.txt,全唐文__juan_162,8563,,active
document,18905,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_163.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_163.txt,全唐文__juan_163,8563,,active
document,18906,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_164.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_164.txt,全唐文__juan_164,8563,,active
document,18907,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_165.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_165.txt,全唐文__juan_165,8563,,active
document,18908,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_166.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_166.txt,全唐文__juan_166,8563,,active
document,18909,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_167.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_167.txt,全唐文__juan_167,8563,,active
document,18910,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_168.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_168.txt,全唐文__juan_168,8563,,active
document,18911,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_169.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_169.txt,全唐文__juan_169,8563,,active
document,18912,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_17.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_17.txt,全唐文__juan_17,8563,,active
document,18913,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_170.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_170.txt,全唐文__juan_170,8563,,active
document,18914,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_171.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_171.txt,全唐文__juan_171,8563,,active
document,18915,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_172.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_172.txt,全唐文__juan_172,8563,,active
document,18916,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_173.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_173.txt,全唐文__juan_173,8563,,active
document,18917,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_174.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_174.txt,全唐文__juan_174,8563,,active
document,18918,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_175.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_175.txt,全唐文__juan_175,8563,,active
document,18919,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_176.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_176.txt,全唐文__juan_176,8563,,active
document,18920,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_177.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_177.txt,全唐文__juan_177,8563,,active
document,18921,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_178.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_178.txt,全唐文__juan_178,8563,,active
document,18922,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_179.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_179.txt,全唐文__juan_179,8563,,active
document,18923,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_18.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_18.txt,全唐文__juan_18,8563,,active
document,18924,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_180.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_180.txt,全唐文__juan_180,8563,,active
document,18925,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_181.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_181.txt,全唐文__juan_181,8563,,active
document,18926,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_182.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_182.txt,全唐文__juan_182,8563,,active
document,18927,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_183.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_183.txt,全唐文__juan_183,8563,,active
document,18928,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_184.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_184.txt,全唐文__juan_184,8563,,active
document,18929,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_185.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_185.txt,全唐文__juan_185,8563,,active
document,18930,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_186.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_186.txt,全唐文__juan_186,8563,,active
document,18931,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_187.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_187.txt,全唐文__juan_187,8563,,active
document,18932,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_188.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_188.txt,全唐文__juan_188,8563,,active
document,18933,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_189.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_189.txt,全唐文__juan_189,8563,,active
document,18934,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_19.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_19.txt,全唐文__juan_19,8563,,active
document,18935,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_190.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_190.txt,全唐文__juan_190,8563,,active
document,18936,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_191.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_191.txt,全唐文__juan_191,8563,,active
document,18937,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_192.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_192.txt,全唐文__juan_192,8563,,active
document,18938,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_193.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_193.txt,全唐文__juan_193,8563,,active
document,18939,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_194.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_194.txt,全唐文__juan_194,8563,,active
document,18940,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_195.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_195.txt,全唐文__juan_195,8563,,active
document,18941,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_196.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_196.txt,全唐文__juan_196,8563,,active
document,18942,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_197.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_197.txt,全唐文__juan_197,8563,,active
document,18943,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_198.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_198.txt,全唐文__juan_198,8563,,active
document,18944,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_199.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_199.txt,全唐文__juan_199,8563,,active
document,18945,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_20.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_20.txt,全唐文__juan_20,8563,,active
document,18946,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_200.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_200.txt,全唐文__juan_200,8563,,active
document,18947,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_201.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_201.txt,全唐文__juan_201,8563,,active
document,18948,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_202.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_202.txt,全唐文__juan_202,8563,,active
document,18949,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_203.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_203.txt,全唐文__juan_203,8563,,active
document,18950,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_204.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_204.txt,全唐文__juan_204,8563,,active
document,18951,document:中國漢文/clean/唐朝/全唐文/全唐文__juan_205.txt,中國漢文/clean/唐朝/全唐文/全唐文__juan_205.txt,全唐文__juan_205,8563,,active
