folder_type,corpus_root,category,work_folder,pageid,work_title,display_title,page_title,author,times,juan_index,raw_path,clean_path,char_count_raw,char_count_clean,is_empty_page 
clean,朝鮮漢文,朝鮮典籍,湛軒書,,湛軒書,湛軒書,湛軒書/外集卷三,,,6,朝鮮漢文\raw\朝鮮典籍\湛軒書\湛軒書__juan_06.txt,朝鮮漢文\clean\朝鮮典籍\湛軒書\湛軒書__juan_06.txt,30605,30605,0
clean,朝鮮漢文,朝鮮典籍,湛軒書,,湛軒書,湛軒書,湛軒書/內集卷四,,,7,朝鮮漢文\raw\朝鮮典籍\湛軒書\湛軒書__juan_07.txt,朝鮮漢文\clean\朝鮮典籍\湛軒書\湛軒書__juan_07.txt,25849,25849,0
clean,朝鮮漢文,朝鮮典籍,湛軒書,,湛軒書,湛軒書,湛軒書/外集卷四,,,8,朝鮮漢文\raw\朝鮮典籍\湛軒書\湛軒書__juan_08.txt,朝鮮漢文\clean\朝鮮典籍\湛軒書\湛軒書__juan_08.txt,27283,27136,0
clean,朝鮮漢文,朝鮮典籍,湛軒書,,湛軒書,湛軒書,湛軒書/外集卷五,,,9,朝鮮漢文\raw\朝鮮典籍\湛軒書\湛軒書__juan_09.txt,朝鮮漢文\clean\朝鮮典籍\湛軒書\湛軒書__juan_09.txt,27563,27534,0
clean,朝鮮漢文,朝鮮典籍,湛軒書,,湛軒書,湛軒書,湛軒書/外集卷六,,,10,朝鮮漢文\raw\朝鮮典籍\湛軒書\湛軒書__juan_10.txt,朝鮮漢文\clean\朝鮮典籍\湛軒書\湛軒書__juan_10.txt,25600,25587,0
clean,朝鮮漢文,朝鮮典籍,湛軒書,,湛軒書,湛軒書,湛軒書/外集卷七,,,11,朝鮮漢文\raw\朝鮮典籍\湛軒書\湛軒書__juan_11.txt,朝鮮漢文\clean\朝鮮典籍\湛軒書\湛軒書__juan_11.txt,42444,42444,0
clean,朝鮮漢文,朝鮮典籍,湛軒書,,湛軒書,湛軒書,湛軒書/外集卷八,,,12,朝鮮漢文\raw\朝鮮典籍\湛軒書\湛軒書__juan_12.txt,朝鮮漢文\clean\朝鮮典籍\湛軒書\湛軒書__juan_12.txt,18608,18574,0
clean,朝鮮漢文,朝鮮典籍,湛軒書,,湛軒書,湛軒書,湛軒書/外集卷九,,,13,朝鮮漢文\raw\朝鮮典籍\湛軒書\湛軒書__juan_13.txt,朝鮮漢文\clean\朝鮮典籍\湛軒書\湛軒書__juan_13.txt,27624,27590,0
clean,朝鮮漢文,朝鮮典籍,湛軒書,,湛軒書,湛軒書,湛軒書/外集卷十,,,14,朝鮮漢文\raw\朝鮮典籍\湛軒書\湛軒書__juan_14.txt,朝鮮漢文\clean\朝鮮典籍\湛軒書\湛軒書__juan_14.txt,25013,24996,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷一,,,1,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_01.txt,7971,7971,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷二,,,2,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_02.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_02.txt,13693,13693,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷三,,,3,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_03.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_03.txt,18644,18644,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷四,,,4,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_04.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_04.txt,17477,17477,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷五,,,5,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_05.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_05.txt,16342,16342,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷六,,,6,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_06.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_06.txt,16887,16886,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷七,,,7,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_07.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_07.txt,17446,17446,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷八,,,8,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_08.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_08.txt,18288,18288,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷九,,,9,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_09.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_09.txt,18832,18832,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷十,,,10,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_10.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_10.txt,15126,15126,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷十一,,,11,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_11.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_11.txt,17225,17222,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷十二,,,12,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_12.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_12.txt,17297,17296,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷十三,,,13,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_13.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_13.txt,19111,19102,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷十四,,,14,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_14.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_14.txt,20639,20634,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷十五,,,15,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_15.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_15.txt,18641,18638,0
clean,朝鮮漢文,朝鮮典籍,溪堂先生文集,,溪堂先生文集,溪堂先生文集,溪堂先生文集/卷十六,,,16,朝鮮漢文\raw\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_16.txt,朝鮮漢文\clean\朝鮮典籍\溪堂先生文集\溪堂先生文集__juan_16.txt,19041,19041,0
clean,朝鮮漢文,朝鮮典籍,溪巖先生文集,,溪巖先生文集,溪巖先生文集,溪巖先生文集/卷一,,,1,朝鮮漢文\raw\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_01.txt,7966,7960,0
clean,朝鮮漢文,朝鮮典籍,溪巖先生文集,,溪巖先生文集,溪巖先生文集,溪巖先生文集/卷二,,,2,朝鮮漢文\raw\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_02.txt,朝鮮漢文\clean\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_02.txt,9978,9967,0
clean,朝鮮漢文,朝鮮典籍,溪巖先生文集,,溪巖先生文集,溪巖先生文集,溪巖先生文集/卷三,,,3,朝鮮漢文\raw\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_03.txt,朝鮮漢文\clean\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_03.txt,11692,11682,0
clean,朝鮮漢文,朝鮮典籍,溪巖先生文集,,溪巖先生文集,溪巖先生文集,溪巖先生文集/卷四,,,4,朝鮮漢文\raw\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_04.txt,朝鮮漢文\clean\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_04.txt,10639,10639,0
clean,朝鮮漢文,朝鮮典籍,溪巖先生文集,,溪巖先生文集,溪巖先生文集,溪巖先生文集/卷五,,,5,朝鮮漢文\raw\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_05.txt,朝鮮漢文\clean\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_05.txt,10887,10884,0
clean,朝鮮漢文,朝鮮典籍,溪巖先生文集,,溪巖先生文集,溪巖先生文集,溪巖先生文集/卷六,,,6,朝鮮漢文\raw\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_06.txt,朝鮮漢文\clean\朝鮮典籍\溪巖先生文集\溪巖先生文集__juan_06.txt,18348,18346,0
clean,朝鮮漢文,朝鮮典籍,溪西先生逸稿,,溪西先生逸稿,溪西先生逸稿,溪西先生逸稿/卷一,,,1,朝鮮漢文\raw\朝鮮典籍\溪西先生逸稿\溪西先生逸稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\溪西先生逸稿\溪西先生逸稿__juan_01.txt,28093,28093,0
clean,朝鮮漢文,朝鮮典籍,溪西先生逸稿,,溪西先生逸稿,溪西先生逸稿,溪西先生逸稿/卷二,,,2,朝鮮漢文\raw\朝鮮典籍\溪西先生逸稿\溪西先生逸稿__juan_02.txt,朝鮮漢文\clean\朝鮮典籍\溪西先生逸稿\溪西先生逸稿__juan_02.txt,12459,12459,0
clean,朝鮮漢文,朝鮮典籍,溪陰集 (趙彭年),,溪陰集 (趙彭年),溪陰集 (趙彭年),溪陰集 (趙彭年)/卷一,,,1,朝鮮漢文\raw\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_01.txt,9847,9845,0
clean,朝鮮漢文,朝鮮典籍,溪陰集 (趙彭年),,溪陰集 (趙彭年),溪陰集 (趙彭年),溪陰集 (趙彭年)/卷二,,,2,朝鮮漢文\raw\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_02.txt,朝鮮漢文\clean\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_02.txt,5161,5159,0
clean,朝鮮漢文,朝鮮典籍,溪陰集 (趙彭年),,溪陰集 (趙彭年),溪陰集 (趙彭年),溪陰集 (趙彭年)/卷三,,,3,朝鮮漢文\raw\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_03.txt,朝鮮漢文\clean\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_03.txt,10847,10845,0
clean,朝鮮漢文,朝鮮典籍,溪陰集 (趙彭年),,溪陰集 (趙彭年),溪陰集 (趙彭年),溪陰集 (趙彭年)/卷四,,,4,朝鮮漢文\raw\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_04.txt,朝鮮漢文\clean\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_04.txt,2023,2023,0
clean,朝鮮漢文,朝鮮典籍,溪陰集 (趙彭年),,溪陰集 (趙彭年),溪陰集 (趙彭年),溪陰集 (趙彭年)/卷五,,,5,朝鮮漢文\raw\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_05.txt,朝鮮漢文\clean\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_05.txt,5339,5339,0
clean,朝鮮漢文,朝鮮典籍,溪陰集 (趙彭年),,溪陰集 (趙彭年),溪陰集 (趙彭年),溪陰集 (趙彭年)/卷六,,,6,朝鮮漢文\raw\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_06.txt,朝鮮漢文\clean\朝鮮典籍\溪陰集 (趙彭年)\溪陰集 (趙彭年)__juan_06.txt,12200,12198,0
clean,朝鮮漢文,朝鮮典籍,溪隱先生遺稿,,溪隱先生遺稿,溪隱先生遺稿,溪隱先生遺稿,,,1,朝鮮漢文\raw\朝鮮典籍\溪隱先生遺稿\溪隱先生遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\溪隱先生遺稿\溪隱先生遺稿__juan_01.txt,23364,23279,0
clean,朝鮮漢文,朝鮮典籍,溫溪先生逸稿,,溫溪先生逸稿,溫溪先生逸稿,溫溪先生逸稿/卷之一,,,1,朝鮮漢文\raw\朝鮮典籍\溫溪先生逸稿\溫溪先生逸稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\溫溪先生逸稿\溫溪先生逸稿__juan_01.txt,8603,8593,0
clean,朝鮮漢文,朝鮮典籍,溫溪先生逸稿,,溫溪先生逸稿,溫溪先生逸稿,溫溪先生逸稿/卷之三,,,2,朝鮮漢文\raw\朝鮮典籍\溫溪先生逸稿\溫溪先生逸稿__juan_02.txt,朝鮮漢文\clean\朝鮮典籍\溫溪先生逸稿\溫溪先生逸稿__juan_02.txt,7414,7414,0
clean,朝鮮漢文,朝鮮典籍,溫溪先生逸稿,,溫溪先生逸稿,溫溪先生逸稿,溫溪先生逸稿/卷之二,,,3,朝鮮漢文\raw\朝鮮典籍\溫溪先生逸稿\溫溪先生逸稿__juan_03.txt,朝鮮漢文\clean\朝鮮典籍\溫溪先生逸稿\溫溪先生逸稿__juan_03.txt,3515,3494,0
clean,朝鮮漢文,朝鮮典籍,溫溪先生逸稿,,溫溪先生逸稿,溫溪先生逸稿,溫溪先生逸稿/卷之四,,,4,朝鮮漢文\raw\朝鮮典籍\溫溪先生逸稿\溫溪先生逸稿__juan_04.txt,朝鮮漢文\clean\朝鮮典籍\溫溪先生逸稿\溫溪先生逸稿__juan_04.txt,6221,6221,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷一,,,1,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_01.txt,6619,6619,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷二,,,2,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_02.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_02.txt,3929,3928,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷三,,,3,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_03.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_03.txt,7559,7559,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷四,,,4,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_04.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_04.txt,6335,6334,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷五,,,5,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_05.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_05.txt,6698,6697,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷六,,,6,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_06.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_06.txt,2197,2197,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷七,,,7,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_07.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_07.txt,4407,4407,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷八,,,8,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_08.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_08.txt,15055,15055,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷九,,,9,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_09.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_09.txt,11840,11840,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷十,,,10,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_10.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_10.txt,11682,11682,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷十一,,,11,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_11.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_11.txt,10192,10192,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷十二,,,12,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_12.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_12.txt,12006,12006,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷十三,,,13,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_13.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_13.txt,10211,10211,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷十四,,,14,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_14.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_14.txt,4187,4187,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷十五,,,15,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_15.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_15.txt,9891,9891,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷十六,,,16,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_16.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_16.txt,4,4,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷十七,,,17,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_17.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_17.txt,13053,13053,0
clean,朝鮮漢文,朝鮮典籍,滄洲先生遺稿 (金益熙),,滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙),滄洲先生遺稿 (金益熙)/卷十八,,,18,朝鮮漢文\raw\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_18.txt,朝鮮漢文\clean\朝鮮典籍\滄洲先生遺稿 (金益熙)\滄洲先生遺稿 (金益熙)__juan_18.txt,5493,5493,0
clean,朝鮮漢文,朝鮮典籍,滄浪先生集,,滄浪先生集,滄浪先生集,滄浪先生集/卷一,,,1,朝鮮漢文\raw\朝鮮典籍\滄浪先生集\滄浪先生集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\滄浪先生集\滄浪先生集__juan_01.txt,15117,15117,0
clean,朝鮮漢文,朝鮮典籍,滄浪先生集,,滄浪先生集,滄浪先生集,滄浪先生集/卷二,,,2,朝鮮漢文\raw\朝鮮典籍\滄浪先生集\滄浪先生集__juan_02.txt,朝鮮漢文\clean\朝鮮典籍\滄浪先生集\滄浪先生集__juan_02.txt,9230,9229,0
clean,朝鮮漢文,朝鮮典籍,滄浪先生集,,滄浪先生集,滄浪先生集,滄浪先生集/卷三,,,3,朝鮮漢文\raw\朝鮮典籍\滄浪先生集\滄浪先生集__juan_03.txt,朝鮮漢文\clean\朝鮮典籍\滄浪先生集\滄浪先生集__juan_03.txt,14663,14663,0
clean,朝鮮漢文,朝鮮典籍,滄浪先生集,,滄浪先生集,滄浪先生集,滄浪先生集/卷四,,,4,朝鮮漢文\raw\朝鮮典籍\滄浪先生集\滄浪先生集__juan_04.txt,朝鮮漢文\clean\朝鮮典籍\滄浪先生集\滄浪先生集__juan_04.txt,15163,15161,0
clean,朝鮮漢文,朝鮮典籍,滄溪集 (文敬仝),,滄溪集 (文敬仝),滄溪集 (文敬仝),滄溪集 (文敬仝)/卷一,,,1,朝鮮漢文\raw\朝鮮典籍\滄溪集 (文敬仝)\滄溪集 (文敬仝)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\滄溪集 (文敬仝)\滄溪集 (文敬仝)__juan_01.txt,13855,13855,0
clean,朝鮮漢文,朝鮮典籍,滄溪集 (文敬仝),,滄溪集 (文敬仝),滄溪集 (文敬仝),滄溪集 (文敬仝)/卷二,,,2,朝鮮漢文\raw\朝鮮典籍\滄溪集 (文敬仝)\滄溪集 (文敬仝)__juan_02.txt,朝鮮漢文\clean\朝鮮典籍\滄溪集 (文敬仝)\滄溪集 (文敬仝)__juan_02.txt,10542,10538,0
clean,朝鮮漢文,朝鮮典籍,滄溪集 (文敬仝),,滄溪集 (文敬仝),滄溪集 (文敬仝),滄溪集 (文敬仝)/卷三,,,3,朝鮮漢文\raw\朝鮮典籍\滄溪集 (文敬仝)\滄溪集 (文敬仝)__juan_03.txt,朝鮮漢文\clean\朝鮮典籍\滄溪集 (文敬仝)\滄溪集 (文敬仝)__juan_03.txt,11659,11651,0
clean,朝鮮漢文,朝鮮典籍,滄溪集 (文敬仝),,滄溪集 (文敬仝),滄溪集 (文敬仝),滄溪集 (文敬仝)/卷四,,,4,朝鮮漢文\raw\朝鮮典籍\滄溪集 (文敬仝)\滄溪集 (文敬仝)__juan_04.txt,朝鮮漢文\clean\朝鮮典籍\滄溪集 (文敬仝)\滄溪集 (文敬仝)__juan_04.txt,8731,8726,0
clean,朝鮮漢文,朝鮮典籍,滄溪集 (林泳),,滄溪集 (林泳),滄溪集 (林泳),滄溪集 (林泳)/卷一,,,1,朝鮮漢文\raw\朝鮮典籍\滄溪集 (林泳)\滄溪集 (林泳)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\滄溪集 (林泳)\滄溪集 (林泳)__juan_01.txt,15528,15527,0
clean,朝鮮漢文,朝鮮典籍,滄溪集 (林泳),,滄溪集 (林泳),滄溪集 (林泳),滄溪集 (林泳)/卷二,,,2,朝鮮漢文\raw\朝鮮典籍\滄溪集 (林泳)\滄溪集 (林泳)__juan_02.txt,朝鮮漢文\clean\朝鮮典籍\滄溪集 (林泳)\滄溪集 (林泳)__juan_02.txt,14490,14489,0
clean,朝鮮漢文,朝鮮典籍,滄溪集 (林泳),,滄溪集 (林泳),滄溪集 (林泳),滄溪集 (林泳)/卷三,,,3,朝鮮漢文\raw\朝鮮典籍\滄溪集 (林泳)\滄溪集 (林泳)__juan_03.txt,朝鮮漢文\clean\朝鮮典籍\滄溪集 (林泳)\滄溪集 (林泳)__juan_03.txt,18424,18423,0
