folder_type,corpus_root,category,work_folder,pageid,work_title,display_title,page_title,author,times,juan_count,min_juan_index,max_juan_index,total_char_count_raw,total_char_count_clean,empty_juan_count,example_raw_path,example_clean_path 
clean,朝鮮漢文,朝鮮典籍,揆園史話,,揆園史話,揆園史話,揆園史話,,,1,1,1,98,17,0,朝鮮漢文\raw\朝鮮典籍\揆園史話\揆園史話__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\揆園史話\揆園史話__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,損庵集,,損庵集,損庵集,損庵集/卷之一,,,8,1,8,97907,97872,0,朝鮮漢文\raw\朝鮮典籍\損庵集\損庵集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\損庵集\損庵集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敦巖集,,敦巖集,敦巖集,敦巖集/卷一,,,10,1,10,151853,151821,0,朝鮮漢文\raw\朝鮮典籍\敦巖集\敦巖集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敦巖集\敦巖集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬亭先生續集,,敬亭先生續集,敬亭先生續集,敬亭先生續集/卷一,,,4,1,4,68926,68909,0,朝鮮漢文\raw\朝鮮典籍\敬亭先生續集\敬亭先生續集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬亭先生續集\敬亭先生續集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬亭集,,敬亭集,敬亭集,敬亭集/卷一,,,15,1,15,170421,170332,0,朝鮮漢文\raw\朝鮮典籍\敬亭集\敬亭集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬亭集\敬亭集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬堂先生文集,,敬堂先生文集,敬堂先生文集,敬堂先生文集/卷一,,,2,1,2,25587,25542,0,朝鮮漢文\raw\朝鮮典籍\敬堂先生文集\敬堂先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬堂先生文集\敬堂先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬堂先生續集,,敬堂先生續集,敬堂先生續集,敬堂先生續集/卷一,,,2,1,2,17301,17266,0,朝鮮漢文\raw\朝鮮典籍\敬堂先生續集\敬堂先生續集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬堂先生續集\敬堂先生續集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬庵先生文集 (吴汝橃),,敬庵先生文集 (吴汝橃),敬庵先生文集 (吴汝橃),敬庵先生文集 (吴汝橃)/卷一,,,2,1,2,0,0,2,朝鮮漢文\raw\朝鮮典籍\敬庵先生文集 (吴汝橃)\敬庵先生文集 (吴汝橃)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬庵先生文集 (吴汝橃)\敬庵先生文集 (吴汝橃)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬庵先生文集 (李漢鷹),,敬庵先生文集 (李漢鷹),敬庵先生文集 (李漢鷹),敬庵先生文集 (李漢鷹)/卷一,,,13,1,13,211462,211354,0,朝鮮漢文\raw\朝鮮典籍\敬庵先生文集 (李漢鷹)\敬庵先生文集 (李漢鷹)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬庵先生文集 (李漢鷹)\敬庵先生文集 (李漢鷹)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬庵先生文集 (盧景任),,敬庵先生文集 (盧景任),敬庵先生文集 (盧景任),敬庵先生文集 (盧景任)/卷一,,,7,1,7,75867,75789,0,朝鮮漢文\raw\朝鮮典籍\敬庵先生文集 (盧景任)\敬庵先生文集 (盧景任)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬庵先生文集 (盧景任)\敬庵先生文集 (盧景任)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬庵遺稿,,敬庵遺稿,敬庵遺稿,敬庵遺稿/卷一,,,11,1,11,193224,193206,0,朝鮮漢文\raw\朝鮮典籍\敬庵遺稿\敬庵遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬庵遺稿\敬庵遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬窩先生文集,,敬窩先生文集,敬窩先生文集,敬窩先生文集/卷一,,,8,1,8,90162,90109,0,朝鮮漢文\raw\朝鮮典籍\敬窩先生文集\敬窩先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬窩先生文集\敬窩先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬軒集,,敬軒集,敬軒集,敬軒集/卷一,,,12,1,12,95106,95095,0,朝鮮漢文\raw\朝鮮典籍\敬軒集\敬軒集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬軒集\敬軒集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,敬齋集 (河演),,敬齋集 (河演),敬齋集 (河演),敬齋集 (河演)/卷一,,,5,1,5,46948,46899,0,朝鮮漢文\raw\朝鮮典籍\敬齋集 (河演)\敬齋集 (河演)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\敬齋集 (河演)\敬齋集 (河演)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,文谷集,,文谷集,文谷集,文谷集/卷一,,,28,1,28,411984,411873,0,朝鮮漢文\raw\朝鮮典籍\文谷集\文谷集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\文谷集\文谷集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,斗室存稾,,斗室存稾,斗室存稾,斗室存稾/卷一,,,4,1,4,73060,72733,0,朝鮮漢文\raw\朝鮮典籍\斗室存稾\斗室存稾__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\斗室存稾\斗室存稾__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,斗室尺牘,,斗室尺牘,斗室尺牘,斗室尺牘,,,1,1,1,23143,23061,0,朝鮮漢文\raw\朝鮮典籍\斗室尺牘\斗室尺牘__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\斗室尺牘\斗室尺牘__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,斗庵先生文集,,斗庵先生文集,斗庵先生文集,斗庵先生文集/卷一,,,10,1,10,145995,145979,0,朝鮮漢文\raw\朝鮮典籍\斗庵先生文集\斗庵先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\斗庵先生文集\斗庵先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,新法步天歌,,新法步天歌,新法步天歌,新法步天歌,,,1,1,1,5874,5727,0,朝鮮漢文\raw\朝鮮典籍\新法步天歌\新法步天歌__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\新法步天歌\新法步天歌__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,日本陸軍操典,,日本陸軍操典,日本陸軍操典,日本陸軍操典/卷一,,,6,1,6,71914,71531,0,朝鮮漢文\raw\朝鮮典籍\日本陸軍操典\日本陸軍操典__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\日本陸軍操典\日本陸軍操典__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,旨洞墓所事蹟謄錄記,,旨洞墓所事蹟謄錄記,旨洞墓所事蹟謄錄記,旨洞墓所事蹟謄錄記,,,1,1,1,2256,2174,0,朝鮮漢文\raw\朝鮮典籍\旨洞墓所事蹟謄錄記\旨洞墓所事蹟謄錄記__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\旨洞墓所事蹟謄錄記\旨洞墓所事蹟謄錄記__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,昆侖集,,昆侖集,昆侖集,昆侖集/卷一,,,20,1,20,298610,298572,0,朝鮮漢文\raw\朝鮮典籍\昆侖集\昆侖集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\昆侖集\昆侖集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,明谷遺稿,,明谷遺稿,明谷遺稿,明谷遺稿/卷之一,,,2,1,2,12376,12372,0,朝鮮漢文\raw\朝鮮典籍\明谷遺稿\明谷遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\明谷遺稿\明谷遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,明谷集 (崔錫鼎),,明谷集 (崔錫鼎),明谷集 (崔錫鼎),明谷集 (崔錫鼎)/卷一,,,34,1,34,580735,580575,0,朝鮮漢文\raw\朝鮮典籍\明谷集 (崔錫鼎)\明谷集 (崔錫鼎)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\明谷集 (崔錫鼎)\明谷集 (崔錫鼎)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,明齋先生遺稿,,明齋先生遺稿,明齋先生遺稿,明齋先生遺稿/別卷一,,,50,1,50,1045250,1045075,0,朝鮮漢文\raw\朝鮮典籍\明齋先生遺稿\明齋先生遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\明齋先生遺稿\明齋先生遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,星鏡,,星鏡,星鏡,星鏡,,,1,1,1,85,4,0,朝鮮漢文\raw\朝鮮典籍\星鏡\星鏡__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\星鏡\星鏡__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,春圃柳先生遺稿,,春圃柳先生遺稿,春圃柳先生遺稿,春圃柳先生遺稿/卷之一,,,1,1,1,37780,37775,0,朝鮮漢文\raw\朝鮮典籍\春圃柳先生遺稿\春圃柳先生遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\春圃柳先生遺稿\春圃柳先生遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,春沼子集,,春沼子集,春沼子集,春沼子集/卷一,,,8,1,8,104034,104023,0,朝鮮漢文\raw\朝鮮典籍\春沼子集\春沼子集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\春沼子集\春沼子集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,春洲遺稿,,春洲遺稿,春洲遺稿,春洲遺稿/卷一,,,2,1,2,33826,33824,0,朝鮮漢文\raw\朝鮮典籍\春洲遺稿\春洲遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\春洲遺稿\春洲遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,是窩遺稿,,是窩遺稿,是窩遺稿,是窩遺稿/卷一,,,8,1,8,76645,76638,0,朝鮮漢文\raw\朝鮮典籍\是窩遺稿\是窩遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\是窩遺稿\是窩遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晚悔集 (權得己),,晚悔集 (權得己),晚悔集 (權得己),晚悔集 (權得己)/卷一,,,6,1,6,100002,99998,0,朝鮮漢文\raw\朝鮮典籍\晚悔集 (權得己)\晚悔集 (權得己)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晚悔集 (權得己)\晚悔集 (權得己)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晚翠集,,晚翠集,晚翠集,晚翠集/卷一,,,5,1,5,34284,34282,0,朝鮮漢文\raw\朝鮮典籍\晚翠集\晚翠集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晚翠集\晚翠集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晚聞遺稿,,晚聞遺稿,晚聞遺稿,晚聞遺稿/卷一,,,3,1,3,17189,17186,0,朝鮮漢文\raw\朝鮮典籍\晚聞遺稿\晚聞遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晚聞遺稿\晚聞遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晚軒先生文集 (丁焰),,晚軒先生文集 (丁焰),晚軒先生文集 (丁焰),晚軒先生文集 (丁焰)/卷一,,,4,1,4,48847,48835,0,朝鮮漢文\raw\朝鮮典籍\晚軒先生文集 (丁焰)\晚軒先生文集 (丁焰)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晚軒先生文集 (丁焰)\晚軒先生文集 (丁焰)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晚醒先生文集,,晚醒先生文集,晚醒先生文集,晚醒先生文集/卷一,,,18,1,18,253940,253864,0,朝鮮漢文\raw\朝鮮典籍\晚醒先生文集\晚醒先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晚醒先生文集\晚醒先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晚雲集,,晚雲集,晚雲集,晚雲集/卷一,,,6,1,6,49248,49229,0,朝鮮漢文\raw\朝鮮典籍\晚雲集\晚雲集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晚雲集\晚雲集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晚香齋詩鈔,,晚香齋詩鈔,晚香齋詩鈔,晚香齋詩鈔,,,1,1,1,14320,14238,0,朝鮮漢文\raw\朝鮮典籍\晚香齋詩鈔\晚香齋詩鈔__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晚香齋詩鈔\晚香齋詩鈔__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晦隱集,,晦隱集,晦隱集,晦隱集,,,1,1,1,91,10,0,朝鮮漢文\raw\朝鮮典籍\晦隱集\晦隱集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晦隱集\晦隱集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晦齋先生集,,晦齋先生集,晦齋先生集,晦齋先生集/卷一,,,13,1,13,106584,106554,0,朝鮮漢文\raw\朝鮮典籍\晦齋先生集\晦齋先生集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晦齋先生集\晦齋先生集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩全先生文集,,晩全先生文集,晩全先生文集,晩全先生文集/卷一,,,6,1,6,85266,85238,0,朝鮮漢文\raw\朝鮮典籍\晩全先生文集\晩全先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩全先生文集\晩全先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩悟先生文集 (申達道),,晩悟先生文集 (申達道),晩悟先生文集 (申達道),晩悟先生文集 (申達道)/卷一,,,10,1,10,132943,132802,0,朝鮮漢文\raw\朝鮮典籍\晩悟先生文集 (申達道)\晩悟先生文集 (申達道)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩悟先生文集 (申達道)\晩悟先生文集 (申達道)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩慕遺稿,,晩慕遺稿,晩慕遺稿,晩慕遺稿/卷一,,,6,1,6,76500,76466,0,朝鮮漢文\raw\朝鮮典籍\晩慕遺稿\晩慕遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩慕遺稿\晩慕遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩求先生文集,,晩求先生文集,晩求先生文集,晩求先生文集/卷之一,,,17,1,17,331996,331628,0,朝鮮漢文\raw\朝鮮典籍\晩求先生文集\晩求先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩求先生文集\晩求先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩求先生續集,,晩求先生續集,晩求先生續集,晩求先生續集/卷之一,,,8,1,8,100722,100579,0,朝鮮漢文\raw\朝鮮典籍\晩求先生續集\晩求先生續集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩求先生續集\晩求先生續集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩沙稿,,晩沙稿,晩沙稿,晩沙稿/卷一,,,5,1,5,45537,45533,0,朝鮮漢文\raw\朝鮮典籍\晩沙稿\晩沙稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩沙稿\晩沙稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩洲先生集,,晩洲先生集,晩洲先生集,晩洲先生集/卷一,,,4,1,4,70662,70651,0,朝鮮漢文\raw\朝鮮典籍\晩洲先生集\晩洲先生集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩洲先生集\晩洲先生集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩洲遺集,,晩洲遺集,晩洲遺集,晩洲遺集/卷一,,,7,1,7,94980,94972,0,朝鮮漢文\raw\朝鮮典籍\晩洲遺集\晩洲遺集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩洲遺集\晩洲遺集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩翁集,,晩翁集,晩翁集,晩翁集/卷一,,,4,1,4,33759,33723,0,朝鮮漢文\raw\朝鮮典籍\晩翁集\晩翁集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩翁集\晩翁集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩翠亭遺稿 (朴永錫),,晩翠亭遺稿 (朴永錫),晩翠亭遺稿 (朴永錫),晩翠亭遺稿 (朴永錫),,,1,1,1,26013,25931,0,朝鮮漢文\raw\朝鮮典籍\晩翠亭遺稿 (朴永錫)\晩翠亭遺稿 (朴永錫)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩翠亭遺稿 (朴永錫)\晩翠亭遺稿 (朴永錫)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩覺齋先生文集,,晩覺齋先生文集,晩覺齋先生文集,晩覺齋先生文集/卷一,,,6,1,6,83088,83078,0,朝鮮漢文\raw\朝鮮典籍\晩覺齋先生文集\晩覺齋先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩覺齋先生文集\晩覺齋先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩谷先生文集,,晩谷先生文集,晩谷先生文集,晩谷先生文集/卷一,,,17,1,17,261203,261059,0,朝鮮漢文\raw\朝鮮典籍\晩谷先生文集\晩谷先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩谷先生文集\晩谷先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩退軒先生遺稿,,晩退軒先生遺稿,晩退軒先生遺稿,晩退軒先生遺稿/卷一,,,2,1,2,40471,40470,0,朝鮮漢文\raw\朝鮮典籍\晩退軒先生遺稿\晩退軒先生遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩退軒先生遺稿\晩退軒先生遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩隱遺稿 (洪胄華),,晩隱遺稿 (洪胄華),晩隱遺稿 (洪胄華),晩隱遺稿 (洪胄華),,,1,1,1,17131,17050,0,朝鮮漢文\raw\朝鮮典籍\晩隱遺稿 (洪胄華)\晩隱遺稿 (洪胄華)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩隱遺稿 (洪胄華)\晩隱遺稿 (洪胄華)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晩靜堂集,,晩靜堂集,晩靜堂集,晩靜堂集,,,1,1,1,125,44,0,朝鮮漢文\raw\朝鮮典籍\晩靜堂集\晩靜堂集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晩靜堂集\晩靜堂集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,景淵堂集,,景淵堂集,景淵堂集,景淵堂集/卷一,,,6,1,6,82537,82525,0,朝鮮漢文\raw\朝鮮典籍\景淵堂集\景淵堂集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\景淵堂集\景淵堂集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,景齋集,,景齋集,景齋集,景齋集/卷一,,,14,1,14,143740,143698,0,朝鮮漢文\raw\朝鮮典籍\景齋集\景齋集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\景齋集\景齋集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晴峯集,,晴峯集,晴峯集,晴峯集/卷一,,,6,1,6,51647,51647,0,朝鮮漢文\raw\朝鮮典籍\晴峯集\晴峯集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晴峯集\晴峯集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,晴沙集,,晴沙集,晴沙集,晴沙集/卷一,,,2,1,2,37397,37395,0,朝鮮漢文\raw\朝鮮典籍\晴沙集\晴沙集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\晴沙集\晴沙集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月塘先生別集,,月塘先生別集,月塘先生別集,月塘先生別集,,,1,1,1,89,8,0,朝鮮漢文\raw\朝鮮典籍\月塘先生別集\月塘先生別集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月塘先生別集\月塘先生別集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月塘先生集,,月塘先生集,月塘先生集,月塘先生集/卷一,,,8,1,8,110004,109931,0,朝鮮漢文\raw\朝鮮典籍\月塘先生集\月塘先生集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月塘先生集\月塘先生集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月峯先生文集,,月峯先生文集,月峯先生文集,月峯先生文集/卷一,,,5,1,5,38734,38719,0,朝鮮漢文\raw\朝鮮典籍\月峯先生文集\月峯先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月峯先生文集\月峯先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月峯集 (高傅川),,月峯集 (高傅川),月峯集 (高傅川),月峯集 (高傅川)/卷一,,,10,1,10,31416,31412,0,朝鮮漢文\raw\朝鮮典籍\月峯集 (高傅川)\月峯集 (高傅川)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月峯集 (高傅川)\月峯集 (高傅川)__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月嶽書疏,,月嶽書疏,月嶽書疏,月嶽書疏,,,1,1,1,5786,5705,0,朝鮮漢文\raw\朝鮮典籍\月嶽書疏\月嶽書疏__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月嶽書疏\月嶽書疏__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月汀集,,月汀集,月汀集,月汀集/卷一,,,7,1,7,99058,99058,0,朝鮮漢文\raw\朝鮮典籍\月汀集\月汀集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月汀集\月汀集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月沙先生別集,,月沙先生別集,月沙先生別集,月沙先生別集/卷一,,,7,1,7,68672,68634,0,朝鮮漢文\raw\朝鮮典籍\月沙先生別集\月沙先生別集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月沙先生別集\月沙先生別集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月沙先生集,,月沙先生集,月沙先生集,月沙先生集/卷一,,,68,1,68,684540,684456,0,朝鮮漢文\raw\朝鮮典籍\月沙先生集\月沙先生集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月沙先生集\月沙先生集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月谷集,,月谷集,月谷集,月谷集/卷一,,,14,1,14,206974,206962,0,朝鮮漢文\raw\朝鮮典籍\月谷集\月谷集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月谷集\月谷集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,月軒集,,月軒集,月軒集,月軒集/卷一,,,6,1,6,56826,56823,0,朝鮮漢文\raw\朝鮮典籍\月軒集\月軒集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\月軒集\月軒集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,朝鮮史略,,朝鮮史略,朝鮮史略,朝鮮史略/卷一,,,1,1,1,1635,1555,0,朝鮮漢文\raw\朝鮮典籍\朝鮮史略\朝鮮史略__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\朝鮮史略\朝鮮史略__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,朝鮮王朝實錄,,朝鮮王朝實錄,朝鮮王朝實錄,朝鮮王朝實錄,,,1,1,1,549,469,0,朝鮮漢文\raw\朝鮮典籍\朝鮮王朝實錄\朝鮮王朝實錄__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\朝鮮王朝實錄\朝鮮王朝實錄__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,木齋先生文集,,木齋先生文集,木齋先生文集,木齋先生文集/卷之一,,,12,1,12,195651,195629,0,朝鮮漢文\raw\朝鮮典籍\木齋先生文集\木齋先生文集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\木齋先生文集\木齋先生文集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,本庵續集,,本庵續集,本庵續集,本庵續集/卷一,,,6,1,6,86525,86239,0,朝鮮漢文\raw\朝鮮典籍\本庵續集\本庵續集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\本庵續集\本庵續集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,本庵集,,本庵集,本庵集,本庵集/卷一,,,12,1,12,226070,225679,0,朝鮮漢文\raw\朝鮮典籍\本庵集\本庵集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\本庵集\本庵集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,朴澹翁集,,朴澹翁集,朴澹翁集,朴澹翁集/卷上,,,3,1,3,21798,21796,0,朝鮮漢文\raw\朝鮮典籍\朴澹翁集\朴澹翁集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\朴澹翁集\朴澹翁集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,朴靈恩遺稿,,朴靈恩遺稿,朴靈恩遺稿,朴靈恩遺稿,,,1,1,1,7888,7801,0,朝鮮漢文\raw\朝鮮典籍\朴靈恩遺稿\朴靈恩遺稿__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\朴靈恩遺稿\朴靈恩遺稿__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,朽淺先生集,,朽淺先生集,朽淺先生集,朽淺先生集/卷一,,,8,1,8,122158,121938,0,朝鮮漢文\raw\朝鮮典籍\朽淺先生集\朽淺先生集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\朽淺先生集\朽淺先生集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,李參奉集,,李參奉集,李參奉集,李參奉集/卷一,,,4,1,4,52549,52549,0,朝鮮漢文\raw\朝鮮典籍\李參奉集\李參奉集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\李參奉集\李參奉集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,李忠武公全書,,李忠武公全書,李忠武公全書,李忠武公全書/卷一,,,15,1,15,238850,238083,0,朝鮮漢文\raw\朝鮮典籍\李忠武公全書\李忠武公全書__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\李忠武公全書\李忠武公全書__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,李評事集,,李評事集,李評事集,李評事集/卷一,,,2,1,2,22772,22764,0,朝鮮漢文\raw\朝鮮典籍\李評事集\李評事集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\李評事集\李評事集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,村隱集,,村隱集,村隱集,村隱集/卷一,,,3,1,3,32934,32933,0,朝鮮漢文\raw\朝鮮典籍\村隱集\村隱集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\村隱集\村隱集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,杜機詩集,,杜機詩集,杜機詩集,杜機詩集/卷一,,,5,1,5,62818,62818,0,朝鮮漢文\raw\朝鮮典籍\杜機詩集\杜機詩集__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\杜機詩集\杜機詩集__juan_01.txt
clean,朝鮮漢文,朝鮮典籍,杜谷先生文集 (洪宇定),,杜谷先生文集 (洪宇定),杜谷先生文集 (洪宇定),杜谷先生文集 (洪宇定)/卷一,,,5,1,5,47739,47733,0,朝鮮漢文\raw\朝鮮典籍\杜谷先生文集 (洪宇定)\杜谷先生文集 (洪宇定)__juan_01.txt,朝鮮漢文\clean\朝鮮典籍\杜谷先生文集 (洪宇定)\杜谷先生文集 (洪宇定)__juan_01.txt
