character,laoguoyin,zhuyin,ipa,codepoint
澠,min3,ㄇㄧㄣ3,min3,U+6FA0
澠,sheng2,ㄕㄥ2,ʂəŋ2,U+6FA0
澡,zau3,ㄗㄠ3,tsɑʊ3,U+6FA1
澤,duo5,ㄉㄨㄛ5,tuɔ5,U+6FA4
澤,zheo5,ㄓㄜ5,ʈʂɤ5,U+6FA4
澩,xiau4,ㄒㄧㄠ4,ɕiɑʊ4,U+6FA9
澩,xio5,ㄒㄧㄛ5,ɕiɔ5,U+6FA9
澳,au4,ㄠ4,ɑʊ4,U+6FB3
澳,yu5,ㄩ5,y5,U+6FB3
澴,huan2,ㄏㄨㄢ2,xuan2,U+6FB4
澴,xyuan1,ㄒㄩㄢ1,,U+6FB4
澶,dan4,ㄉㄢ4,tan4,U+6FB6
澶,shan2,ㄕㄢ2,ʂan2,U+6FB6
激,ji5,ㄐㄧ5,tɕi5,U+6FC0
濁,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+6FC1
濃,nung2,ㄋㄨㄥ2,nʊŋ2,U+6FC3
濆,fen4,ㄈㄣ4,fən4,U+6FC6
濕,shi5,ㄕㄭ5,ʂɨ5,U+6FD5
濛,mung2,ㄇㄨㄥ2,mʊŋ2,U+6FDB
濟,zyi4,ㄗㄧ4,tsi4,U+6FDF
濫,han4,ㄏㄢ4,xan4,U+6FEB
濫,lan4,ㄌㄢ4,lan4,U+6FEB
濯,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+6FEF
濱,bin1,ㄅㄧㄣ1,pin1,U+6FF1
濺,zian1,ㄗㄧㄢ1,tsiɛn1,U+6FFA
濺,zian4,ㄗㄧㄢ4,tsiɛn4,U+6FFA
濼,li5,ㄌㄧ5,li5,U+6FFC
濼,lo5,ㄌㄛ5,lɔ5,U+6FFC
濾,lyu4,ㄌㄩ4,ly4,U+6FFE
瀆,du5,ㄉㄨ5,tu5,U+7006
瀉,sie4,ㄙㄧㄝ4,siɛ4,U+7009
瀑,bau4,ㄅㄠ4,pɑʊ4,U+7011
瀑,bo5,ㄅㄛ5,pɔ5,U+7011
瀑,pu5,ㄆㄨ5,pʰu5,U+7011
瀝,li5,ㄌㄧ5,li5,U+701D
瀢,duei4,ㄉㄨㄟ4,tueɪ4,U+7022
瀢,wei3,ㄨㄟ3,ueɪ3,U+7022
瀤,huai2,ㄏㄨㄞ2,xuaɪ2,U+7024
瀤,wa1,ㄨㄚ1,uɑ1,U+7024
瀧,lang2,ㄌㄤ2,lɑŋ2,U+7027
瀧,lung2,ㄌㄨㄥ2,lʊŋ2,U+7027
瀧,shuang1,ㄕㄨㄤ1,,U+7027
瀼,nang3,ㄋㄤ3,nɑŋ3,U+703C
瀼,rang2,ㄖㄤ2,ʐɑŋ2,U+703C
灂,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+7042
灂,ziau4,ㄗㄧㄠ4,tsiɑʊ4,U+7042
灌,guan4,ㄍㄨㄢ4,kuan4,U+704C
灑,sa3,ㄙㄚ3,sa3,U+7051
灑,shai3,ㄕㄞ3,ʂaɪ3,U+7051
灘,nan4,ㄋㄢ4,nan4,U+7058
灣,wan1,ㄨㄢ1,uan1,U+7063
火,huo3,ㄏㄨㄛ3,xuɔ3,U+706B
灰,huei1,ㄏㄨㄟ1,xueɪ1,U+7070
灰,uai,ㄨㄞ,uaɪ,U+7070
灶,zau4,ㄗㄠ4,tsɑʊ4,U+7076
災,zai1,ㄗㄞ1,tsaɪ1,U+707D
炅,geng3,ㄍㄥ3,kəŋ3,U+7085
炅,guei4,ㄍㄨㄟ4,kueɪ4,U+7085
炅,jyung3,ㄐㄩㄥ3,tɕyŋ3,U+7085
炊,chuei1,ㄔㄨㄟ1,ʈʂʰueɪ1,U+708A
炒,chau3,ㄔㄠ3,ʈʂʰɑʊ3,U+7092
炕,hang1,ㄏㄤ1,xɑŋ1,U+7095
炕,kang4,ㄎㄤ4,kʰɑŋ4,U+7095
炙,zheo5,ㄓㄜ5,ʈʂɤ5,U+7099
炤,zhau3,ㄓㄠ3,ʈʂɑʊ3,U+70A4
炤,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+70A4
炭,tan4,ㄊㄢ4,tʰan4,U+70AD
炮,pau4,ㄆㄠ4,pʰɑʊ4,U+70AE
炯,jyung3,ㄐㄩㄥ3,tɕyŋ3,U+70AF
炸,zha4,ㄓㄚ4,ʈʂa4,U+70B8
炸,zha5,ㄓㄚ5,ʈʂa5,U+70B8
為,wei2,ㄨㄟ2,ueɪ2,U+70BA
為,wei4,ㄨㄟ4,ueɪ4,U+70BA
烈,lie5,ㄌㄧㄝ5,liɛ5,U+70C8
烋,xieu1,ㄒㄧㄡ1,ɕiɔʊ1,U+70CB
烏,u,ㄨ,u,U+70CF
烏,wu1,ㄨ1,u1,U+70CF
烏,ya1,ㄧㄚ1,iɑ1,U+70CF
烕,mie5,ㄇㄧㄝ5,miɛ5,U+70D5
烕,xyue5,ㄒㄩㄝ5,ɕyɛ5,U+70D5
烘,hung1,ㄏㄨㄥ1,xʊŋ1,U+70D8
烙,lau4,ㄌㄠ4,lɑʊ4,U+70D9
烙,lo5,ㄌㄛ5,lɔ5,U+70D9
烜,huei3,ㄏㄨㄟ3,xueɪ3,U+70DC
烜,xyuan3,ㄒㄩㄢ3,,U+70DC
烟,ian,ㄧㄢ,iɛn,U+70DF
烤,kau3,ㄎㄠ3,kʰɑʊ3,U+70E4
烤,kau4,ㄎㄠ4,kʰɑʊ4,U+70E4
烻,chan1,ㄔㄢ1,ʈʂʰan1,U+70FB
烻,yan4,ㄧㄢ4,iɛn4,U+70FB
焆,jyuan1,ㄐㄩㄢ1,,U+7106
焆,ye5,ㄧㄝ5,iɛ5,U+7106
焉,yan1,ㄧㄢ1,iɛn1,U+7109
焉,yan2,ㄧㄢ2,iɛn2,U+7109
焚,fen2,ㄈㄣ2,fən2,U+711A
焞,chun2,ㄔㄨㄣ2,ʈʂʰuən2,U+711E
焞,tuei1,ㄊㄨㄟ1,tʰueɪ1,U+711E
焞,tun1,ㄊㄨㄣ1,tʰuən1,U+711E
無,wu2,ㄨ2,u2,U+7121
焦,ziau1,ㄗㄧㄠ1,tsiɑʊ1,U+7126
然,ran2,ㄖㄢ2,ʐan2,U+7136
煇,huei1,ㄏㄨㄟ1,xueɪ1,U+7147
煇,xyun1,ㄒㄩㄣ1,,U+7147
煌,huang2,ㄏㄨㄤ2,,U+714C
煎,zian1,ㄗㄧㄢ1,tsiɛn1,U+714E
煖,nuan3,ㄋㄨㄢ3,nuan3,U+7156
煙,yan1,ㄧㄢ1,iɛn1,U+7159
煞,sa5,ㄙㄚ5,sa5,U+715E
煞,sha5,ㄕㄚ5,ʂa5,U+715E
煤,mei2,ㄇㄟ2,meɪ2,U+7164
照,zhau4,ㄓㄠ4,ʈʂɑʊ4,U+7167
煬,shang1,ㄕㄤ1,ʂɑŋ1,U+716C
煬,yang2,ㄧㄤ2,,U+716C
煮,zhu3,ㄓㄨ3,ʈʂu3,U+716E
煽,shan1,ㄕㄢ1,ʂan1,U+717D
煽,shan4,ㄕㄢ4,ʂan4,U+717D
熇,ho5,ㄏㄛ5,xɔ5,U+7187
熇,hu5,ㄏㄨ5,xu5,U+7187
熇,kau3,ㄎㄠ3,kʰɑʊ3,U+7187
熇,xiau1,ㄒㄧㄠ1,ɕiɑʊ1,U+7187
熊,xyung2,ㄒㄩㄥ2,ɕyŋ2,U+718A
熒,ying2,ㄧㄧㄥ2,,U+7192
熒,yung1,,,U+7192
熙,xi1,ㄒㄧ1,ɕi1,U+7199
熟,shu5,ㄕㄨ5,ʂu5,U+719F
熨,yu5,ㄩ5,y5,U+71A8
熨,yun4,,,U+71A8
熬,ngau2,ㄫㄠ2,ŋɑʊ2,U+71AC
熯,han3,ㄏㄢ3,xan3,U+71AF
熯,ran3,ㄖㄢ3,ʐan3,U+71AF
熱,re5,ㄖㄝ5,ʐɛ5,U+71B1
熱,reo5,ㄖㄜ5,ʐɤ5,U+71B1
燃,ran2,ㄖㄢ2,ʐan2,U+71C3
燈,deng1,ㄉㄥ1,təŋ1,U+71C8
燉,dun4,ㄉㄨㄣ4,tuən4,U+71C9
燎,liau2,ㄌㄧㄠ2,liɑʊ2,U+71CE
燐,lin2,ㄌㄧㄣ2,lin2,U+71D0
燒,shau1,ㄕㄠ1,ʂɑʊ1,U+71D2
燙,tang4,ㄊㄤ4,tʰɑŋ4,U+71D9
營,ing2,ㄧㄥ2,,U+71DF
燠,au3,ㄠ3,ɑʊ3,U+71E0
燠,yu5,ㄩ5,y5,U+71E0
燦,can4,ㄘㄢ4,tsʰan4,U+71E6
燹,huei4,ㄏㄨㄟ4,xueɪ4,U+71F9
燹,sian3,ㄙㄧㄢ3,siɛn3,U+71F9
燼,zin4,ㄗㄧㄣ4,tsin4,U+71FC
爆,bau4,ㄅㄠ4,pɑʊ4,U+7206
爆,bo5,ㄅㄛ5,pɔ5,U+7206
爐,lu2,ㄌㄨ2,lu2,U+7210
爓,sian2,ㄙㄧㄢ2,siɛn2,U+7213
爓,yan4,ㄧㄢ4,iɛn4,U+7213
爪,zhau3,ㄓㄠ3,ʈʂɑʊ3,U+722A
爪,zhua3,ㄓㄨㄚ3,ʈʂuɑ3,U+722A
爬,pa2,ㄆㄚ2,pʰa2,U+722C
爭,zheng1,ㄓㄥ1,ʈʂəŋ1,U+722D
爲,wei2,ㄨㄟ2,ueɪ2,U+7232
爲,wei4,ㄨㄟ4,ueɪ4,U+7232
爵,zio5,ㄗㄧㄛ5,tsiɔ5,U+7235
爹,die1,ㄉㄧㄝ1,tiɛ1,U+7239
爽,shuang3,ㄕㄨㄤ3,,U+723D
爾,er3,ㄦ3,əɻ3,U+723E
牀,chuang2,ㄔㄨㄤ2,,U+7240
牆,ciang2,ㄘㄧㄤ2,,U+7246
版,ban3,ㄅㄢ3,pan3,U+7248
牌,pai2,ㄆㄞ2,pʰaɪ2,U+724C
牒,die5,ㄉㄧㄝ5,tiɛ5,U+7252
牙,ya2,ㄧㄚ2,iɑ2,U+7259
牛,njieu2,ㄬㄧㄡ2,ɲiɔʊ2,U+725B
牟,meu2,ㄇㄡ2,moʊ2,U+725F
牠,to1,ㄊㄛ1,tʰɔ1,U+7260
牢,lau2,ㄌㄠ2,lɑʊ2,U+7262
牧,mu5,ㄇㄨ5,mu5,U+7267
物,v,ㄪ,ʋ,U+7269
物,wu5,ㄨ5,u5,U+7269
牲,sheng1,ㄕㄥ1,ʂəŋ1,U+7272
特,t,ㄊ,tʰ,U+7279
特,teo5,ㄊㄜ5,tʰɤ5,U+7279
牼,jing2,ㄐㄧㄥ2,,U+727C
牽,qian1,ㄑㄧㄢ1,tɕʰiɛn1,U+727D
犛,li2,ㄌㄧ2,li2,U+729B
犛,mau2,ㄇㄠ2,mɑʊ2,U+729B
犥,bau4,ㄅㄠ4,pɑʊ4,U+72A5
犥,piau3,ㄆㄧㄠ3,pʰiɑʊ3,U+72A5
犧,so1,ㄙㄛ1,sɔ1,U+72A7
犧,xi1,ㄒㄧ1,ɕi1,U+72A7
犬,qyuan3,ㄑㄩㄢ3,,U+72AC
犯,fan4,ㄈㄢ4,fan4,U+72AF
犴,han4,ㄏㄢ4,xan4,U+72B4
犴,ngan4,ㄫㄢ4,ŋan4,U+72B4
犺,gang3,ㄍㄤ3,kɑŋ3,U+72BA
犺,kang4,ㄎㄤ4,kʰɑŋ4,U+72BA
狀,zhuang4,ㄓㄨㄤ4,,U+72C0
狂,kuang2,ㄎㄨㄤ2,,U+72C2
狄,di5,ㄉㄧ5,ti5,U+72C4
狋,qyuan2,ㄑㄩㄢ2,,U+72CB
狋,yi2,ㄧ2,i2,U+72CB
狐,hu2,ㄏㄨ2,xu2,U+72D0
狗,geu3,ㄍㄡ3,koʊ3,U+72D7
狠,hen3,ㄏㄣ3,xən3,U+72E0
狡,jiau3,ㄐㄧㄠ3,tɕiɑʊ3,U+72E1
狧,shi4,ㄕㄭ4,ʂɨ4,U+72E7
狧,ta5,ㄊㄚ5,tʰa5,U+72E7
狸,li,ㄌㄧ,li,U+72F8
狸,li2,ㄌㄧ2,li2,U+72F8
狼,lang2,ㄌㄤ2,lɑŋ2,U+72FC
猗,o3,ㄛ3,ɔ3,U+7317
猗,yi3,ㄧ3,i3,U+7317
猛,meng3,ㄇㄥ3,məŋ3,U+731B
猜,cai1,ㄘㄞ1,tsʰaɪ1,U+731C
猪,zhu1,ㄓㄨ1,ʈʂu1,U+732A
猫,mau1,ㄇㄠ1,mɑʊ1,U+732B
献,xian4,ㄒㄧㄢ4,ɕiɛn4,U+732E
猰,jia5,ㄐㄧㄚ5,tɕiɑ5,U+7330
猰,qie5,ㄑㄧㄝ5,tɕʰiɛ5,U+7330
猲,go5,ㄍㄛ5,kɔ5,U+7332
猲,xie5,ㄒㄧㄝ5,ɕiɛ5,U+7332
猴,heu2,ㄏㄡ2,xoʊ2,U+7334
猵,bian1,ㄅㄧㄢ1,piɛn1,U+7335
猵,pian1,ㄆㄧㄢ1,pʰiɛn1,U+7335
猻,sun1,ㄙㄨㄣ1,suən1,U+733B
猿,yuan2,ㄩㄢ2,,U+733F
獃,dai1,ㄉㄞ1,taɪ1,U+7343
獃,ngai2,ㄫㄞ2,ŋaɪ2,U+7343
獄,yu5,ㄩ5,y5,U+7344
獅,shi1,ㄕㄭ1,ʂɨ1,U+7345
獎,ziang3,ㄗㄧㄤ3,,U+734E
獝,xyu5,ㄒㄩ5,ɕy5,U+735D
獝,yu5,ㄩ5,y5,U+735D
獟,njiau4,ㄬㄧㄠ4,ɲiɑʊ4,U+735F
獟,xiau1,ㄒㄧㄠ1,ɕiɑʊ1,U+735F
獧,xyuan4,ㄒㄩㄢ4,,U+7367
獨,du5,ㄉㄨ5,tu5,U+7368
獲,hue5,ㄏㄩㄝ5,xyɛ5,U+7372
獲,hueo5,ㄏㄩㄛ5,xyɔ5,U+7372
獳,neu2,ㄋㄡ2,noʊ2,U+7373
獵,lie5,ㄌㄧㄝ5,liɛ5,U+7375
獺,ta5,ㄊㄚ5,tʰa5,U+737A
獻,xian4,ㄒㄧㄢ4,ɕiɛn4,U+737B
玄,xyuan2,ㄒㄩㄢ2,,U+7384
率,lyu5,ㄌㄩ5,ly5,U+7387
率,she5,ㄕㄝ5,ʂɛ5,U+7387
率,sheo5,ㄕㄜ5,ʂɤ5,U+7387
率,shuai4,ㄕㄨㄞ4,ʂuaɪ4,U+7387
率,shuo5,ㄕㄨㄛ5,ʂuɔ5,U+7387
玉,yu5,ㄩ5,y5,U+7389
王,wang2,ㄨㄤ2,,U+738B
玎,ding1,ㄉㄧㄥ1,,U+738E
玎,zheng1,ㄓㄥ1,ʈʂəŋ1,U+738E
玟,min2,ㄇㄧㄣ2,min2,U+739F
玩,wan2,ㄨㄢ2,uan2,U+73A9
玫,mei2,ㄇㄟ2,meɪ2,U+73AB
玳,dai4,ㄉㄞ4,taɪ4,U+73B3
玻,bo1,ㄅㄛ1,pɔ1,U+73BB
珀,peo5,ㄆㄜ5,pʰɤ5,U+73C0
珊,shan1,ㄕㄢ1,ʂan1,U+73CA
珍,zhen1,ㄓㄣ1,ʈʂən1,U+73CD
珠,zhu1,ㄓㄨ1,ʈʂu1,U+73E0
班,ban1,ㄅㄢ1,pan1,U+73ED
現,xian4,ㄒㄧㄢ4,ɕiɛn4,U+73FE
球,qieu2,ㄑㄧㄡ2,tɕʰiɔʊ2,U+7403
理,li3,ㄌㄧ3,li3,U+7406
琉,lieu2,ㄌㄧㄡ2,liɔʊ2,U+7409
琠,dian3,ㄉㄧㄢ3,tiɛn3,U+7420
琠,tian3,ㄊㄧㄢ3,tʰiɛn3,U+7420
琢,zhuo5,ㄓㄨㄛ5,ʈʂuɔ5,U+7422
琥,hu3,ㄏㄨ3,xu3,U+7425
琴,qin2,ㄑㄧㄣ2,tɕʰin2,U+7434
琵,pi2,ㄆㄧ2,pʰi2,U+7435
琶,pa2,ㄆㄚ2,pʰa2,U+7436
琿,hun2,ㄏㄨㄣ2,xuən2,U+743F
瑁,mau4,ㄇㄠ4,mɑʊ4,U+7441
瑊,jian1,ㄐㄧㄢ1,tɕiɛn1,U+744A
瑊,zhen1,ㄓㄣ1,ʈʂən1,U+744A
瑒,chang4,ㄔㄤ4,ʈʂʰɑŋ4,U+7452
瑒,yang2,ㄧㄤ2,,U+7452
瑙,nau3,ㄋㄠ3,nɑʊ3,U+7459
瑟,shi5,ㄕㄭ5,ʂɨ5,U+745F
瑣,suo3,ㄙㄨㄛ3,suɔ3,U+7463
瑪,ma3,ㄇㄚ3,ma3,U+746A
瑯,lang2,ㄌㄤ2,lɑŋ2,U+746F
瑰,guei1,ㄍㄨㄟ1,kueɪ1,U+7470
瑱,tian4,ㄊㄧㄢ4,tʰiɛn4,U+7471
瑱,zhen4,ㄓㄣ4,ʈʂən4,U+7471
璃,li2,ㄌㄧ2,li2,U+7483
璋,zhang1,ㄓㄤ1,ʈʂɑŋ1,U+748B
環,huan2,ㄏㄨㄢ2,xuan2,U+74B0
璽,syi3,ㄙㄧ3,si3,U+74BD
瓊,qyung2,ㄑㄩㄥ2,tɕʰyŋ2,U+74CA
瓜,gua1,ㄍㄨㄚ1,kuɑ1,U+74DC
瓠,hu2,ㄏㄨ2,xu2,U+74E0
瓠,hu4,ㄏㄨ4,xu4,U+74E0
瓢,piau2,ㄆㄧㄠ2,pʰiɑʊ2,U+74E2
瓣,ban4,ㄅㄢ4,pan4,U+74E3
瓤,rang2,ㄖㄤ2,ʐɑŋ2,U+74E4
瓦,wa3,ㄨㄚ3,uɑ3,U+74E6
瓶,ping2,ㄆㄧㄥ2,,U+74F6
瓷,ci2,ㄘㄭ2,tsʰɨ2,U+74F7
甎,zhuan1,ㄓㄨㄢ1,ʈʂuan1,U+750E
甕,ung4,ㄨㄥ4,ʊŋ4,U+7515
甘,gan1,ㄍㄢ1,kan1,U+7518
甚,shen2,ㄕㄣ2,ʂən2,U+751A
甚,shen4,ㄕㄣ4,ʂən4,U+751A
甚,sheo2,ㄕㄜ2,ʂɤ2,U+751A
甜,tian2,ㄊㄧㄢ2,tʰiɛn2,U+751C
生,sheng1,ㄕㄥ1,ʂəŋ1,U+751F
產,chan3,ㄔㄢ3,ʈʂʰan3,U+7522
甥,sheng1,ㄕㄥ1,ʂəŋ1,U+7525
甩,shuai3,ㄕㄨㄞ3,ʂuaɪ3,U+7529
甫,fu3,ㄈㄨ3,fu3,U+752B
甭,bung2,ㄅㄨㄥ2,pʊŋ2,U+752D
甯,njing2,ㄬㄧㄥ2,,U+752F
田,tian2,ㄊㄧㄢ2,tʰiɛn2,U+7530
甲,jia5,ㄐㄧㄚ5,tɕiɑ5,U+7532
申,shen1,ㄕㄣ1,ʂən1,U+7533
男,nan2,ㄋㄢ2,nan2,U+7537
甸,dian4,ㄉㄧㄢ4,tiɛn4,U+7538
町,ting1,ㄊㄧㄥ1,,U+753A
町,ting3,ㄊㄧㄥ3,,U+753A
界,jiai4,ㄐㄧㄞ4,,U+754C
畏,wei4,ㄨㄟ4,ueɪ4,U+754F
畔,pan4,ㄆㄢ4,pʰan4,U+7554
留,lieu2,ㄌㄧㄡ2,liɔʊ2,U+7559
畜,chu4,ㄔㄨ4,ʈʂʰu4,U+755C
畜,chu5,ㄔㄨ5,ʈʂʰu5,U+755C
畜,xyu5,ㄒㄩ5,ɕy5,U+755C
畝,meu3,ㄇㄡ3,moʊ3,U+755D
畝,mu3,ㄇㄨ3,mu3,U+755D
畟,ceo5,ㄘㄜ5,tsʰɤ5,U+755F
畟,zyi5,ㄗㄧ5,tsi5,U+755F
畤,shi4,ㄕㄭ4,ʂɨ4,U+7564
畤,zhi4,ㄓㄭ4,ʈʂɨ4,U+7564
略,lio5,ㄌㄧㄛ5,liɔ5,U+7565
畧,lio5,ㄌㄧㄛ5,liɔ5,U+7567
番,fan1,ㄈㄢ1,fan1,U+756A
番,pan1,ㄆㄢ1,pʰan1,U+756A
畫,hua4,ㄏㄨㄚ4,xuɑ4,U+756B
畫,huo5,ㄏㄨㄛ5,xuɔ5,U+756B
異,yi4,ㄧ4,i4,U+7570
當,dang1,ㄉㄤ1,tɑŋ1,U+7576
當,dang4,ㄉㄤ4,tɑŋ4,U+7576
畿,qi2,ㄑㄧ2,tɕʰi2,U+757F
疆,jiang1,ㄐㄧㄤ1,,U+7586
疊,die5,ㄉㄧㄝ5,tiɛ5,U+758A
疋,pi5,ㄆㄧ5,pʰi5,U+758B
疋,shu1,ㄕㄨ1,ʂu1,U+758B
疋,ya3,ㄧㄚ3,iɑ3,U+758B
疎,shu1,ㄕㄨ1,ʂu1,U+758E
疏,shu1,ㄕㄨ1,ʂu1,U+758F
疐,ti4,ㄊㄧ4,tʰi4,U+7590
疐,zhi4,ㄓㄭ4,ʈʂɨ4,U+7590
疑,yi2,ㄧ2,i2,U+7591
疙,geo5,ㄍㄜ5,kɤ5,U+7599
疙,qi5,ㄑㄧ5,tɕʰi5,U+7599
疝,shan4,ㄕㄢ4,ʂan4,U+759D
疥,jiai4,ㄐㄧㄞ4,,U+75A5
疲,pi2,ㄆㄧ2,pʰi2,U+75B2
疵,c,ㄘ,tsʰ,U+75B5
疵,ci1,ㄘㄭ1,tsʰɨ1,U+75B5
疹,zhen3,ㄓㄣ3,ʈʂən3,U+75B9
疼,teng2,ㄊㄥ2,tʰəŋ2,U+75BC
疾,zyi5,ㄗㄧ5,tsi5,U+75BE
痑,shi3,ㄕㄭ3,ʂɨ3,U+75D1
痑,tan1,ㄊㄢ1,tʰan1,U+75D1
痕,hen2,ㄏㄣ2,xən2,U+75D5
痘,deu4,ㄉㄡ4,toʊ4,U+75D8
痛,tung4,ㄊㄨㄥ4,tʰʊŋ4,U+75DB
痢,li4,ㄌㄧ4,li4,U+75E2
痰,tan2,ㄊㄢ2,tʰan2,U+75F0
痴,chi1,ㄔㄭ1,ʈʂʰɨ1,U+75F4
痺,bei1,ㄅㄟ1,peɪ1,U+75FA
痺,bi4,ㄅㄧ4,pi4,U+75FA
痾,o,ㄛ,ɔ,U+75FE
瘁,cuei4,ㄘㄨㄟ4,tsʰueɪ4,U+7601
瘋,fung1,ㄈㄨㄥ1,fʊŋ1,U+760B
瘎,chen2,ㄔㄣ2,ʈʂʰən2,U+760E
瘎,zhan4,ㄓㄢ4,ʈʂan4,U+760E
瘓,tuan3,ㄊㄨㄢ3,tʰuan3,U+7613
瘕,jia4,ㄐㄧㄚ4,tɕiɑ4,U+7615
瘕,xia1,ㄒㄧㄚ1,ɕiɑ1,U+7615
瘟,un1,ㄨㄣ1,uən1,U+761F
瘠,zyi5,ㄗㄧ5,tsi5,U+7620
瘡,chuang1,ㄔㄨㄤ1,,U+7621
瘢,ban1,ㄅㄢ1,pan1,U+7622
瘥,chai4,ㄔㄞ4,ʈʂʰaɪ4,U+7625
瘥,co2,ㄘㄛ2,tsʰɔ2,U+7625
瘧,njio5,ㄬㄧㄛ5,ɲiɔ5,U+7627
瘬,zhang4,ㄓㄤ4,ʈʂɑŋ4,U+762C
瘻,leu4,ㄌㄡ4,loʊ4,U+763B
瘻,lyu2,ㄌㄩ2,ly2,U+763B
癆,lau2,ㄌㄠ2,lɑʊ2,U+7646
癉,dan1,ㄉㄢ1,tan1,U+7649
癉,do4,ㄉㄛ4,tɔ4,U+7649
癖,pi5,ㄆㄧ5,pʰi5,U+7656
癡,ch,ㄔ,ʈʂʰ,U+7661
癡,chi1,ㄔㄭ1,ʈʂʰɨ1,U+7661
癢,yang3,ㄧㄤ3,,U+7662
癩,lai4,ㄌㄞ4,laɪ4,U+7669
癬,sian3,ㄙㄧㄢ3,siɛn3,U+766C
癲,dian1,ㄉㄧㄢ1,tiɛn1,U+7672
癸,guei3,ㄍㄨㄟ3,kueɪ3,U+7678
登,deng1,ㄉㄥ1,təŋ1,U+767B
發,fa5,ㄈㄚ5,fa5,U+767C
白,beo5,ㄅㄜ5,pɤ5,U+767D
百,beo5,ㄅㄜ5,pɤ5,U+767E
皁,zau4,ㄗㄠ4,tsɑʊ4,U+7681
皂,zau4,ㄗㄠ4,tsɑʊ4,U+7682
的,di,ㄉㄧ,ti,U+7684
的,di5,ㄉㄧ5,ti5,U+7684
皆,jiai1,ㄐㄧㄞ1,,U+7686
皆,rai,ㄖㄞ,ʐaɪ,U+7686
皇,huang2,ㄏㄨㄤ2,,U+7687
皎,jiau3,ㄐㄧㄠ3,tɕiɑʊ3,U+768E
皓,gau3,ㄍㄠ3,kɑʊ3,U+7693
皓,hau4,ㄏㄠ4,xɑʊ4,U+7693
皕,bi5,ㄅㄧ5,pi5,U+7695
皮,pi2,ㄆㄧ2,pʰi2,U+76AE
皴,cun1,ㄘㄨㄣ1,tsʰuən1,U+76B4
皺,zheu4,ㄓㄡ4,ʈʂoʊ4,U+76BA
皻,cu3,ㄘㄨ3,tsʰu3,U+76BB
皻,zha1,ㄓㄚ1,ʈʂa1,U+76BB
盅,chung2,ㄔㄨㄥ2,ʈʂʰʊŋ2,U+76C5
盅,zhung1,ㄓㄨㄥ1,ʈʂʊŋ1,U+76C5
盆,pen2,ㄆㄣ2,pʰən2,U+76C6
盈,ing2,ㄧㄥ2,,U+76C8
盍,ho5,ㄏㄛ5,xɔ5,U+76CD
盒,ho5,ㄏㄛ5,xɔ5,U+76D2
盖,gai4,ㄍㄞ4,kaɪ4,U+76D6
盛,cheng2,ㄔㄥ2,ʈʂʰəŋ2,U+76DB
盛,sheng4,ㄕㄥ4,ʂəŋ4,U+76DB
盞,zhan3,ㄓㄢ3,ʈʂan3,U+76DE
盟,meng2,ㄇㄥ2,məŋ2,U+76DF
盡,zin4,ㄗㄧㄣ4,tsin4,U+76E1
監,jian1,ㄐㄧㄢ1,tɕiɛn1,U+76E3
盤,pan2,ㄆㄢ2,pʰan2,U+76E4
盧,lu2,ㄌㄨ2,lu2,U+76E7
盪,dang4,ㄉㄤ4,tɑŋ4,U+76EA
盪,tang1,ㄊㄤ1,tʰɑŋ1,U+76EA
目,mu5,ㄇㄨ5,mu5,U+76EE
盲,mang2,ㄇㄤ2,mɑŋ2,U+76F2
直,zhi5,ㄓㄭ5,ʈʂɨ5,U+76F4
相,siang1,ㄙㄧㄤ1,,U+76F8
相,siang4,ㄙㄧㄤ4,,U+76F8
盼,pan4,ㄆㄢ4,pʰan4,U+76FC
盾,dun3,ㄉㄨㄣ3,tuən3,U+76FE
盾,dun4,ㄉㄨㄣ4,tuən4,U+76FE
省,sheng3,ㄕㄥ3,ʂəŋ3,U+7701
省,sing3,ㄙㄧㄥ3,,U+7701
眇,miau3,ㄇㄧㄠ3,miɑʊ3,U+7707
眈,zhen3,ㄓㄣ3,ʈʂən3,U+7708
眉,mei2,ㄇㄟ2,meɪ2,U+7709
看,kan1,ㄎㄢ1,kʰan1,U+770B
看,kan4,ㄎㄢ4,kʰan4,U+770B
眙,chi4,ㄔㄭ4,ʈʂʰɨ4,U+7719
眜,mie5,ㄇㄧㄝ5,miɛ5,U+771C
眜,mo5,ㄇㄛ5,mɔ5,U+771C
真,in,ㄧㄣ,in,U+771F
真,zhen1,ㄓㄣ1,ʈʂən1,U+771F
眠,mian2,ㄇㄧㄢ2,miɛn2,U+7720
眥,chai4,ㄔㄞ4,ʈʂʰaɪ4,U+7725
眩,xyuan4,ㄒㄩㄢ4,,U+7729
眭,suei1,ㄙㄨㄟ1,sueɪ1,U+772D
眭,xi1,ㄒㄧ1,ɕi1,U+772D
眷,jyuan4,ㄐㄩㄢ4,,U+7737
眺,tiau3,ㄊㄧㄠ3,tʰiɑʊ3,U+773A
眼,ian3,ㄧㄢ3,iɛn3,U+773C
眼,yan3,ㄧㄢ3,iɛn3,U+773C
眾,zhung4,ㄓㄨㄥ4,ʈʂʊŋ4,U+773E
