chars,n,rank_1224
忞,1946,9374
㥘,1946,9374
芄,1945,9376
樱,1943,9377
觫,1942,9378
晣,1942,9378
蓧,1940,9380
壷,1938,9381
嶻,1938,9381
疱,1937,9383
釆,1936,9384
缕,1935,9385
覸,1935,9385
羕,1934,9387
抺,1934,9387
扢,1933,9389
颓,1932,9390
祋,1931,9391
晐,1931,9391
俻,1929,9393
㲄,1928,9394
耬,1926,9395
笲,1926,9395
稃,1925,9397
绶,1925,9397
圠,1922,9399
臿,1921,9400
磝,1920,9401
蓓,1920,9401
劼,1920,9401
紾,1920,9401
縰,1919,9405
韲,1919,9405
讬,1918,9407
𨤲,1918,9407
袚,1917,9409
袝,1915,9410
疙,1915,9410
栰,1914,9412
薖,1914,9412
浃,1914,9412
𦍤,1910,9415
蓞,1909,9416
歼,1908,9417
澐,1908,9417
囈,1907,9419
鄅,1907,9419
庿,1907,9419
柹,1906,9422
粻,1904,9423
鰒,1903,9424
荈,1903,9424
喷,1902,9426
鏵,1901,9427
嚻,1900,9428
恸,1899,9429
谪,1899,9429
饧,1898,9431
禛,1897,9432
㓛,1896,9433
嫪,1895,9434
杅,1894,9435
壐,1894,9435
頮,1890,9437
𠫇,1890,9437
赃,1888,9439
壄,1888,9439
鶵,1887,9441
蘤,1887,9441
𡍼,1887,9441
簁,1886,9444
纬,1886,9444
窨,1886,9444
嬀,1885,9447
溴,1884,9448
谺,1882,9449
趵,1879,9450
璊,1879,9450
蹣,1878,9452
劖,1877,9453
枭,1877,9453
羾,1876,9455
睾,1874,9456
蕳,1874,9456
俔,1872,9458
㘴,1872,9458
㴠,1871,9460
麨,1870,9461
咂,1869,9462
謭,1869,9462
膕,1867,9464
漦,1865,9465
剮,1864,9466
骳,1863,9467
礞,1862,9468
𡁲,1862,9468
冈,1860,9470
譾,1860,9470
壈,1859,9472
㗋,1858,9473
摔,1857,9474
衋,1857,9474
奡,1855,9476
妗,1853,9477
卤,1851,9478
咙,1851,9478
屼,1851,9478
唃,1850,9481
媕,1850,9481
啥,1849,9483
艨,1848,9484
蒟,1847,9485
谽,1847,9485
橢,1846,9487
輇,1845,9488
螃,1845,9488
匊,1844,9490
诡,1844,9490
溵,1844,9490
戽,1843,9493
潫,1843,9493
舀,1842,9495
鱨,1842,9495
缢,1838,9497
蔯,1838,9497
𩲸,1838,9497
鸘,1837,9500
葸,1836,9501
涊,1836,9501
佪,1835,9503
儳,1835,9503
癆,1834,9505
晖,1832,9506
鏈,1831,9507
挻,1831,9507
頄,1830,9509
蛣,1830,9509
偬,1829,9511
輮,1827,9512
罻,1827,9512
踹,1826,9514
慁,1826,9514
儦,1826,9514
姁,1825,9517
廥,1824,9518
枅,1823,9519
骄,1823,9519
踠,1823,9519
騘,1822,9522
唅,1821,9523
𢌿,1820,9524
罶,1819,9525
綳,1818,9526
荠,1817,9527
辵,1817,9527
餤,1817,9527
簭,1816,9530
垒,1815,9531
惒,1811,9532
蒩,1811,9532
敳,1809,9534
柸,1808,9535
圅,1807,9536
枒,1807,9536
硕,1806,9538
丌,1805,9539
姢,1805,9539
菫,1804,9541
鏻,1804,9541
髎,1804,9541
艟,1803,9544
菇,1802,9545
耏,1802,9545
倞,1802,9545
蕓,1800,9548
醽,1800,9548
崍,1798,9550
𨚗,1798,9550
烊,1797,9552
蝇,1796,9553
桕,1794,9554
菶,1794,9554
谐,1792,9556
凃,1790,9557
眢,1790,9557
厙,1790,9557
嗬,1790,9557
攒,1790,9557
跲,1790,9557
鬩,1788,9563
𦿉,1788,9563
藨,1787,9565
袛,1787,9565
訔,1786,9567
鲫,1784,9568
鼜,1784,9568
嗸,1783,9570
𩗗,1782,9571
𢈔,1782,9571
狒,1780,9573
殚,1779,9574
贿,1779,9574
赔,1778,9576
誖,1778,9576
襤,1777,9578
眘,1777,9578
鮦,1777,9578
蛰,1776,9581
鰈,1776,9581
𤱶,1775,9583
兟,1773,9584
腨,1772,9585
踡,1772,9585
讥,1771,9587
裌,1771,9587
堽,1771,9587
蜗,1770,9590
噯,1770,9590
裋,1768,9592
缀,1768,9592
嶭,1766,9594
煗,1765,9595
潚,1764,9596
𣪚,1764,9596
餖,1763,9598
閦,1760,9599
銮,1760,9599
杇,1758,9601
蜞,1758,9601
椇,1757,9603
轗,1754,9604
蟫,1754,9604
憃,1754,9604
蠔,1753,9607
禚,1751,9608
晅,1749,9609
妮,1748,9610
躱,1747,9611
鄚,1747,9611
鍥,1746,9613
𬗟,1746,9613
麹,1744,9615
㵎,1742,9616
塙,1742,9616
枓,1739,9618
鄟,1739,9618
晾,1738,9620
倢,1731,9621
歕,1731,9621
胕,1731,9621
絝,1729,9624
币,1728,9625
鰣,1728,9625
酘,1728,9625
鲍,1727,9628
屿,1724,9629
愐,1724,9629
玹,1723,9631
狨,1723,9631
鞴,1723,9631
弣,1721,9634
幦,1720,9635
鋗,1719,9636
掷,1719,9636
蛑,1719,9636
骥,1718,9639
莹,1716,9640
鐇,1716,9640
毐,1715,9642
旤,1715,9642
篛,1715,9642
祍,1715,9642
掔,1715,9642
𨙻,1713,9647
鹰,1713,9647
湥,1713,9647
褵,1712,9650
𩜹,1712,9650
昳,1711,9652
皡,1711,9652
𭒀,1710,9654
佰,1709,9655
朿,1709,9655
蕫,1708,9657
郚,1707,9658
垸,1707,9658
輥,1704,9660
喓,1704,9660
𣩵,1704,9660
鉸,1703,9663
蠨,1702,9664
𧷤,1702,9664
𡺳,1702,9664
鞗,1700,9667
䴡,1700,9667
辤,1699,9669
堀,1698,9670
吓,1698,9670
栳,1697,9672
魈,1696,9673
枫,1695,9674
闪,1695,9674
羁,1694,9676
迳,1694,9676
𠖥,1694,9676
鐻,1692,9679
蜯,1691,9680
惷,1690,9681
罭,1690,9681
噞,1689,9683
鹏,1689,9683
漘,1688,9685
猢,1687,9686
鳸,1686,9687
鞂,1685,9688
啰,1684,9689
𮜿,1684,9689
㔻,1682,9691
傞,1682,9691
騠,1682,9691
阑,1681,9694
黹,1679,9695
蒢,1678,9696
鐧,1677,9697
衈,1677,9697
頦,1676,9699
镛,1676,9699
樷,1676,9699
𨓦,1676,9699
𩀱,1674,9703
猻,1672,9704
煚,1670,9705
彍,1669,9706
儌,1667,9707
戻,1667,9707
廧,1666,9709
譆,1666,9709
稭,1665,9711
𥜗,1662,9712
墝,1660,9713
𤣱,1660,9713
綷,1658,9715
鎸,1657,9716
鄷,1657,9716
刌,1656,9718
阤,1654,9719
𤫊,1654,9719
㢮,1653,9721
俌,1652,9722
鏦,1651,9723
礽,1648,9724
葽,1648,9724
庞,1647,9726
丏,1646,9727
帢,1645,9728
㘭,1643,9729
悊,1643,9729
薉,1642,9731
潬,1642,9731
誆,1642,9731
漻,1641,9734
疯,1640,9735
𤎅,1640,9735
纱,1639,9737
腒,1639,9737
梴,1638,9739
罛,1637,9740
薍,1637,9740
䔧,1637,9740
钻,1636,9743
碙,1636,9743
滍,1635,9745
靸,1633,9746
鱒,1631,9747
躺,1629,9748
𥞇,1629,9748
趐,1628,9750
艣,1627,9751
儓,1627,9751
胗,1626,9753
譓,1624,9754
槔,1622,9755
悳,1622,9755
礡,1622,9755
㪺,1622,9755
墦,1621,9759
犮,1621,9759
瑬,1621,9759
皰,1620,9762
𪆟,1620,9762
欧,1619,9764
蒓,1619,9764
滨,1617,9766
砖,1616,9767
弸,1616,9767
桺,1615,9769
醊,1615,9769
茟,1614,9771
梆,1613,9772
谭,1610,9773
仟,1609,9774
顋,1609,9774
賅,1608,9776
曕,1608,9776
噣,1607,9778
谻,1606,9779
拕,1604,9780
忩,1603,9781
汳,1602,9782
蹩,1601,9783
淠,1600,9784
笺,1599,9785
𨚍,1599,9785
瀺,1598,9787
㿗,1598,9787
薧,1597,9789
瘇,1597,9789
佷,1595,9791
玟,1594,9792
犠,1594,9792
縭,1593,9794
埡,1592,9795
𦘕,1592,9795
彂,1592,9795
澜,1591,9798
熸,1591,9798
诫,1591,9798
埆,1590,9801
㫋,1590,9801
蓱,1589,9803
冓,1589,9803
剙,1589,9803
櫩,1588,9806
鞿,1588,9806
癠,1588,9806
砆,1586,9809
飩,1586,9809
剟,1584,9811
碔,1583,9812
䕡,1583,9812
愫,1582,9814
騩,1581,9815
肰,1580,9816
搰,1580,9816
彡,1580,9816
怗,1579,9819
縴,1579,9819
蚿,1579,9819
艴,1578,9822
馈,1578,9822
駜,1578,9822
蔾,1576,9825
槅,1575,9826
逷,1575,9826
𦋺,1574,9828
鳌,1573,9829
摉,1573,9829
餑,1572,9831
牱,1571,9832
鶘,1568,9833
铨,1568,9833
靃,1567,9835
𦤎,1567,9835
鞱,1566,9837
臕,1566,9837
泜,1565,9839
餫,1565,9839
㚟,1564,9841
剕,1563,9842
薶,1563,9842
頬,1563,9842
懆,1562,9845
皸,1561,9846
皭,1560,9847
麚,1560,9847
麺,1560,9847
齶,1559,9850
瑢,1557,9851
玗,1555,9852
轊,1555,9852
签,1554,9854
珫,1551,9855
潝,1551,9855
鋝,1551,9855
毡,1550,9858
髳,1550,9858
朄,1550,9858
灮,1549,9861
洏,1548,9862
鑌,1548,9862
儹,1547,9864
屝,1546,9865
𠫭,1545,9866
垦,1541,9867
辍,1540,9868
屙,1540,9868
苨,1539,9870
覰,1539,9870
迃,1539,9870
滱,1537,9873
蹜,1536,9874
饿,1536,9874
癏,1536,9874
𮎰,1536,9874
暅,1534,9878
宬,1534,9878
鹻,1533,9880
䨓,1533,9880
悯,1532,9882
剷,1532,9882
贬,1532,9882
槭,1532,9882
赡,1531,9886
傺,1530,9887
娄,1530,9887
訩,1528,9889
𢡖,1527,9890
鑮,1526,9891
蓨,1521,9892
筳,1521,9892
碻,1521,9892
𡏖,1521,9892
蔆,1520,9896
诺,1520,9896
涛,1519,9898
瘃,1519,9898
蹵,1519,9898
倌,1518,9901
䚟,1517,9902
硉,1517,9902
鋈,1517,9902
惣,1515,9905
耸,1514,9906
莝,1513,9907
脸,1513,9907
慜,1512,9909
碶,1512,9909
驦,1512,9909
槮,1511,9912
褷,1511,9912
荍,1511,9912
鱻,1510,9915
闺,1508,9916
㠘,1508,9916
馺,1507,9918
儥,1507,9918
畟,1506,9920
岾,1506,9920
獃,1504,9922
蚁,1503,9923
䐜,1503,9923
鄑,1502,9925
鞹,1501,9926
缙,1501,9926
筈,1500,9928
滮,1500,9928
鐩,1498,9930
惽,1498,9930
餵,1497,9932
枑,1497,9932
嗁,1496,9934
祴,1496,9934
穨,1495,9936
駄,1495,9936
苶,1495,9936
彠,1493,9939
餛,1493,9939
筱,1492,9941
𨺚,1492,9941
趟,1491,9943
娭,1491,9943
晸,1491,9943
觩,1491,9943
讽,1490,9947
泾,1490,9947
蝃,1488,9949
贰,1487,9950
综,1486,9951
訹,1486,9951
窔,1484,9953
摋,1484,9953
逴,1483,9955
絿,1483,9955
玈,1482,9957
墄,1481,9958
滀,1477,9959
𣵠,1476,9960
竗,1474,9961
堌,1473,9962
胪,1472,9963
櫧,1472,9963
灎,1472,9963
炖,1471,9966
埕,1471,9966
笪,1471,9966
剚,1470,9969
㴻,1470,9969
䓤,1469,9971
蓷,1469,9971
赀,1468,9973
蕣,1468,9973
乕,1468,9973
鴰,1467,9976
渲,1466,9977
坨,1466,9977
靆,1466,9977
樨,1465,9980
訁,1465,9980
歗,1465,9980
緐,1463,9983
襏,1463,9983
浰,1463,9983
圞,1462,9986
銙,1462,9986
蟉,1461,9988
莋,1461,9988
鉆,1461,9988
邿,1461,9988
磥,1460,9992
踱,1460,9992
栫,1460,9992
瘩,1458,9995
刜,1457,9996
畷,1457,9996
烋,1457,9996
蛬,1456,9999
鸒,1455,10000
揃,1453,10001
檛,1452,10002
缮,1452,10002
杈,1451,10004
齁,1449,10005
髄,1449,10005
喦,1448,10007
籝,1448,10007
宐,1447,10009
毚,1447,10009
𢙣,1445,10011
伱,1445,10011
餁,1442,10013
煃,1441,10014
榾,1441,10014
紖,1441,10014
厕,1440,10017
讵,1440,10017
晹,1440,10017
䘚,1440,10017
餂,1439,10021
揫,1439,10021
鮌,1438,10023
腏,1437,10024
蘞,1437,10024
崪,1436,10026
䦧,1436,10026
琕,1436,10026
䡖,1436,10026
愳,1435,10030
隖,1434,10031
囦,1434,10031
豦,1433,10033
肂,1431,10034
霉,1430,10035
𭥦,1426,10036
㬉,1425,10037
璂,1424,10038
窴,1424,10038
隽,1421,10040
瀌,1420,10041
褸,1418,10042
䳌,1418,10042
躃,1417,10044
唉,1417,10044
琠,1417,10044
鷮,1417,10044
诲,1416,10048
籋,1416,10048
𥬇,1416,10048
虆,1415,10051
鬌,1414,10052
蘹,1413,10053
骏,1412,10054
鲠,1412,10054
裱,1411,10056
霫,1411,10056
咚,1411,10056
椏,1410,10059
滆,1410,10059
犗,1410,10059
璺,1409,10062
𢙢,1409,10062
钧,1408,10064
氄,1408,10064
邘,1407,10066
檥,1407,10066
辙,1406,10068
赘,1405,10069
墍,1404,10070
瑲,1404,10070
梐,1403,10072
亓,1402,10073
籔,1400,10074
膮,1400,10074
閷,1399,10076
瑺,1397,10077
轜,1396,10078
陊,1396,10078
韘,1395,10080
痗,1395,10080
㥄,1394,10082
薆,1393,10083
裭,1392,10084
琐,1390,10085
趦,1389,10086
猰,1389,10086
毱,1388,10088
𪧐,1388,10088
摡,1387,10090
飂,1386,10091
伫,1386,10091
徕,1386,10091
蕰,1385,10094
咦,1384,10095
轑,1384,10095
䗫,1383,10097
馵,1383,10097
嗉,1383,10097
錕,1382,10100
罂,1382,10100
衖,1382,10100
媱,1382,10100
夯,1381,10104
桼,1380,10105
嬭,1380,10105
裲,1379,10107
螄,1377,10108
撡,1377,10108
僛,1376,10110
餹,1375,10111
幠,1375,10111
驘,1374,10113
鞻,1372,10114
磲,1371,10115
覉,1371,10115
渧,1370,10117
钅,1370,10117
嗈,1370,10117
昙,1368,10120
龑,1367,10121
榿,1367,10121
𣆀,1367,10121
輬,1366,10124
𩬊,1366,10124
琭,1365,10126
顈,1365,10126
耈,1364,10128
吆,1364,10128
釦,1364,10128
岈,1363,10131
壒,1363,10131
禓,1363,10131
驭,1362,10134
秅,1362,10134
蟛,1361,10136
嶕,1360,10137
怅,1357,10138
闟,1356,10139
掯,1356,10139
䱷,1356,10139
傋,1355,10142
襫,1355,10142
㽲,1355,10142
禂,1354,10145
搊,1354,10145
獭,1353,10147
咩,1352,10148
郍,1352,10148
紩,1351,10150
𧰟,1351,10150
谙,1350,10152
呾,1350,10152
攟,1349,10154
鮆,1349,10154
髧,1349,10154
琁,1348,10157
䨴,1347,10158
槷,1347,10158
篹,1346,10160
讕,1345,10161
戧,1345,10161
騍,1345,10161
飨,1344,10164
䠞,1344,10164
钉,1343,10166
凯,1343,10166
霿,1343,10166
嫜,1342,10169
塪,1342,10169
涷,1341,10171
惏,1340,10172
昷,1340,10172
裎,1339,10174
鶠,1339,10174
咕,1339,10174
稉,1338,10177
宧,1337,10178
垝,1336,10179
侲,1335,10180
鰭,1334,10181
辇,1332,10182
帊,1332,10182
癍,1332,10182
㲈,1332,10182
窵,1331,10186
𨓜,1331,10186
陥,1331,10186
骩,1330,10189
圑,1328,10190
菠,1328,10190
瀜,1328,10190
臁,1328,10190
萟,1328,10190
奰,1328,10190
匶,1327,10196
膟,1325,10197
潗,1324,10198
鈃,1323,10199
蔇,1323,10199
焠,1322,10201
杶,1321,10202
袨,1320,10203
艑,1320,10203
朌,1319,10205
貘,1319,10205
匵,1318,10207
玺,1318,10207
䆃,1318,10207
簔,1318,10207
囅,1317,10211
𦎟,1317,10211
琹,1315,10213
腌,1315,10213
罦,1315,10213
甾,1314,10216
𠊱,1312,10217
刍,1311,10218
駪,1311,10218
𧦬,1309,10220
匳,1308,10221
硠,1308,10221
浇,1308,10221
荂,1308,10221
鼪,1308,10221
煟,1308,10221
芚,1308,10221
傪,1308,10221
蝍,1307,10229
埰,1307,10229
檖,1307,10229
萯,1306,10232
庪,1306,10232
畼,1305,10234
侘,1305,10234
髟,1304,10236
𭟼,1304,10236
洴,1303,10238
枏,1303,10238
鎦,1303,10238
旞,1303,10238
谆,1302,10242
𪋤,1302,10242
𥅆,1302,10242
蝓,1301,10245
舝,1300,10246
撣,1298,10247
跅,1297,10248
卩,1297,10248
煿,1297,10248
膷,1296,10251
塉,1295,10252
傢,1294,10253
䵟,1294,10253
擫,1293,10255
儧,1293,10255
𠲒,1293,10255
垫,1292,10258
购,1292,10258
酵,1292,10258
瘏,1292,10258
傎,1292,10258
傯,1291,10263
綀,1291,10263
熿,1290,10265
慂,1290,10265
缨,1290,10265
輠,1290,10265
厞,1290,10265
尪,1289,10270
曮,1289,10270
蠯,1289,10270
鳦,1288,10273
塒,1287,10274
昈,1287,10274
𣂏,1287,10274
麐,1286,10277
臐,1286,10277
𨹧,1286,10277
弰,1285,10280
靧,1285,10280
欂,1285,10280
貆,1285,10280
絻,1283,10284
礶,1283,10284
犉,1283,10284
齩,1283,10284
輁,1283,10284
楳,1282,10289
慠,1281,10290
猙,1280,10291
轸,1280,10291
𡙇,1280,10291
鱅,1280,10291
扪,1279,10295
攵,1279,10295
凘,1279,10295
曡,1278,10298
榎,1278,10298
狌,1278,10298
葠,1274,10301
圌,1274,10301
鈷,1274,10301
簵,1273,10304
筧,1272,10305
厶,1271,10306
稞,1271,10306
鬅,1270,10308
𨓆,1269,10309
嗳,1269,10309
旹,1269,10309
㒒,1269,10309
䓗,1269,10309
伈,1268,10314
𩓑,1268,10314
鯪,1266,10316
圽,1266,10316
驸,1265,10318
莛,1264,10319
𢡟,1264,10319
涨,1263,10321
敶,1262,10322
嵕,1262,10322
𡗝,1262,10322
㞃,1262,10322
毦,1261,10326
穬,1261,10326
檾,1261,10326
杝,1261,10326
脖,1260,10330
湅,1260,10330
鰾,1260,10330
渳,1260,10330
谣,1259,10334
艅,1258,10335
痌,1256,10336
羜,1256,10336
茧,1255,10338
髺,1255,10338
峕,1254,10340
騵,1254,10340
㴞,1254,10340
鶋,1253,10343
饈,1252,10344
曶,1252,10344
𤺋,1252,10344
侐,1251,10347
樠,1251,10347
蠵,1251,10347
櫕,1251,10347
订,1250,10351
庛,1250,10351
鸊,1250,10351
聡,1250,10351
梡,1249,10355
颤,1249,10355
𨇠,1248,10357
觞,1247,10358
韗,1247,10358
湻,1246,10360
鄃,1246,10360
啑,1246,10360
椷,1246,10360
煊,1245,10364
楘,1245,10364
𩕄,1245,10364
椸,1243,10367
袜,1243,10367
衤,1242,10369
谊,1241,10370
钤,1241,10370
淜,1241,10370
醾,1241,10370
堈,1240,10374
谱,1240,10374
鹼,1240,10374
匼,1240,10374
濉,1239,10378
禒,1239,10378
䴥,1239,10378
蔿,1238,10381
龚,1236,10382
翯,1236,10382
刨,1235,10384
岝,1234,10385
鏝,1234,10385
拲,1233,10387
𢟍,1232,10388
祻,1232,10388
侹,1232,10388
伭,1232,10388
裓,1232,10388
粞,1231,10393
柮,1231,10393
嚦,1230,10395
瑫,1229,10396
恻,1229,10396
輢,1229,10396
𡡾,1228,10399
鵕,1228,10399
氶,1228,10399
菻,1228,10399
饣,1227,10403
儤,1227,10403
顕,1227,10403
噁,1226,10406
諢,1226,10406
猳,1226,10406
䪥,1226,10406
𤁋,1225,10410
褙,1224,10411
䋫,1224,10411
鐓,1223,10413
箵,1223,10413
𧺫,1223,10413
嬃,1222,10416
玀,1222,10416
郸,1222,10416
𧏾,1222,10416
髆,1221,10420
淈,1221,10420
牏,1220,10422
霮,1220,10422
俴,1220,10422
烓,1218,10425
挏,1217,10426
蔫,1217,10426
䢵,1217,10426
敀,1217,10426
韬,1216,10430
恓,1216,10430
遌,1215,10432
鰱,1215,10432
𥚹,1215,10432
蓻,1214,10435
鯷,1214,10435
𢥠,1214,10435
豓,1214,10435
蟯,1214,10435
熅,1213,10440
摑,1213,10440
珓,1213,10440
嘎,1212,10443
掫,1212,10443
檍,1212,10443
淊,1212,10443
芴,1212,10443
晫,1210,10448
涚,1210,10448
齅,1210,10448
墼,1209,10451
歏,1209,10451
罈,1208,10453
踳,1207,10454
佋,1207,10454
𦕅,1205,10456
眛,1205,10456
洨,1204,10458
枮,1204,10458
諰,1204,10458
蜇,1202,10461
𫾻,1202,10461
锥,1201,10463
腷,1200,10464
㶏,1199,10465
斅,1199,10465
胹,1199,10465
𨽾,1198,10468
萐,1196,10469
鏇,1196,10469
𧼈,1196,10469
𤇆,1196,10469
钺,1195,10473
蕲,1195,10473
撘,1195,10473
椐,1195,10473
骁,1194,10477
扦,1194,10477
榰,1194,10477
踯,1194,10477
稙,1194,10477
𥪡,1194,10477
𠏉,1193,10483
𪔀,1191,10484
喭,1190,10485
蝡,1190,10485
冣,1190,10485
㗜,1190,10485
疤,1189,10489
醼,1187,10490
穊,1187,10490
榑,1186,10492
亍,1186,10492
黁,1184,10494
扤,1184,10494
墢,1183,10496
縆,1183,10496
䀌,1182,10498
俨,1181,10499
萦,1181,10499
袡,1181,10499
劊,1180,10502
寠,1180,10502
巩,1179,10504
顖,1178,10505
𩦸,1178,10505
邮,1177,10507
苎,1177,10507
蚝,1177,10507
𭶑,1177,10507
綑,1176,10511
燂,1176,10511
𠃔,1176,10511
斄,1175,10514
噠,1175,10514
栏,1175,10514
鬈,1174,10517
岠,1174,10517
吚,1172,10519
馣,1172,10519
朾,1170,10521
諓,1170,10521
𦙝,1169,10523
偝,1167,10524
愻,1167,10524
圂,1166,10526
螉,1165,10527
垻,1165,10527
碨,1165,10527
潩,1165,10527
鷞,1164,10531
䏰,1164,10531
驔,1164,10531
撢,1163,10534
漰,1163,10534
啸,1162,10536
焌,1162,10536
彔,1161,10538
姉,1160,10539
逛,1160,10539
穅,1160,10539
𣝔,1160,10539
帉,1159,10543
绘,1158,10544
岚,1158,10544
硐,1158,10544
禵,1158,10544
㳄,1158,10544
戭,1158,10544
鄬,1158,10544
橿,1157,10551
湨,1157,10551
菣,1156,10553
貛,1156,10553
翏,1156,10553
餡,1155,10556
筸,1155,10556
荁,1155,10556
丒,1154,10559
𥚁,1154,10559
灺,1153,10561
骴,1153,10561
獧,1152,10563
菝,1152,10563
恉,1151,10565
櫸,1151,10565
䘌,1149,10567
䒷,1149,10567
㺚,1149,10567
櫱,1148,10570
孿,1148,10570
奂,1147,10572
謼,1147,10572
熥,1147,10572
葴,1146,10575
臃,1144,10576
凷,1144,10576
刵,1144,10576
稏,1144,10576
𥮅,1143,10580
噰,1142,10581
噢,1141,10582
弯,1141,10582
鞙,1141,10582
綟,1140,10585
绎,1140,10585
酽,1140,10585
郉,1140,10585
叀,1140,10585
猬,1139,10590
篱,1139,10590
稯,1139,10590
𥨸,1139,10590
啍,1138,10594
穧,1137,10595
畈,1136,10596
䳺,1136,10596
獜,1136,10596
蚑,1135,10599
澚,1135,10599
崷,1135,10599
嫳,1135,10599
眤,1134,10603
葹,1134,10603
䰅,1134,10603
𬋖,1134,10603
辂,1134,10603
妘,1134,10603
恿,1133,10609
橇,1133,10609
薟,1133,10609
餾,1132,10612
氿,1132,10612
攧,1132,10612
澷,1131,10615
勠,1130,10616
鑞,1129,10617
绰,1129,10617
膘,1128,10619
埿,1128,10619
惵,1128,10619
𥨊,1128,10619
荓,1127,10623
幎,1127,10623
韺,1126,10625
瘭,1126,10625
卺,1125,10627
闱,1124,10628
韀,1124,10628
翶,1124,10628
繣,1124,10628
哱,1123,10632
浤,1123,10632
鶊,1122,10634
䘵,1122,10634
輼,1122,10634
艚,1121,10637
飥,1121,10637
翂,1121,10637
曅,1120,10640
膢,1120,10640
橜,1119,10642
𣻌,1118,10643
髖,1117,10644
贸,1117,10644
嚞,1117,10644
樻,1117,10644
峿,1116,10648
藘,1116,10648
踸,1115,10650
瑮,1115,10650
媞,1115,10650
寉,1115,10650
傻,1114,10654
赛,1114,10654
泑,1113,10656
睬,1112,10657
轴,1112,10657
穋,1112,10657
𤫉,1112,10657
籊,1112,10657
觐,1111,10662
雺,1111,10662
啅,1111,10662
捿,1111,10662
兺,1111,10662
秏,1110,10667
鄹,1110,10667
䀮,1110,10667
啦,1109,10670
𨞬,1108,10671
橃,1107,10672
頀,1106,10673
菂,1106,10673
鎁,1106,10673
㟧,1106,10673
撱,1106,10673
㬠,1106,10673
焬,1104,10679
闹,1104,10679
铎,1104,10679
铖,1104,10679
饙,1104,10679
褏,1104,10679
䃭,1103,10685
骚,1102,10686
黴,1102,10686
芈,1102,10686
忏,1101,10689
帿,1099,10690
挠,1098,10691
矴,1098,10691
媍,1098,10691
軽,1098,10691
冱,1096,10695
牍,1096,10695
畽,1096,10695
𣙗,1096,10695
遟,1095,10699
埇,1094,10700
洭,1093,10701
鷽,1093,10701
鏽,1092,10703
垾,1092,10703
㴶,1091,10705
辕,1090,10706
腶,1090,10706
鹭,1090,10706
鼋,1089,10709
裠,1089,10709
奓,1087,10711
丗,1087,10711
橧,1087,10711
驒,1087,10711
骠,1086,10715
蠜,1086,10715
抟,1086,10715
刉,1086,10715
朼,1085,10719
𦦨,1084,10720
蝼,1083,10721
杮,1083,10721
谼,1083,10721
颍,1083,10721
藇,1083,10721
歂,1083,10721
㮄,1082,10727
乹,1082,10727
躩,1081,10729
噹,1081,10729
琡,1081,10729
蹡,1081,10729
嵁,1081,10729
𨒪,1080,10734
豷,1079,10735
韤,1078,10736
獾,1078,10736
綅,1077,10738
䟎,1077,10738
裧,1077,10738
槓,1076,10741
缅,1076,10741
咡,1076,10741
飊,1075,10744
觵,1075,10744
陨,1074,10746
昰,1074,10746
芧,1074,10746
掟,1074,10746
𩿨,1074,10746
繃,1073,10751
嚧,1072,10752
䝱,1072,10752
撏,1071,10754
陻,1071,10754
𩔗,1071,10754
焴,1070,10757
𮮐,1070,10757
冘,1069,10759
庒,1069,10759
緰,1069,10759
矉,1069,10759
欱,1068,10763
渻,1066,10764
㹀,1065,10765
嫮,1065,10765
毣,1065,10765
卝,1063,10768
楢,1062,10769
嘂,1062,10769
𠫤,1061,10771
蝑,1061,10771
荸,1059,10773
妪,1059,10773
旊,1059,10773
獝,1059,10773
墯,1058,10777
淢,1058,10777
訽,1058,10777
莂,1057,10780
锯,1057,10780
曚,1056,10782
饐,1055,10783
鯔,1055,10783
鎣,1054,10785
讇,1054,10785
嫕,1054,10785
筀,1054,10785
硩,1054,10785
扩,1053,10790
緎,1053,10790
鬮,1052,10792
忬,1052,10792
顑,1052,10792
廾,1051,10795
襶,1051,10795
堗,1050,10797
谧,1049,10798
蜢,1049,10798
儱,1049,10798
嬲,1048,10801
箫,1048,10801
腵,1048,10801
儃,1047,10804
巙,1046,10805
䨥,1046,10805
羂,1046,10805
蓘,1044,10808
罼,1043,10809
骷,1043,10809
閗,1043,10809
硨,1042,10812
轀,1042,10812
冼,1042,10812
駓,1042,10812
樕,1041,10816
驼,1040,10817
褠,1039,10818
揕,1039,10818
哳,1039,10818
鋙,1039,10818
枤,1038,10822
𫠦,1036,10823
鬋,1034,10824
憭,1034,10824
钝,1034,10824
媻,1034,10824
愰,1034,10824
螓,1033,10829
杴,1033,10829
𣏽,1032,10831
龋,1031,10832
緪,1031,10832
鸳,1030,10834
鰷,1030,10834
瞫,1030,10834
俓,1029,10837
惪,1028,10838
矬,1028,10838
粔,1027,10840
凥,1027,10840
淂,1026,10842
椌,1026,10842
魇,1025,10844
耴,1025,10844
冋,1024,10846
吪,1024,10846
蹑,1023,10848
檡,1023,10848
滩,1022,10850
赂,1021,10851
艧,1021,10851
鱘,1019,10853
賷,1018,10854
磜,1018,10854
𢷎,1018,10854
偭,1017,10857
馽,1017,10857
闵,1016,10859
嶍,1016,10859
囙,1016,10859
祤,1015,10862
壃,1014,10863
荧,1014,10863
痲,1014,10863
繦,1013,10866
褦,1013,10866
駬,1013,10866
楺,1013,10866
獳,1013,10866
碞,1012,10871
趠,1010,10872
揎,1010,10872
鰩,1010,10872
