source_title,relation,target,template
鑄,s,铸,zh-forms
鑄,alt,鋳,zh-forms
鑄,alt,𨮾,zh-forms
鑄,alt,𤎧,zh-forms
鑄,alt,𨮚,zh-forms
鑛,zh-see,礦,zh-see
钟,Han simp:1,鐘,Han simp
钟,Han simp:a,鍾,Han simp
钟,zh-see,鐘,zh-see
钟,zh-see,鍾,zh-see
钧,Han simp:1,鈞,Han simp
钧,zh-see,鈞,zh-see
钱,Han simp:1,錢,Han simp
钱,zh-see,錢,zh-see
钺,zh-see,鉞,zh-see
铁,zh-see,鐵,zh-see
铣,Han simp:1,銑,Han simp
铣,zh-see,銑,zh-see
䥈,zh-see,鉧,zh-see
零,alt,𠏡,zh-forms
零,alt,𡈍,zh-forms
零,alt,𤅫,zh-forms
零,alt,𥥋,zh-forms
零,alt,𮖿,zh-forms
零,alt,𩂙,zh-forms
零,alt,霗,zh-forms
零,alt,𩃞,zh-forms
零,alt,𩅶,zh-forms
零,alt,𩆖,zh-forms
零,alt,𩆼,zh-forms
零,alt,人,zh-forms
零,alt,囗,zh-forms
关,Han simp:1,関,Han simp
关,zh-see,關,zh-see
关,zh-see,笑,zh-see
坟,zh-see,墳,zh-see
壼,s,壸,zh-forms
弥,zh-see,彌,zh-see
弥,zh-see,瀰,zh-see
戚,alt,慼,zh-forms
戚,alt,慽,zh-forms
戚,alt,鏚,zh-forms
戚,alt,𡫁,zh-forms
杂,zh-see,雜,zh-see
杂,zh-see,朵,zh-see
柜,zh-see,櫃,zh-see
槊,alt,鎙,zh-forms
槊,alt,矟,zh-forms
槊,alt,銏,zh-forms
槊,alt,㮶,zh-forms
槊,alt,𣓞,zh-forms
槊,alt,𣔒,zh-forms
溦,alt,㵟,zh-forms
溦,alt,霺,zh-forms
灵,zh-see,靈,zh-see
盘,Han simp:1,盤,Han simp
盘,zh-see,盤,zh-see
罅,alt,㙤,zh-forms
罅,alt,㙈,zh-forms
罅,alt,𨻲,zh-forms
罅,alt,䖎,zh-forms
罅,alt,𤗭,zh-forms
罅,alt,𤗑,zh-forms
罅,alt,𤗕,zh-forms
罅,alt,𥕕,zh-forms
罅,alt,𮀽,zh-forms
罅,alt,鏬,zh-forms
罅,alt,鎼,zh-forms
罅,alt,𨩽,zh-forms
罅,alt,𨩝,zh-forms
罅,alt,𧇍,zh-forms
罅,alt,𦉏,zh-forms
罅,alt,𦉑,zh-forms
罅,alt,𨄥,zh-forms
罅,alt,𨽯,zh-forms
罅,alt,𡨄,zh-forms
罅,alt,痚,zh-forms
邻,zh-see,鄰,zh-see
鍐,alt,鑁,zh-forms
鎌,s,镰,zh-forms
鎌,alt,䥥,zh-forms
鎌,zh-see,鐮,zh-see
鎒,s,𬭦,zh-forms
鐓,s,镦,zh-forms
鐓,alt,鐜,zh-forms
鐓,alt,𨰮,zh-forms
鐓,alt,𨰩,zh-forms
鐓,alt,𨰯,zh-forms
鐕,alt,鐟,zh-forms
鑑,zh-see,鑒,zh-see
鑽,s,钻,zh-forms
鑽,alt,鑚,zh-forms
鑽,alt,鉆,zh-forms
鑽,alt,钻,zh-forms
钂,s,镋,zh-forms
钐,zh-see,釤,zh-see
锁,zh-see,鎖,zh-see
锈,zh-see,鏽,zh-see
锋,Han simp:1,鋒,Han simp
锋,zh-see,鋒,zh-see
锏,zh-see,鐧,zh-see
锱,zh-see,錙,zh-see
锹,zh-see,鍬,zh-see
長,s,长,zh-forms
長,alt,镸,zh-forms
長,alt,仧,zh-forms
長,alt,𠑿,zh-forms
長,alt,𡕣,zh-forms
長,alt,𠇬,zh-forms
闭,Han simp:1,閉,Han simp
闭,zh-see,閉,zh-see
闰,zh-see,閏,zh-see
阐,zh-see,闡,zh-see
阳,Han simp:1,陽,Han simp
阳,zh-see,陽,zh-see
陑,alt,陾,zh-forms
陡,alt,阧,zh-forms
陷,alt,陥,zh-forms
陷,alt,䧟,zh-forms
陷,alt,𨺻,zh-forms
陷,alt,臽,zh-forms
陷,alt,埳,zh-forms
陷,alt,𨺂,zh-forms
隐,zh-see,隱,zh-see
霢,s,霡,zh-forms
靆,s,叇,zh-forms
靆,alt,霴,zh-forms
骘,zh-see,騭,zh-see
鬥,s,斗,zh-forms
鬥,t2,鬭,zh-forms
鬥,alt,鬭,zh-forms
鬥,alt,鬬,zh-forms
鬥,alt,鬪,zh-forms
鬥,alt,鬦,zh-forms
鬥,alt,闘,zh-forms
鬥,alt,閗,zh-forms
鬥,alt,𫔯,zh-forms
鬥,alt,𨷖,zh-forms
鬥,alt,𨷵,zh-forms
鬥,alt,𨴜,zh-forms
鬥,alt,𫔡,zh-forms
鬥,alt,𨶜,zh-forms
鬥,alt,𩰑,zh-forms
鬥,alt,𩰒,zh-forms
鬥,alt,𩰖,zh-forms
喂,zh-see,餵,zh-see
囟,alt,𠙷,zh-forms
囟,alt,䪿,zh-forms
囟,alt,顖,zh-forms
囟,alt,𦞤,zh-forms
显,zh-see,顯,zh-see
显,zh-see,㬎,zh-see
正,alt,疋,zh-forms
正,alt,𤴓,zh-forms
正,alt,㱏,zh-forms
正,alt,𣥔,zh-forms
正,alt,𧾸,zh-forms
正,alt,𠙺,zh-forms
糇,zh-see,餱,zh-see
糕,alt,餻,zh-forms
絆,s,绊,zh-forms
缰,zh-see,韁,zh-see
腮,alt,顋,zh-forms
腾,Han simp:1,騰,Han simp
腾,zh-see,騰,zh-see
袜,zh-see,襪,zh-see
赖,Han simp:1,賴,Han simp
赖,zh-see,賴,zh-see
面,alt,𠚑,zh-forms
面,Han simp:1,麵,Han simp
面,zh-see,麵,zh-see
革,alt,𠦶,zh-forms
革,alt,䪂,zh-forms
革,alt,𩎎,zh-forms
鞯,zh-see,韉,zh-see
韫,zh-see,韞,zh-see
韬,zh-see,韜,zh-see
韭,alt,韮,zh-forms
韱,alt,韯,zh-forms
頸,s,颈,zh-forms
頸,alt,頚,zh-forms
頸,s,颈,zh-forms
頸,s,颈,zh-forms
頸,alt,䫀,zh-forms
頸,alt,管,zh-forms
頸,alt,滾,zh-forms
颊,Han simp:1,頰,Han simp
颊,zh-see,頰,zh-see
颐,zh-see,頤,zh-see
颓,zh-see,頹,zh-see
颖,Han simp:1,穎,Han simp
颖,zh-see,穎,zh-see
颜,Han simp:1,顏,Han simp
颜,zh-see,顏,zh-see
飙,Han simp:1,飆,Han simp
飙,zh-see,飆,zh-see
食,alt,𠊊,zh-forms
食,alt,𩚁,zh-forms
食,alt,𩚀,zh-forms
食,alt,𩚃,zh-forms
食,alt,𠋑,zh-forms
食,alt,𨢁,zh-forms
食,alt,𠊊,zh-forms
食,alt,吃,zh-forms
食,alt,𠋡,zh-forms
食,alt,呷,zh-forms
食,alt,噍,zh-forms
飤,zh-see,飼,zh-see
飧,alt,𩚏,zh-forms
飧,alt,飱,zh-forms
飧,alt,湌,zh-forms
飧,alt,喰,zh-forms
餀,s,𮩜,zh-forms
餀,alt,饚,zh-forms
饕,alt,飸,zh-forms
饕,alt,𧈐,zh-forms
饭,Han simp:1,飯,Han simp
饭,zh-see,飯,zh-see
饰,Han simp:1,飾,Han simp
饰,zh-see,飾,zh-see
饱,Han simp:1,飽,Han simp
饱,zh-see,飽,zh-see
馨,alt,䅽,zh-forms
馨,alt,馫,zh-forms
馨,alt,𡄈,zh-forms
馨,alt,𪐕,zh-forms
馼,s,𫘜,zh-forms
馼,alt,駇,zh-forms
驿,Han simp:1,驛,Han simp
驿,zh-see,驛,zh-see
验,Han simp:1,驗,Han simp
验,zh-see,驗,zh-see
骤,Han simp:1,驟,Han simp
骤,zh-see,驟,zh-see
髭,alt,頿,zh-forms
髭,alt,頾,zh-forms
髭,alt,𩑽,zh-forms
髭,alt,𨱲,zh-forms
髭,alt,𨲝,zh-forms
髭,alt,𨲦,zh-forms
鼗,zh-see,鞀,zh-see
齏,s,齑,zh-forms
齏,alt,虀,zh-forms
齏,alt,𩐊,zh-forms
齏,alt,𠬘,zh-forms
齏,alt,韲,zh-forms
齏,alt,𩐐,zh-forms
齏,alt,𩐓,zh-forms
齏,alt,𦦏,zh-forms
齏,alt,𧆌,zh-forms
齏,alt,𧅱,zh-forms
齏,alt,𧅴,zh-forms
齏,alt,𧅠,zh-forms
齏,alt,䪢,zh-forms
齏,alt,䪡,zh-forms
齏,alt,䪣,zh-forms
齏,alt,䪠,zh-forms
齏,alt,𩐈,zh-forms
齏,alt,𩐒,zh-forms
齏,alt,𩐋,zh-forms
齏,alt,𩐎,zh-forms
齏,alt,𩐆,zh-forms
齏,alt,𩐇,zh-forms
齏,alt,𩐑,zh-forms
䪏,s,𩏼,zh-forms
凤,Han simp:1,鳳,Han simp
凤,zh-see,鳳,zh-see
凫,zh-see,鳧,zh-see
剃,alt,鬀,zh-forms
剃,alt,鬄,zh-forms
剃,alt,𩮜,zh-forms
剃,alt,薙,zh-forms
斗,alt,𤣫,zh-forms
斗,alt,𠦁,zh-forms
斗,alt,𣁬,zh-forms
斗,zh-see,鬥,zh-see
斗,zh-see,陡,zh-see
斗,alt,搗,zh-forms
斗,alt,捯,zh-forms
斗,alt,啄,zh-forms
斗,alt,罩,zh-forms
玳,alt,瑇,zh-forms
瘌,zh-see,鬎,zh-see
稣,zh-see,穌,zh-see
臏,s,膑,zh-forms
跸,zh-see,蹕,zh-see
雁,t2,鴈,zh-forms
雁,alt,鳫,zh-forms
颅,zh-see,顱,zh-see
騗,zh-see,騙,zh-see
驄,s,骢,zh-forms
驄,alt,騘,zh-forms
驄,alt,𩣢,zh-forms
驄,alt,𩣭,zh-forms
驘,zh-see,騾,zh-see
骐,zh-see,騏,zh-see
骚,zh-see,騷,zh-see
高,alt,髙,zh-forms
高,alt,皋,zh-forms
高,alt,𦕺,zh-forms
高,alt,𠆪,zh-forms
髡,alt,髠,zh-forms
髡,alt,髨,zh-forms
鬃,alt,騌,zh-forms
鬃,alt,骔,zh-forms
鬃,alt,𤙷,zh-forms
鬃,alt,𥪗,zh-forms
鬃,alt,𨲇,zh-forms
鬃,alt,𣮤,zh-forms
鬃,alt,騣,zh-forms
鬓,zh-see,鬢,zh-see
鬣,alt,巤,zh-forms
鬣,alt,鬛,zh-forms
鬣,alt,㲱,zh-forms
鬣,alt,䝓,zh-forms
鬣,alt,𣰫,zh-forms
鮓,s,鲊,zh-forms
鮓,alt,䱹,zh-forms
鮓,alt,鮺,zh-forms
鮓,alt,𩻢,zh-forms
鮓,s,鲊,zh-forms
鮓,alt,渣,zh-forms
鮝,zh-see,鯗,zh-see
鮳,s,鲓,zh-forms
鰂,s,鲗,zh-forms
鰂,alt,䰹,zh-forms
鰂,alt,鯽,zh-forms
鰂,alt,鱡,zh-forms
鰂,alt,𩽠,zh-forms
鰂,s,鲗,zh-forms
鰌,s,䲡,zh-forms
鰌,zh-see,鰍,zh-see
鰌,zh-see,遒,zh-see
鰛,zh-see,鰮,zh-see
鰺,s,鲹,zh-forms
鰺,alt,鯵,zh-forms
鰺,alt,𩻦,zh-forms
鰺,alt,𩹧,zh-forms
鰺,zh-see,䱗,zh-see
鰺,zh-see,鱢,zh-see
鲇,zh-see,鮎,zh-see
鲈,zh-see,鱸,zh-see
鲞,zh-see,鯗,zh-see
鲷,zh-see,鯛,zh-see
鳄,zh-see,鱷,zh-see
鳇,Han simp:1,鰉,Han simp
鳇,zh-see,鰉,zh-see
鳎,zh-see,鰨,zh-see
鳢,zh-see,鱧,zh-see
鳼,s,𪉃,zh-forms
鳼,alt,𮥷,zh-forms
鴽,s,𫛪,zh-forms
鴽,alt,鴑,zh-forms
鴽,alt,𨾵,zh-forms
鴽,alt,𨾯,zh-forms
鸡,Han simp:1,鷄,Han simp
鸡,zh-see,雞,zh-see
䱥,alt,䱨,zh-forms
䱥,alt,鯯,zh-forms
䱫,zh-see,鯻,zh-see
龙,zh-see,龍,zh-see
亂,s,乱,zh-forms
亂,alt,乨,zh-forms
亂,alt,乿,zh-forms
亂,alt,𠃶,zh-forms
亂,alt,𠃹,zh-forms
亂,alt,𠃿,zh-forms
亂,alt,𢿢,zh-forms
亂,alt,𢿮,zh-forms
亂,alt,𤕅,zh-forms
亂,alt,𤔪,zh-forms
備,s,备,zh-forms
備,alt,俻,zh-forms
備,alt,僃,zh-forms
備,alt,𠈍,zh-forms
吹,alt,𠷕,zh-forms
吹,alt,龡,zh-forms
吹,alt,䶴,zh-forms
吹,alt,䶴,zh-forms
囦,zh-see,淵,zh-see
孰,alt,𠅩,zh-forms
孰,alt,𩪿,zh-forms
孰,alt,𦏧,zh-forms
枭,zh-see,梟,zh-see
狍,alt,麅,zh-forms
硷,Han simp:1,礆,Han simp
硷,zh-see,礆,zh-see
竝,zh-see,並,zh-see
粗,alt,麤,zh-forms
粗,alt,麄,zh-forms
粗,alt,麁,zh-forms
粗,alt,觕,zh-forms
羚,alt,麢,zh-forms
羚,alt,䴫,zh-forms
羚,alt,𦏪,zh-forms
羚,alt,𦏰,zh-forms
羚,alt,𪋪,zh-forms
莺,zh-see,鶯,zh-see
蛛,alt,鼄,zh-forms
襄,alt,𧞻,zh-forms
襄,alt,𡣿,zh-forms
襄,alt,㐮,zh-forms
襄,alt,𫬯,zh-forms
襄,alt,勷,zh-forms
頞,alt,齃,zh-forms
頞,alt,𩕬,zh-forms
香,alt,𪏰,zh-forms
香,alt,𪏽,zh-forms
香,alt,𥞌,zh-forms
香,alt,𩡢,zh-forms
香,alt,麘,zh-forms
驥,s,骥,zh-forms
驥,alt,蘎,zh-forms
驥,alt,龭,zh-forms
驥,alt,𩥉,zh-forms
驥,alt,𩦸,zh-forms
驥,alt,𧁳,zh-forms
鳌,zh-see,鰲,zh-see
鳹,alt,雂,zh-forms
鳹,alt,𨾠,zh-forms
鳹,alt,鵭,zh-forms
鴥,s,𫛣,zh-forms
鴥,alt,鴪,zh-forms
鶗,s,𫛸,zh-forms
鶗,s,𫛸,zh-forms
鶴,s,鹤,zh-forms
鶴,alt,鸖,zh-forms
鶴,alt,䳽,zh-forms
鶴,alt,隺,zh-forms
鶿,t2,鷀,zh-forms
鶿,s,鹚,zh-forms
鷈,zh-see,鷉,zh-see
鸾,zh-see,鸞,zh-see
鹇,zh-see,鷳,zh-see
鹼,s,碱,zh-forms
鹼,alt,堿,zh-forms
鹼,alt,鹻,zh-forms
鹼,alt,礆,zh-forms
鹼,alt,硷,zh-forms
鹼,alt,𠑲,zh-forms
麪,s,面,zh-forms
麪,zh-see,麵,zh-see
麴,s,曲,zh-forms
麴,t2,麯,zh-forms
麴,alt,粬,zh-forms
麴,alt,麹,zh-forms
麴,s,麹,zh-forms
麸,zh-see,麩,zh-see
默,alt,嘿,zh-forms
默,alt,黙,zh-forms
默,alt,㱄,zh-forms
鼘,alt,鼝,zh-forms
鼘,alt,𪔗,zh-forms
鼘,alt,𪔥,zh-forms
鼘,alt,𪔱,zh-forms
龄,Han simp:1,齡,Han simp
龄,zh-see,齡,zh-see
𤿙,alt,𠂱,zh-forms
𤿙,alt,𠂱,zh-forms
𪊑,zh-see,麉,zh-see
𪗍,alt,𠆜,zh-forms
億,s,亿,zh-forms
文,alt,彣,zh-forms
文,zh-see,蚊,zh-see
中,alt,𠁦,zh-forms
中,alt,𠁧,zh-forms
中,alt,𠁩,zh-forms
中,alt,𠔈,zh-forms
中,alt,𠔗,zh-forms
作,alt,㑅,zh-forms
作,alt,𠆯,zh-forms
佸,alt,𠈲,zh-forms
侔,alt,牟,zh-forms
俇,alt,𠍧,zh-forms
俓,s,𠇹,zh-forms
候,alt,𠋫,zh-forms
候,alt,𠊱,zh-forms
偞,alt,𠉪,zh-forms
偫,alt,㣥,zh-forms
傀,alt,𠎺,zh-forms
傀,alt,𠐦,zh-forms
傀,alt,𠐤,zh-forms
傀,alt,𤪿,zh-forms
傀,alt,𧝛,zh-forms
僎,alt,𠊨,zh-forms
僰,alt,𠍷,zh-forms
僻,alt,𠈳,zh-forms
僻,alt,𠒱,zh-forms
儒,alt,㐵,zh-forms
儒,alt,偄,zh-forms
儒,alt,𠍶,zh-forms
儒,alt,𪝥,zh-forms
儷,s,俪,zh-forms
儷,alt,𠌯,zh-forms
儷,alt,𠏊,zh-forms
儷,alt,𠐚,zh-forms
儷,alt,㒧,zh-forms
儷,s,俪,zh-forms
儷,alt,㑚,zh-forms
儷,alt,囇,zh-forms
儷,alt,僅,zh-forms
凉,zh-see,涼,zh-see
可,zh-see,嗬,zh-see
命,alt,𠇮,zh-forms
命,alt,𫝇,zh-forms
執,s,执,zh-forms
執,alt,执,zh-forms
執,alt,秇,zh-forms
執,alt,𠌷,zh-forms
執,alt,𡘺,zh-forms
執,alt,𡙕,zh-forms
執,alt,𡚺,zh-forms
執,alt,𢦕,zh-forms
執,alt,𦎃,zh-forms
壽,s,寿,zh-forms
壽,alt,𠷎,zh-forms
壽,alt,夀,zh-forms
壽,alt,寿,zh-forms
壽,alt,𧈙,zh-forms
壽,alt,𡔽,zh-forms
壽,alt,𦓃,zh-forms
壽,alt,𠭵,zh-forms
壽,alt,𦓂,zh-forms
壽,s,寿,zh-forms
嬲,alt,𤲶,zh-forms
嬲,alt,𢣲,zh-forms
嬲,alt,𠒰,zh-forms
宦,alt,𠈄,zh-forms
徯,alt,傒,zh-forms
憨,zh-see,戇,zh-see
瘸,alt,𠌳,zh-forms
癶,alt,𣥠,zh-forms
终,Han simp:1,終,Han simp
终,zh-see,終,zh-see
舉,s,举,zh-forms
舉,t2,擧,zh-forms
舉,alt,擧,zh-forms
舉,alt,𦦙,zh-forms
舉,alt,挙,zh-forms
舉,alt,㪯,zh-forms
舉,alt,𡕖,zh-forms
舉,alt,𣁄,zh-forms
舉,alt,𥸦,zh-forms
舉,alt,𠃥,zh-forms
舉,alt,𠔖,zh-forms
舉,alt,𠢈,zh-forms
舉,alt,𫽛,zh-forms
舉,alt,𡴃,zh-forms
舉,alt,𢪓,zh-forms
舉,alt,𠦮,zh-forms
舉,alt,𡥳,zh-forms
舉,alt,𤼳,zh-forms
舉,alt,𤼴,zh-forms
誖,alt,𢨋,zh-forms
論,s,论,zh-forms
蹕,s,跸,zh-forms
蹕,alt,𠌫,zh-forms
蹙,alt,顣,zh-forms
蹙,alt,踧,zh-forms
蹙,alt,蹴,zh-forms
蹙,alt,𭽭,zh-forms
蹙,alt,𮙖,zh-forms
蹙,alt,𭟣,zh-forms
蹙,alt,𩖑,zh-forms
蹙,alt,𨇳,zh-forms
鬧,s,闹,zh-forms
鬧,alt,閙,zh-forms
鬧,alt,𠆴,zh-forms
𧦦,zh-see,䛁,zh-see
𠉬,zh-see,𠆲,zh-see
近,alt,𣥍,zh-forms
亥,alt,㐪,zh-forms
亥,alt,𠀅,zh-forms
亥,alt,𢁓,zh-forms
亥,alt,𢁳,zh-forms
亥,alt,𠦇,zh-forms
兆,alt,𠧞,zh-forms
兆,alt,𡉵,zh-forms
兆,alt,𡊥,zh-forms
冷,alt,唥,zh-forms
冷,alt,𦀬,zh-forms
冷,alt,唥,zh-forms
刦,zh-see,劫,zh-see
刲,alt,𠝥,zh-forms
割,alt,㓣,zh-forms
割,alt,刈,zh-forms
割,alt,𠛛,zh-forms
割,alt,𠛷,zh-forms
創,s,创,zh-forms
創,alt,刅,zh-forms
創,alt,刱,zh-forms
創,alt,剏,zh-forms
創,alt,剙,zh-forms
創,alt,瘡,zh-forms
創,alt,𠛂,zh-forms
創,alt,𠛲,zh-forms
創,alt,𠝀,zh-forms
創,alt,𠞴,zh-forms
創,alt,𠟐,zh-forms
創,alt,𨱠,zh-forms
創,alt,𠛝,zh-forms
剿,t2,勦,zh-forms
剿,alt,𠟾,zh-forms
剿,alt,𠞰,zh-forms
剿,alt,𠟿,zh-forms
剿,alt,𠢶,zh-forms
剿,alt,𭛘,zh-forms
剿,alt,劋,zh-forms
剿,alt,𠟯,zh-forms
剿,alt,𠟘,zh-forms
剿,alt,剼,zh-forms
剿,alt,摷,zh-forms
剿,alt,𣩓,zh-forms
剿,alt,𠟾,zh-forms
剿,alt,𠞰,zh-forms
剿,alt,𠟿,zh-forms
剿,zh-see,抄,zh-see
剿,alt,𠟾,zh-forms
剿,alt,𠞰,zh-forms
剿,alt,𠟿,zh-forms
剿,zh-see,劋,zh-see
劋,alt,𠟯,zh-forms
劋,alt,𠟘,zh-forms
劋,alt,剼,zh-forms
劋,alt,𠟯,zh-forms
圖,s,图,zh-forms
圖,alt,圗,zh-forms
圖,alt,啚,zh-forms
圖,alt,𠚎,zh-forms
圖,alt,𡇴,zh-forms
圖,alt,𡈇,zh-forms
圖,alt,𡈖,zh-forms
圖,alt,𧖳,zh-forms
圖,alt,𡇩,zh-forms
圖,alt,𡇫,zh-forms
夙,alt,𠈇,zh-forms
夙,alt,𡖊,zh-forms
夙,alt,𡖕,zh-forms
夾,s,夹,zh-forms
夾,alt,挾,zh-forms
夾,alt,鋏,zh-forms
夾,s,夹,zh-forms
夾,s,夹,zh-forms
夾,alt,佮,zh-forms
夾,s,夹,zh-forms
夾,alt,挾,zh-forms
夾,zh-see,挾,zh-see
夾,s,夹,zh-forms
夾,s,夹,zh-forms
夾,s,夹,zh-forms
應,s,应,zh-forms
應,alt,譍,zh-forms
應,alt,噟,zh-forms
應,alt,応,zh-forms
應,alt,𢈀,zh-forms
應,alt,𢇭,zh-forms
應,alt,𠩍,zh-forms
應,alt,𤻮,zh-forms
應,alt,𧭭,zh-forms
應,alt,𡄖,zh-forms
才,t2,纔,zh-forms
才,alt,裁,zh-forms
才,alt,乍,zh-forms
才,alt,則,zh-forms
才,alt,即,zh-forms
才,alt,者,zh-forms
才,alt,隻,zh-forms
才,zh-see,儕,zh-see
才,zh-see,哉,zh-see
才,zh-see,在,zh-see
斥,alt,㡿,zh-forms
斥,alt,𢇛,zh-forms
斥,alt,厈,zh-forms
斥,alt,𠨺,zh-forms
斥,alt,𤵍,zh-forms
旬,alt,𠣙,zh-forms
旬,alt,𠣡,zh-forms
疇,s,畴,zh-forms
疇,alt,㿧,zh-forms
疇,alt,𣋬,zh-forms
疇,alt,𤴃,zh-forms
疇,alt,𠝽,zh-forms
疇,alt,𢏚,zh-forms
疇,alt,𤲮,zh-forms
疇,alt,𠷎,zh-forms
疇,alt,𤾦,zh-forms
疇,alt,𢑔,zh-forms
疇,alt,𢑜,zh-forms
疇,alt,𤾊,zh-forms
疇,alt,𠼡,zh-forms
疇,alt,𠾉,zh-forms
禼,alt,𥜽,zh-forms
禼,alt,𥝁,zh-forms
禼,alt,𠨄,zh-forms
禼,alt,𠨁,zh-forms
禼,alt,𠨆,zh-forms
禼,alt,𠨈,zh-forms
禼,zh-see,偰,zh-see
籩,s,笾,zh-forms
籩,alt,臱,zh-forms
約,s,约,zh-forms
約,alt,𪪊,zh-forms
罰,s,罚,zh-forms
罰,alt,罸,zh-forms
罰,alt,𠟟,zh-forms
罰,alt,𠟑,zh-forms
罰,alt,𦋬,zh-forms
翦,alt,𦑳,zh-forms
蒯,alt,𦳋,zh-forms
蒯,alt,𦬿,zh-forms
蒯,alt,𦰵,zh-forms
蒯,alt,𠣲,zh-forms
蒯,alt,𦮍,zh-forms
蒯,alt,𠣯,zh-forms
蒯,alt,䓒,zh-forms
蒯,zh-see,塊,zh-see
虔,alt,堅,zh-forms
虔,alt,凝,zh-forms
虱,zh-see,蝨,zh-see
鏟,s,铲,zh-forms
鏟,t2,剷,zh-forms
鏟,alt,𨪑,zh-forms
鏟,alt,𨲨,zh-forms
鏟,alt,𩮲,zh-forms
鏟,alt,𠚿,zh-forms
鹵,s,卤,zh-forms
鹵,alt,𠧸,zh-forms
鹵,zh-see,滷,zh-see
㔩,alt,𩇠,zh-forms
㔩,alt,𠤅,zh-forms
𢀜,alt,巩,zh-forms
𢀜,alt,𠦘,zh-forms
𢀜,alt,𠔣,zh-forms
𠣞,zh-see,軍,zh-see
𠚩,alt,𠚬,zh-forms
𠚩,alt,𠧓,zh-forms
𠚩,zh-see,剝,zh-see
兌,s,兑,zh-forms
兌,t2,兑,zh-forms
兌,alt,兊,zh-forms
兌,alt,𠫞,zh-forms
兌,zh-see,銳,zh-see
兌,zh-see,悅,zh-see
初,alt,𥝢,zh-forms
初,alt,𠜆,zh-forms
初,alt,𫢈,zh-forms
初,alt,𢀯,zh-forms
初,alt,𢀰,zh-forms
初,alt,𡔈,zh-forms
初,alt,䥚,zh-forms
初,alt,𠫎,zh-forms
初,alt,𣦂,zh-forms
厚,alt,垕,zh-forms
厚,alt,𠩞,zh-forms
厚,alt,𠩰,zh-forms
厚,alt,𠪋,zh-forms
厚,alt,𫝗,zh-forms
厚,alt,㫗,zh-forms
号,zh-see,號,zh-see
吁,zh-see,籲,zh-see
吝,alt,恡,zh-forms
吝,alt,悋,zh-forms
吝,alt,㖁,zh-forms
吝,alt,𠫤,zh-forms
吝,alt,𠯛,zh-forms
吝,alt,𠯌,zh-forms
吝,alt,𠳈,zh-forms
吝,alt,𠳺,zh-forms
吝,alt,𠲲,zh-forms
吝,alt,𠳻,zh-forms
吝,alt,𠴽,zh-forms
吝,alt,𢙵,zh-forms
吪,alt,訛,zh-forms
吪,alt,譌,zh-forms
吪,alt,𨅌,zh-forms
吪,alt,僞,zh-forms
咬,alt,齩,zh-forms
啉,alt,𠵂,zh-forms
啉,alt,飲,zh-forms
啉,alt,啿,zh-forms
啉,zh-see,婪,zh-see
啉,alt,𠵂,zh-forms
啉,alt,𠵂,zh-forms
喞,zh-see,唧,zh-see
喪,s,丧,zh-forms
喪,alt,䘮,zh-forms
喪,alt,𠸶,zh-forms
喪,alt,𠷔,zh-forms
喪,alt,𡂤,zh-forms
喪,alt,𡂧,zh-forms
喪,alt,𡴧,zh-forms
喪,alt,𦦦,zh-forms
喪,alt,𡚏,zh-forms
喪,alt,𦦭,zh-forms
喪,alt,𦱺,zh-forms
嘑,zh-see,滹,zh-see
嘑,alt,啦,zh-forms
嘑,alt,喇,zh-forms
嘑,alt,嚹,zh-forms
嘑,alt,𡅈,zh-forms
嘬,alt,𠻕,zh-forms
噍,alt,嚼,zh-forms
噍,alt,𡁻,zh-forms
噍,zh-see,啾,zh-see
噴,s,喷,zh-forms
噴,alt,濆,zh-forms
歐,s,欧,zh-forms
歐,zh-see,嘔,zh-see
禸,alt,厹,zh-forms
禸,alt,蹂,zh-forms
聲,s,声,zh-forms
聲,alt,𠴢,zh-forms
莞,alt,𦺊,zh-forms
莞,alt,𦸌,zh-forms
莞,alt,莧,zh-forms
莞,alt,唍,zh-forms
莞,zh-see,豌,zh-see
華,s,华,zh-forms
華,alt,𠌶,zh-forms
華,alt,𦻏,zh-forms
華,alt,蕐,zh-forms
華,alt,䔢,zh-forms
華,alt,𦾓,zh-forms
赫,zh-see,遐,zh-see
述,alt,𠰲,zh-forms
述,alt,術,zh-forms
述,alt,䢤,zh-forms
都,alt,𨜞,zh-forms
都,alt,𨛷,zh-forms
都,zh-see,嘟,zh-see
阪,s,坂,zh-forms
阪,s2,阪,zh-forms
阪,alt,坂,zh-forms
阪,alt,岅,zh-forms
駡,zh-see,罵,zh-see
齋,s,斋,zh-forms
㗙,s,𫩩,zh-forms
𠯗,zh-see,咂,zh-see
𠯗,alt,𠶻,zh-forms
𡊄,alt,拚,zh-forms
𪘁,alt,哈,zh-forms
佇,s,伫,zh-forms
佇,alt,竚,zh-forms
佇,alt,𡀐,zh-forms
佇,alt,𥩽,zh-forms
佇,alt,貯,zh-forms
佇,alt,在,zh-forms
佇,alt,置,zh-forms
佇,alt,㑏,zh-forms
冏,zh-see,囧,zh-see
冏,zh-see,坰,zh-see
呢,alt,吶,zh-forms
呢,alt,膩,zh-forms
呢,alt,逆,zh-forms
呢,alt,爾,zh-forms
呢,alt,邇,zh-forms
呢,alt,伊,zh-forms
呢,alt,依,zh-forms
呢,alt,咿,zh-forms
呢,alt,哩,zh-forms
呢,alt,年,zh-forms
呢,alt,哖,zh-forms
