title,file_base,raw_path,clean_path,categories,cjk_chars,sentences
藺相如,藺相如.txt,raw\藺相如.txt,clean\藺相如.txt,,308,16
藻林 (王氏),藻林 (王氏).txt,raw\藻林 (王氏).txt,clean\藻林 (王氏).txt,,296,5
蘂取村,蘂取村.txt,raw\蘂取村.txt,clean\蘂取村.txt,,25,3
蘆別市,蘆別市.txt,raw\蘆別市.txt,clean\蘆別市.txt,,128,5
蘆原市,蘆原市.txt,raw\蘆原市.txt,clean\蘆原市.txt,,82,6
蘆屋市,蘆屋市.txt,raw\蘆屋市.txt,clean\蘆屋市.txt,,58,4
蘆洲路,蘆洲路.txt,raw\蘆洲路.txt,clean\蘆洲路.txt,,31,2
蘇,蘇.txt,raw\蘇.txt,clean\蘇.txt,,58,3
蘇丹,蘇丹.txt,raw\蘇丹.txt,clean\蘇丹.txt,,234,5
蘇丹鎊,蘇丹鎊.txt,raw\蘇丹鎊.txt,clean\蘇丹鎊.txt,,282,5
蘇利南,蘇利南.txt,raw\蘇利南.txt,clean\蘇利南.txt,,86,5
蘇堤,蘇堤.txt,raw\蘇堤.txt,clean\蘇堤.txt,,167,9
蘇州市,蘇州市.txt,raw\蘇州市.txt,clean\蘇州市.txt,,475,28
蘇度摸末,蘇度摸末.txt,raw\蘇度摸末.txt,clean\蘇度摸末.txt,,131,6
蘇彝士運河,蘇彝士運河.txt,raw\蘇彝士運河.txt,clean\蘇彝士運河.txt,,304,12
蘇我蝦夷,蘇我蝦夷.txt,raw\蘇我蝦夷.txt,clean\蘇我蝦夷.txt,,615,45
蘇我馬子,蘇我馬子.txt,raw\蘇我馬子.txt,clean\蘇我馬子.txt,,1080,84
蘇打綠,蘇打綠.txt,raw\蘇打綠.txt,clean\蘇打綠.txt,,49,4
蘇曼殊,蘇曼殊.txt,raw\蘇曼殊.txt,clean\蘇曼殊.txt,,379,29
蘇格拉底,蘇格拉底.txt,raw\蘇格拉底.txt,clean\蘇格拉底.txt,,585,30
蘇格蘭,蘇格蘭.txt,raw\蘇格蘭.txt,clean\蘇格蘭.txt,,81,6
蘇洵,蘇洵.txt,raw\蘇洵.txt,clean\蘇洵.txt,,371,14
蘇澳港,蘇澳港.txt,raw\蘇澳港.txt,clean\蘇澳港.txt,,122,7
蘇爾瑪,蘇爾瑪.txt,raw\蘇爾瑪.txt,clean\蘇爾瑪.txt,,283,14
蘇祿,蘇祿.txt,raw\蘇祿.txt,clean\蘇祿.txt,,572,30
蘇秦,蘇秦.txt,raw\蘇秦.txt,clean\蘇秦.txt,,7340,392
蘇維埃,蘇維埃.txt,raw\蘇維埃.txt,clean\蘇維埃.txt,,78,6
蘇聯,蘇聯.txt,raw\蘇聯.txt,clean\蘇聯.txt,,1392,62
蘇聯共產黨,蘇聯共產黨.txt,raw\蘇聯共產黨.txt,clean\蘇聯共產黨.txt,,252,12
蘇聯崩析,蘇聯崩析.txt,raw\蘇聯崩析.txt,clean\蘇聯崩析.txt,,209,13
蘇舜欽,蘇舜欽.txt,raw\蘇舜欽.txt,clean\蘇舜欽.txt,,636,23
蘇萊曼一世,蘇萊曼一世.txt,raw\蘇萊曼一世.txt,clean\蘇萊曼一世.txt,,431,30
蘇軾,蘇軾.txt,raw\蘇軾.txt,clean\蘇軾.txt,,991,64
蘇轍,蘇轍.txt,raw\蘇轍.txt,clean\蘇轍.txt,,654,49
蘇通長江大橋,蘇通長江大橋.txt,raw\蘇通長江大橋.txt,clean\蘇通長江大橋.txt,,133,6
蘇逢吉,蘇逢吉.txt,raw\蘇逢吉.txt,clean\蘇逢吉.txt,,1137,51
蘇非亞,蘇非亞.txt,raw\蘇非亞.txt,clean\蘇非亞.txt,,154,9
蘭州大學,蘭州大學.txt,raw\蘭州大學.txt,clean\蘭州大學.txt,,62,4
蘭州市,蘭州市.txt,raw\蘭州市.txt,clean\蘭州市.txt,,197,15
蘭州拉麵,蘭州拉麵.txt,raw\蘭州拉麵.txt,clean\蘭州拉麵.txt,,131,8
蘭汗,蘭汗.txt,raw\蘭汗.txt,clean\蘭汗.txt,,867,43
蘭甘亨大帝,蘭甘亨大帝.txt,raw\蘭甘亨大帝.txt,clean\蘭甘亨大帝.txt,,168,11
蘭芳共和國,蘭芳共和國.txt,raw\蘭芳共和國.txt,clean\蘭芳共和國.txt,,59,3
蘭陵蕭氏,蘭陵蕭氏.txt,raw\蘭陵蕭氏.txt,clean\蘭陵蕭氏.txt,,148,16
虎,虎.txt,raw\虎.txt,clean\虎.txt,,179,10
虎之穴,虎之穴.txt,raw\虎之穴.txt,clean\虎之穴.txt,,59,3
虎溪三笑,虎溪三笑.txt,raw\虎溪三笑.txt,clean\虎溪三笑.txt,,264,19
虎符,虎符.txt,raw\虎符.txt,clean\虎符.txt,,329,8
虎賁,虎賁.txt,raw\虎賁.txt,clean\虎賁.txt,,222,10
虛擬天文館,虛擬天文館.txt,raw\虛擬天文館.txt,clean\虛擬天文館.txt,,70,3
虛無島,虛無島.txt,raw\虛無島.txt,clean\虛無島.txt,,178,5
虛閭權渠單于,虛閭權渠單于.txt,raw\虛閭權渠單于.txt,clean\虛閭權渠單于.txt,,685,30
虞世南,虞世南.txt,raw\虞世南.txt,clean\虞世南.txt,,174,11
虞丘進,虞丘進.txt,raw\虞丘進.txt,clean\虞丘進.txt,,584,37
虞仲,虞仲.txt,raw\虞仲.txt,clean\虞仲.txt,,30,1
虞允文,虞允文.txt,raw\虞允文.txt,clean\虞允文.txt,,772,45
虞卿,虞卿.txt,raw\虞卿.txt,clean\虞卿.txt,,1751,113
虞喜,虞喜.txt,raw\虞喜.txt,clean\虞喜.txt,,237,15
虞恭,虞恭.txt,raw\虞恭.txt,clean\虞恭.txt,,1051,60
虞書,虞書.txt,raw\虞書.txt,clean\虞書.txt,,59,4
虞汜,虞汜.txt,raw\虞汜.txt,clean\虞汜.txt,,200,10
虞翻,虞翻.txt,raw\虞翻.txt,clean\虞翻.txt,,846,54
虞𠠎,虞𠠎.txt,raw\虞𠠎.txt,clean\虞𠠎.txt,,237,8
虢仲,虢仲.txt,raw\虢仲.txt,clean\虢仲.txt,,148,8
虢公忌父,虢公忌父.txt,raw\虢公忌父.txt,clean\虢公忌父.txt,,183,12
虢公林父,虢公林父.txt,raw\虢公林父.txt,clean\虢公林父.txt,,319,17
虢公翰,虢公翰.txt,raw\虢公翰.txt,clean\虢公翰.txt,,111,6
虢公醜,虢公醜.txt,raw\虢公醜.txt,clean\虢公醜.txt,,960,67
虢公長父,虢公長父.txt,raw\虢公長父.txt,clean\虢公長父.txt,,132,5
虢叔,虢叔.txt,raw\虢叔.txt,clean\虢叔.txt,,319,13
虢城公,虢城公.txt,raw\虢城公.txt,clean\虢城公.txt,,225,12
虢宣公,虢宣公.txt,raw\虢宣公.txt,clean\虢宣公.txt,,195,13
虢文公,虢文公.txt,raw\虢文公.txt,clean\虢文公.txt,,697,31
虢石父,虢石父.txt,raw\虢石父.txt,clean\虢石父.txt,,119,8
虹口足球場驛,虹口足球場驛.txt,raw\虹口足球場驛.txt,clean\虹口足球場驛.txt,,25,2
虹吸,虹吸.txt,raw\虹吸.txt,clean\虹吸.txt,,228,7
蚌,蚌.txt,raw\蚌.txt,clean\蚌.txt,,32,4
蚡冒,蚡冒.txt,raw\蚡冒.txt,clean\蚡冒.txt,,155,9
蛇,蛇.txt,raw\蛇.txt,clean\蛇.txt,,52,6
蛋撻,蛋撻.txt,raw\蛋撻.txt,clean\蛋撻.txt,,27,4
蛟,蛟.txt,raw\蛟.txt,clean\蛟.txt,,348,19
蛤,蛤.txt,raw\蛤.txt,clean\蛤.txt,,106,10
蛸燒,蛸燒.txt,raw\蛸燒.txt,clean\蛸燒.txt,,98,8
蜂蜜,蜂蜜.txt,raw\蜂蜜.txt,clean\蜂蜜.txt,,453,27
蜉蝣,蜉蝣.txt,raw\蜉蝣.txt,clean\蜉蝣.txt,,230,18
蜚蠊,蜚蠊.txt,raw\蜚蠊.txt,clean\蜚蠊.txt,,223,20
蝃蝀,蝃蝀.txt,raw\蝃蝀.txt,clean\蝃蝀.txt,,66,7
蝙蝠食蕉,蝙蝠食蕉.txt,raw\蝙蝠食蕉.txt,clean\蝙蝠食蕉.txt,,43,4
蝟,蝟.txt,raw\蝟.txt,clean\蝟.txt,,216,12
蝦,蝦.txt,raw\蝦.txt,clean\蝦.txt,,126,8
蝦野市,蝦野市.txt,raw\蝦野市.txt,clean\蝦野市.txt,,60,4
蝴蝶效應,蝴蝶效應.txt,raw\蝴蝶效應.txt,clean\蝴蝶效應.txt,,132,9
蝶戀花,蝶戀花.txt,raw\蝶戀花.txt,clean\蝶戀花.txt,,951,49
螞蟻,螞蟻.txt,raw\螞蟻.txt,clean\螞蟻.txt,,54,3
螞蟻與蚱蜢,螞蟻與蚱蜢.txt,raw\螞蟻與蚱蜢.txt,clean\螞蟻與蚱蜢.txt,,197,12
螢,螢.txt,raw\螢.txt,clean\螢.txt,,112,9
螭,螭.txt,raw\螭.txt,clean\螭.txt,,57,5
螮蝀,螮蝀.txt,raw\螮蝀.txt,clean\螮蝀.txt,,66,3
螳螂,螳螂.txt,raw\螳螂.txt,clean\螳螂.txt,,145,13
螺螄粉,螺螄粉.txt,raw\螺螄粉.txt,clean\螺螄粉.txt,,211,14
蟋蟀,蟋蟀.txt,raw\蟋蟀.txt,clean\蟋蟀.txt,,133,11
蟬,蟬.txt,raw\蟬.txt,clean\蟬.txt,,129,9
蟬附,蟬附.txt,raw\蟬附.txt,clean\蟬附.txt,,122,13
蟲,蟲.txt,raw\蟲.txt,clean\蟲.txt,,54,1
蟹,蟹.txt,raw\蟹.txt,clean\蟹.txt,,145,14
蟹會,蟹會.txt,raw\蟹會.txt,clean\蟹會.txt,,137,8
蠃,蠃.txt,raw\蠃.txt,clean\蠃.txt,,27,3
蠃魚,蠃魚.txt,raw\蠃魚.txt,clean\蠃魚.txt,,45,3
蠣崎季廣,蠣崎季廣.txt,raw\蠣崎季廣.txt,clean\蠣崎季廣.txt,,218,20
蠪姪,蠪姪.txt,raw\蠪姪.txt,clean\蠪姪.txt,,56,3
蠶,蠶.txt,raw\蠶.txt,clean\蠶.txt,,77,7
蠿蟊,蠿蟊.txt,raw\蠿蟊.txt,clean\蠿蟊.txt,,50,5
血,血.txt,raw\血.txt,clean\血.txt,,245,8
血濃於水,血濃於水.txt,raw\血濃於水.txt,clean\血濃於水.txt,,102,6
行房,行房.txt,raw\行房.txt,clean\行房.txt,,51,7
行政院院長,行政院院長.txt,raw\行政院院長.txt,clean\行政院院長.txt,,39,3
行方市,行方市.txt,raw\行方市.txt,clean\行方市.txt,,98,6
行星,行星.txt,raw\行星.txt,clean\行星.txt,,381,15
行書,行書.txt,raw\行書.txt,clean\行書.txt,,422,22
行橋市,行橋市.txt,raw\行橋市.txt,clean\行橋市.txt,,83,4
行田市,行田市.txt,raw\行田市.txt,clean\行田市.txt,,144,10
街區名牌,街區名牌.txt,raw\街區名牌.txt,clean\街區名牌.txt,,207,9
衙前圍村,衙前圍村.txt,raw\衙前圍村.txt,clean\衙前圍村.txt,,372,17
衛,衛.txt,raw\衛.txt,clean\衛.txt,,679,59
衛元君,衛元君.txt,raw\衛元君.txt,clean\衛元君.txt,,182,9
衛共伯,衛共伯.txt,raw\衛共伯.txt,clean\衛共伯.txt,,142,7
衛出公,衛出公.txt,raw\衛出公.txt,clean\衛出公.txt,,1036,76
衛君角,衛君角.txt,raw\衛君角.txt,clean\衛君角.txt,,143,5
衛嗣伯,衛嗣伯.txt,raw\衛嗣伯.txt,clean\衛嗣伯.txt,,47,4
衛嗣君,衛嗣君.txt,raw\衛嗣君.txt,clean\衛嗣君.txt,,355,21
衛定公,衛定公.txt,raw\衛定公.txt,clean\衛定公.txt,,524,24
衛宣公,衛宣公.txt,raw\衛宣公.txt,clean\衛宣公.txt,,700,39
衛平侯,衛平侯.txt,raw\衛平侯.txt,clean\衛平侯.txt,,126,6
衛康伯,衛康伯.txt,raw\衛康伯.txt,clean\衛康伯.txt,,87,8
衛康叔,衛康叔.txt,raw\衛康叔.txt,clean\衛康叔.txt,,297,15
衛悼公,衛悼公.txt,raw\衛悼公.txt,clean\衛悼公.txt,,159,11
衛惠公,衛惠公.txt,raw\衛惠公.txt,clean\衛惠公.txt,,669,37
衛慎公,衛慎公.txt,raw\衛慎公.txt,clean\衛慎公.txt,,128,7
衛懷公,衛懷公.txt,raw\衛懷公.txt,clean\衛懷公.txt,,63,4
衛懷君,衛懷君.txt,raw\衛懷君.txt,clean\衛懷君.txt,,117,6
衛懿公,衛懿公.txt,raw\衛懿公.txt,clean\衛懿公.txt,,256,14
衛成侯,衛成侯.txt,raw\衛成侯.txt,clean\衛成侯.txt,,132,7
衛成公,衛成公.txt,raw\衛成公.txt,clean\衛成公.txt,,1226,80
衛戴公,衛戴公.txt,raw\衛戴公.txt,clean\衛戴公.txt,,301,15
衛敬公,衛敬公.txt,raw\衛敬公.txt,clean\衛敬公.txt,,101,5
衛文公,衛文公.txt,raw\衛文公.txt,clean\衛文公.txt,,721,38
衛星,衛星.txt,raw\衛星.txt,clean\衛星.txt,,136,8
衛昭公,衛昭公.txt,raw\衛昭公.txt,clean\衛昭公.txt,,87,6
衛桓公,衛桓公.txt,raw\衛桓公.txt,clean\衛桓公.txt,,195,10
衛武公,衛武公.txt,raw\衛武公.txt,clean\衛武公.txt,,352,19
衛殤公,衛殤公.txt,raw\衛殤公.txt,clean\衛殤公.txt,,616,34
衛汝成,衛汝成.txt,raw\衛汝成.txt,clean\衛汝成.txt,,102,6
衛汝貴,衛汝貴.txt,raw\衛汝貴.txt,clean\衛汝貴.txt,,337,16
衛滿,衛滿.txt,raw\衛滿.txt,clean\衛滿.txt,,407,18
衛滿朝鮮,衛滿朝鮮.txt,raw\衛滿朝鮮.txt,clean\衛滿朝鮮.txt,,129,5
衛獻公,衛獻公.txt,raw\衛獻公.txt,clean\衛獻公.txt,,1569,106
衛玠,衛玠.txt,raw\衛玠.txt,clean\衛玠.txt,,40,3
衛瓘,衛瓘.txt,raw\衛瓘.txt,clean\衛瓘.txt,,2513,139
衛穆公,衛穆公.txt,raw\衛穆公.txt,clean\衛穆公.txt,,287,19
衛考伯,衛考伯.txt,raw\衛考伯.txt,clean\衛考伯.txt,,47,4
衛聲公,衛聲公.txt,raw\衛聲公.txt,clean\衛聲公.txt,,114,5
衛莊公,衛莊公.txt,raw\衛莊公.txt,clean\衛莊公.txt,,42,2
衛莊公揚,衛莊公揚.txt,raw\衛莊公揚.txt,clean\衛莊公揚.txt,,191,12
衛莊公蒯聵,衛莊公蒯聵.txt,raw\衛莊公蒯聵.txt,clean\衛莊公蒯聵.txt,,1289,95
衛襄公,衛襄公.txt,raw\衛襄公.txt,clean\衛襄公.txt,,305,18
衛襄公夫人宣姜,衛襄公夫人宣姜.txt,raw\衛襄公夫人宣姜.txt,clean\衛襄公夫人宣姜.txt,,57,6
衛詹美,衛詹美.txt,raw\衛詹美.txt,clean\衛詹美.txt,,286,12
衛貞伯,衛貞伯.txt,raw\衛貞伯.txt,clean\衛貞伯.txt,,52,4
衛釐侯,衛釐侯.txt,raw\衛釐侯.txt,clean\衛釐侯.txt,,53,4
衛靈公,衛靈公.txt,raw\衛靈公.txt,clean\衛靈公.txt,,1716,125
衛青,衛青.txt,raw\衛青.txt,clean\衛青.txt,,758,47
衛靖伯,衛靖伯.txt,raw\衛靖伯.txt,clean\衛靖伯.txt,,55,4
衛頃侯,衛頃侯.txt,raw\衛頃侯.txt,clean\衛頃侯.txt,,110,6
衛𢈻伯,衛𢈻伯.txt,raw\衛𢈻伯.txt,clean\衛𢈻伯.txt,,53,4
衝繁疲難,衝繁疲難.txt,raw\衝繁疲難.txt,clean\衝繁疲難.txt,,275,13
衝門,衝門.txt,raw\衝門.txt,clean\衝門.txt,,72,3
衡山,衡山.txt,raw\衡山.txt,clean\衡山.txt,,221,10
衢州市,衢州市.txt,raw\衢州市.txt,clean\衢州市.txt,,330,21
衣冠南渡,衣冠南渡.txt,raw\衣冠南渡.txt,clean\衣冠南渡.txt,,285,18
衣索比亞,衣索比亞.txt,raw\衣索比亞.txt,clean\衣索比亞.txt,,79,6
表數法,表數法.txt,raw\表數法.txt,clean\表數法.txt,,1123,29
袁世凱,袁世凱.txt,raw\袁世凱.txt,clean\袁世凱.txt,,1022,61
袁京,袁京.txt,raw\袁京.txt,clean\袁京.txt,,147,17
袁安,袁安.txt,raw\袁安.txt,clean\袁安.txt,,219,18
袁宏道,袁宏道.txt,raw\袁宏道.txt,clean\袁宏道.txt,,139,6
袁寶璟,袁寶璟.txt,raw\袁寶璟.txt,clean\袁寶璟.txt,,505,24
袁尚,袁尚.txt,raw\袁尚.txt,clean\袁尚.txt,,267,14
袁崇煥,袁崇煥.txt,raw\袁崇煥.txt,clean\袁崇煥.txt,,5768,287
袁平,袁平.txt,raw\袁平.txt,clean\袁平.txt,,97,9
袁成,袁成.txt,raw\袁成.txt,clean\袁成.txt,,135,11
袁敞,袁敞.txt,raw\袁敞.txt,clean\袁敞.txt,,199,15
袁敞 (周),袁敞 (周).txt,raw\袁敞 (周).txt,clean\袁敞 (周).txt,,113,12
袁晁,袁晁.txt,raw\袁晁.txt,clean\袁晁.txt,,142,7
袁枚,袁枚.txt,raw\袁枚.txt,clean\袁枚.txt,,392,14
袁湯,袁湯.txt,raw\袁湯.txt,clean\袁湯.txt,,126,16
袁紹,袁紹.txt,raw\袁紹.txt,clean\袁紹.txt,,745,43
袁綝,袁綝.txt,raw\袁綝.txt,clean\袁綝.txt,,68,5
袁胤,袁胤.txt,raw\袁胤.txt,clean\袁胤.txt,,68,3
袁術,袁術.txt,raw\袁術.txt,clean\袁術.txt,,1166,71
袁譚,袁譚.txt,raw\袁譚.txt,clean\袁譚.txt,,110,9
袁逢,袁逢.txt,raw\袁逢.txt,clean\袁逢.txt,,124,14
袁隆平,袁隆平.txt,raw\袁隆平.txt,clean\袁隆平.txt,,290,13
袁隗,袁隗.txt,raw\袁隗.txt,clean\袁隗.txt,,158,18
袋井市,袋井市.txt,raw\袋井市.txt,clean\袋井市.txt,,88,6
袋鼠,袋鼠.txt,raw\袋鼠.txt,clean\袋鼠.txt,,58,3
袖浦市,袖浦市.txt,raw\袖浦市.txt,clean\袖浦市.txt,,61,5
裏海,裏海.txt,raw\裏海.txt,clean\裏海.txt,,226,12
裏行,裏行.txt,raw\裏行.txt,clean\裏行.txt,,94,6
裴世清,裴世清.txt,raw\裴世清.txt,clean\裴世清.txt,,173,11
裴光庭,裴光庭.txt,raw\裴光庭.txt,clean\裴光庭.txt,,408,23
裴冕,裴冕.txt,raw\裴冕.txt,clean\裴冕.txt,,408,11
裴周玉,裴周玉.txt,raw\裴周玉.txt,clean\裴周玉.txt,,869,31
裴垍,裴垍.txt,raw\裴垍.txt,clean\裴垍.txt,,211,18
裴度,裴度.txt,raw\裴度.txt,clean\裴度.txt,,3401,190
裴律師,裴律師.txt,raw\裴律師.txt,clean\裴律師.txt,,135,6
裴松之,裴松之.txt,raw\裴松之.txt,clean\裴松之.txt,,309,19
裴樞,裴樞.txt,raw\裴樞.txt,clean\裴樞.txt,,326,24
裴欽,裴欽.txt,raw\裴欽.txt,clean\裴欽.txt,,44,4
裴炎,裴炎.txt,raw\裴炎.txt,clean\裴炎.txt,,211,12
裴玄,裴玄.txt,raw\裴玄.txt,clean\裴玄.txt,,49,4
裴矩,裴矩.txt,raw\裴矩.txt,clean\裴矩.txt,,2282,130
裴秀,裴秀.txt,raw\裴秀.txt,clean\裴秀.txt,,216,17
裴行儉,裴行儉.txt,raw\裴行儉.txt,clean\裴行儉.txt,,349,20
裴衍,裴衍.txt,raw\裴衍.txt,clean\裴衍.txt,,202,9
裴鉶,裴鉶.txt,raw\裴鉶.txt,clean\裴鉶.txt,,131,13
裾野市,裾野市.txt,raw\裾野市.txt,clean\裾野市.txt,,59,4
褚令璩,褚令璩.txt,raw\褚令璩.txt,clean\褚令璩.txt,,124,9
褚宴,褚宴.txt,raw\褚宴.txt,clean\褚宴.txt,,347,17
褚遂良,褚遂良.txt,raw\褚遂良.txt,clean\褚遂良.txt,,2242,142
襄陽記,襄陽記.txt,raw\襄陽記.txt,clean\襄陽記.txt,,83,3
襋,襋.txt,raw\襋.txt,clean\襋.txt,,72,14
襜,襜.txt,raw\襜.txt,clean\襜.txt,,40,5
西之表市,西之表市.txt,raw\西之表市.txt,clean\西之表市.txt,,65,4
西亞,西亞.txt,raw\西亞.txt,clean\西亞.txt,,20,3
西北地區,西北地區.txt,raw\西北地區.txt,clean\西北地區.txt,,40,5
西北大學,西北大學.txt,raw\西北大學.txt,clean\西北大學.txt,,109,5
西北政法大學,西北政法大學.txt,raw\西北政法大學.txt,clean\西北政法大學.txt,,81,6
西區 (嘉義市),西區 (嘉義市).txt,raw\西區 (嘉義市).txt,clean\西區 (嘉義市).txt,,453,6
西南大學,西南大學.txt,raw\西南大學.txt,clean\西南大學.txt,,345,13
西南政法大學,西南政法大學.txt,raw\西南政法大學.txt,clean\西南政法大學.txt,,77,5
西哈努克,西哈努克.txt,raw\西哈努克.txt,clean\西哈努克.txt,,98,7
西單民主牆,西單民主牆.txt,raw\西單民主牆.txt,clean\西單民主牆.txt,,242,12
西城區 (北京),西城區 (北京).txt,raw\西城區 (北京).txt,clean\西城區 (北京).txt,,899,19
西域,西域.txt,raw\西域.txt,clean\西域.txt,,311,18
西夏,西夏.txt,raw\西夏.txt,clean\西夏.txt,,380,22
西安事變,西安事變.txt,raw\西安事變.txt,clean\西安事變.txt,,51,2
西安市,西安市.txt,raw\西安市.txt,clean\西安市.txt,,281,15
西宮市,西宮市.txt,raw\西宮市.txt,clean\西宮市.txt,,133,10
西寧市,西寧市.txt,raw\西寧市.txt,clean\西寧市.txt,,241,24
西尾市,西尾市.txt,raw\西尾市.txt,clean\西尾市.txt,,167,11
西山區,西山區.txt,raw\西山區.txt,clean\西山區.txt,,45,2
西川王,西川王.txt,raw\西川王.txt,clean\西川王.txt,,385,30
西廣島驛,西廣島驛.txt,raw\西廣島驛.txt,clean\西廣島驛.txt,,38,4
西德,西德.txt,raw\西德.txt,clean\西德.txt,,860,29
西敏寺,西敏寺.txt,raw\西敏寺.txt,clean\西敏寺.txt,,351,18
西方數學史,西方數學史.txt,raw\西方數學史.txt,clean\西方數學史.txt,,70,4
西施,西施.txt,raw\西施.txt,clean\西施.txt,,352,18
西東京市,西東京市.txt,raw\西東京市.txt,clean\西東京市.txt,,65,4
西條市,西條市.txt,raw\西條市.txt,clean\西條市.txt,,167,9
西楚,西楚.txt,raw\西楚.txt,clean\西楚.txt,,107,7
西楚霸王,西楚霸王.txt,raw\西楚霸王.txt,clean\西楚霸王.txt,,512,37
西歐,西歐.txt,raw\西歐.txt,clean\西歐.txt,,71,4
西洋事情,西洋事情.txt,raw\西洋事情.txt,clean\西洋事情.txt,,302,16
西洋龍,西洋龍.txt,raw\西洋龍.txt,clean\西洋龍.txt,,124,4
西海岸高速道路,西海岸高速道路.txt,raw\西海岸高速道路.txt,clean\西海岸高速道路.txt,,95,3
西海市,西海市.txt,raw\西海市.txt,clean\西海市.txt,,74,4
西涼,西涼.txt,raw\西涼.txt,clean\西涼.txt,,164,9
西湖驛,西湖驛.txt,raw\西湖驛.txt,clean\西湖驛.txt,,58,1
西湖驛 (臺北市),西湖驛 (臺北市).txt,raw\西湖驛 (臺北市).txt,clean\西湖驛 (臺北市).txt,,39,4
西灣河驛,西灣河驛.txt,raw\西灣河驛.txt,clean\西灣河驛.txt,,96,4
西燕,西燕.txt,raw\西燕.txt,clean\西燕.txt,,363,16
西燕威帝,西燕威帝.txt,raw\西燕威帝.txt,clean\西燕威帝.txt,,158,8
西燕烈文帝,西燕烈文帝.txt,raw\西燕烈文帝.txt,clean\西燕烈文帝.txt,,331,10
西營盤驛,西營盤驛.txt,raw\西營盤驛.txt,clean\西營盤驛.txt,,114,5
西班牙,西班牙.txt,raw\西班牙.txt,clean\西班牙.txt,,1013,47
西班牙佳人,西班牙佳人.txt,raw\西班牙佳人.txt,clean\西班牙佳人.txt,,94,6
西番蓮,西番蓮.txt,raw\西番蓮.txt,clean\西番蓮.txt,,111,7
西禪寺,西禪寺.txt,raw\西禪寺.txt,clean\西禪寺.txt,,51,5
西秦,西秦.txt,raw\西秦.txt,clean\西秦.txt,,239,14
西維吉尼亞州,西維吉尼亞州.txt,raw\西維吉尼亞州.txt,clean\西維吉尼亞州.txt,,314,19
西線無戰事,西線無戰事.txt,raw\西線無戰事.txt,clean\西線無戰事.txt,,154,6
西緝事廠,西緝事廠.txt,raw\西緝事廠.txt,clean\西緝事廠.txt,,54,3
西羅馬帝國,西羅馬帝國.txt,raw\西羅馬帝國.txt,clean\西羅馬帝國.txt,,334,25
西脇市,西脇市.txt,raw\西脇市.txt,clean\西脇市.txt,,101,6
西藏,西藏.txt,raw\西藏.txt,clean\西藏.txt,,153,12
西藏自治區,西藏自治區.txt,raw\西藏自治區.txt,clean\西藏自治區.txt,,151,8
西虢,西虢.txt,raw\西虢.txt,clean\西虢.txt,,179,5
西行,西行.txt,raw\西行.txt,clean\西行.txt,,216,13
西西弗斯,西西弗斯.txt,raw\西西弗斯.txt,clean\西西弗斯.txt,,271,18
西豫市,西豫市.txt,raw\西豫市.txt,clean\西豫市.txt,,139,6
西遊記,西遊記.txt,raw\西遊記.txt,clean\西遊記.txt,,1310,63
西遼,西遼.txt,raw\西遼.txt,clean\西遼.txt,,203,10
西都市,西都市.txt,raw\西都市.txt,clean\西都市.txt,,88,5
西鐵路,西鐵路.txt,raw\西鐵路.txt,clean\西鐵路.txt,,95,3
西雙版納傣族自治州,西雙版納傣族自治州.txt,raw\西雙版納傣族自治州.txt,clean\西雙版納傣族自治州.txt,,102,4
西魏,西魏.txt,raw\西魏.txt,clean\西魏.txt,,111,5
西魏廢帝,西魏廢帝.txt,raw\西魏廢帝.txt,clean\西魏廢帝.txt,,59,4
西魏恭帝,西魏恭帝.txt,raw\西魏恭帝.txt,clean\西魏恭帝.txt,,63,5
西魏文帝,西魏文帝.txt,raw\西魏文帝.txt,clean\西魏文帝.txt,,106,6
西點軍校,西點軍校.txt,raw\西點軍校.txt,clean\西點軍校.txt,,104,4
見附市,見附市.txt,raw\見附市.txt,clean\見附市.txt,,109,7
規,規.txt,raw\規.txt,clean\規.txt,,84,5
視像,視像.txt,raw\視像.txt,clean\視像.txt,,232,17
視窗七,視窗七.txt,raw\視窗七.txt,clean\視窗七.txt,,56,5
視羆,視羆.txt,raw\視羆.txt,clean\視羆.txt,,359,15
視訊會議,視訊會議.txt,raw\視訊會議.txt,clean\視訊會議.txt,,127,5
視連,視連.txt,raw\視連.txt,clean\視連.txt,,305,16
視頻,視頻.txt,raw\視頻.txt,clean\視頻.txt,,58,4
親王,親王.txt,raw\親王.txt,clean\親王.txt,,74,5
覺敏友,覺敏友.txt,raw\覺敏友.txt,clean\覺敏友.txt,,39,3
覺昌安,覺昌安.txt,raw\覺昌安.txt,clean\覺昌安.txt,,225,5
觀塘區,觀塘區.txt,raw\觀塘區.txt,clean\觀塘區.txt,,84,4
觀塘路,觀塘路.txt,raw\觀塘路.txt,clean\觀塘路.txt,,75,3
觀塘驛,觀塘驛.txt,raw\觀塘驛.txt,clean\觀塘驛.txt,,92,5
觀瀑塔,觀瀑塔.txt,raw\觀瀑塔.txt,clean\觀瀑塔.txt,,92,7
觀音寺市,觀音寺市.txt,raw\觀音寺市.txt,clean\觀音寺市.txt,,226,11
角,角.txt,raw\角.txt,clean\角.txt,,409,15
角田市,角田市.txt,raw\角田市.txt,clean\角田市.txt,,100,5
解夫婁,解夫婁.txt,raw\解夫婁.txt,clean\解夫婁.txt,,367,37
