cited_head,citations,leishu_count,leishu
為姬人怨服散詩,1,1,御定淵鑑𩔖函
唐沈佺期古意詩,1,1,御定淵鑑𩔖函
劉廷芝搗衣篇,1,1,御定淵鑑𩔖函
晚春詩,1,1,御定淵鑑𩔖函
郭振子夜春歌,1,1,御定淵鑑𩔖函
金昌緒春怨詩,1,1,御定淵鑑𩔖函
王維早春行詩,1,1,御定淵鑑𩔖函
羽林騎閨人詩,1,1,御定淵鑑𩔖函
閨人贈遠詩,1,1,御定淵鑑𩔖函
晚春閨思詩,1,1,御定淵鑑𩔖函
王諲閨情詩,1,1,御定淵鑑𩔖函
王昌齡閨怨詩,1,1,御定淵鑑𩔖函
崔國輔古意詩,1,1,御定淵鑑𩔖函
李白春思詩,1,1,御定淵鑑𩔖函
望夫山詩,1,1,御定淵鑑𩔖函
杜甫搗衣詩,1,1,御定淵鑑𩔖函
薛維翰古歌,1,1,御定淵鑑𩔖函
怨歌,1,1,御定淵鑑𩔖函
韋應物擬閨人詩,1,1,御定淵鑑𩔖函
張仲素秋閨怨詩,1,1,御定淵鑑𩔖函
孟郊古怨詩,1,1,御定淵鑑𩔖函
朱絳春女怨詩,1,1,御定淵鑑𩔖函
王駕古意詩,1,1,御定淵鑑𩔖函
施肩吾望夫詞,1,1,御定淵鑑𩔖函
杜牧閨情詩,1,1,御定淵鑑𩔖函
偶題詩,1,1,御定淵鑑𩔖函
春思詩,1,1,御定淵鑑𩔖函
秋日偶題詩,1,1,御定淵鑑𩔖函
秋夢詩,1,1,御定淵鑑𩔖函
秋感詩,1,1,御定淵鑑𩔖函
秋夕詩,1,1,御定淵鑑𩔖函
李商隐夜意詩,1,1,御定淵鑑𩔖函
劉威閨情詩,1,1,御定淵鑑𩔖函
馬戴春思詩,1,1,御定淵鑑𩔖函
曹鄴長相思詩,1,1,御定淵鑑𩔖函
聶夷中起夜来詩,1,1,御定淵鑑𩔖函
于濆遼陽行詩,1,1,御定淵鑑𩔖函
邵謁望行人詩,1,1,御定淵鑑𩔖函
髙駢閨怨詩,1,1,御定淵鑑𩔖函
陸龜蒙閨怨詩,1,1,御定淵鑑𩔖函
寄遠詩,1,1,御定淵鑑𩔖函
青春詩,1,1,御定淵鑑𩔖函
半睡詩,1,1,御定淵鑑𩔖函
春閨二首,1,1,御定淵鑑𩔖函
蘇極寄遠詩,1,1,御定淵鑑𩔖函
思婦吟,1,1,御定淵鑑𩔖函
杜荀鶴春閨怨詩,1,1,御定淵鑑𩔖函
張佖春夕言懐詩,1,1,御定淵鑑𩔖函
李中春閨詩,1,1,御定淵鑑𩔖函
鍾菱春思詩,1,1,御定淵鑑𩔖函
韋莊閨月詩,1,1,御定淵鑑𩔖函
春怨詩,1,1,御定淵鑑𩔖函
黄滔閨怨詩,1,1,御定淵鑑𩔖函
崔道融春閨詩,1,1,御定淵鑑𩔖函
劉兼春怨詩,1,1,御定淵鑑𩔖函
宋寇準江南春詩,1,1,御定淵鑑𩔖函
錢惟演艶體詩,1,1,御定淵鑑𩔖函
文同春閨詩,1,1,御定淵鑑𩔖函
髙九萬春情詩,1,1,御定淵鑑𩔖函
林景熙商婦吟,1,1,御定淵鑑𩔖函
裵說寄邉衣詩,1,1,御定淵鑑𩔖函
賀鑄妾春日詩,1,1,御定淵鑑𩔖函
温婉寄遠詩,1,1,御定淵鑑𩔖函
譚意哥寄外詩,1,1,御定淵鑑𩔖函
陸放翁妾偶吟詩,1,1,御定淵鑑𩔖函
鄧氏寄衣詩,1,1,御定淵鑑𩔖函
朱淑真春詞,1,1,御定淵鑑𩔖函
金劉祁征婦詞,1,1,御定淵鑑𩔖函
元元好問歸舟怨詩,1,1,御定淵鑑𩔖函
宋无妾薄命詞,1,1,御定淵鑑𩔖函
無題詩,1,1,御定淵鑑𩔖函
成廷珪夜曲,1,1,御定淵鑑𩔖函
陳樵春日閨思詩,1,1,御定淵鑑𩔖函
劉仁本戍婦吟,1,1,御定淵鑑𩔖函
黄伯暘香奩曲,1,1,御定淵鑑𩔖函
明劉基閨詞,1,1,御定淵鑑𩔖函
張憲房中思詩,1,1,御定淵鑑𩔖函
陳秀民製衣詞,1,1,御定淵鑑𩔖函
髙啟春夜詞,1,1,御定淵鑑𩔖函
揭軌秋思詩,1,1,御定淵鑑𩔖函
胡儼遠将歸詩,1,1,御定淵鑑𩔖函
于謙秋閨詩,1,1,御定淵鑑𩔖函
袁宗曉寒詩,1,1,御定淵鑑𩔖函
夏寅春夜詩,1,1,御定淵鑑𩔖函
劉溥相思曲,1,1,御定淵鑑𩔖函
蕭韶藥名閨情詩,1,1,御定淵鑑𩔖函
錢遜閨思詩,1,1,御定淵鑑𩔖函
金誠閨情詩,1,1,御定淵鑑𩔖函
張泰春寒詩,1,1,御定淵鑑𩔖函
石珤長相思詩,1,1,御定淵鑑𩔖函
魏時敏閨思詩,1,1,御定淵鑑𩔖函
祝允明宫閨詩,1,1,御定淵鑑𩔖函
程誥春閨詩,1,1,御定淵鑑𩔖函
葉正甫妻鎦氏詩,1,1,御定淵鑑𩔖函
江淹倡婦自悲賦,1,1,御定淵鑑𩔖函
齊哭而過市,1,1,御定淵鑑𩔖函
詩魏阮瑀七哀詩,1,1,御定淵鑑𩔖函
潘岳哀詩,1,1,御定淵鑑𩔖函
傷王融詩,1,1,御定淵鑑𩔖函
銅爵臺妓詩,1,1,御定淵鑑𩔖函
劉孝綽銅爵臺妓詩,1,1,御定淵鑑𩔖函
傷王司徒褒詩,1,1,御定淵鑑𩔖函
陳張正見銅雀臺詩,1,1,御定淵鑑𩔖函
傷韋侍讀詩,1,1,御定淵鑑𩔖函
傷顧野王詩,1,1,御定淵鑑𩔖函
和張源傷往詩,1,1,御定淵鑑𩔖函
隂鏗和悼亡詩,1,1,御定淵鑑𩔖函
元行恭過故宅詩,1,1,御定淵鑑𩔖函
宋之問傷曹娘詩,1,1,御定淵鑑𩔖函
過史正議宅詩,1,1,御定淵鑑𩔖函
張說過庾信宅詩,1,1,御定淵鑑𩔖函
杜甫八哀詩,1,1,御定淵鑑𩔖函
過陳拾遺故宅詩,1,1,御定淵鑑𩔖函
哀江頭詩,1,1,御定淵鑑𩔖函
過故斛斯校書莊詩,1,1,御定淵鑑𩔖函
李白謝公宅詩,1,1,御定淵鑑𩔖函
元結去鄉悲詩,1,1,御定淵鑑𩔖函
劉長卿過賈誼宅詩,1,1,御定淵鑑𩔖函
皇甫曽傷陸處士詩,1,1,御定淵鑑𩔖函
傷子詩,1,1,御定淵鑑𩔖函
李益惜春傷詩,1,1,御定淵鑑𩔖函
衛象傷李端詩,1,1,御定淵鑑𩔖函
元稹傷吕衡州詩,1,1,御定淵鑑𩔖函
傷循州渾尚書詩,1,1,御定淵鑑𩔖函
謫居悼往詩,1,1,御定淵鑑𩔖函
遥傷丘中丞詩,1,1,御定淵鑑𩔖函
悼幼子詩,1,1,御定淵鑑𩔖函
王建弔孟東野詩,1,1,御定淵鑑𩔖函
朱慶餘廢宅詩,1,1,御定淵鑑𩔖函
傷湖州李郎中詩,1,1,御定淵鑑𩔖函
和王秀才傷歌妓詩,1,1,御定淵鑑𩔖函
過賀監舊宅詩,1,1,御定淵鑑𩔖函
題故人廢宅詩,1,1,御定淵鑑𩔖函
廢宅詩,1,1,御定淵鑑𩔖函
經故侯郎中舊居詩,1,1,御定淵鑑𩔖函
李羣玉傷思詩,1,1,御定淵鑑𩔖函
傷友詩,1,1,御定淵鑑𩔖函
傷幼女痴兒詩,1,1,御定淵鑑𩔖函
周繇經故宅有感詩,1,1,御定淵鑑𩔖函
皮日休哀隴民詩,1,1,御定淵鑑𩔖函
襄州漢陽王故宅詩,1,1,御定淵鑑𩔖函
杜荀鶴經廢宅詩,1,1,御定淵鑑𩔖函
皇甫冉傷美人詩,1,1,御定淵鑑𩔖函
李羣玉悼笙妓詩,1,1,御定淵鑑𩔖函
韋莊悼亡姬詩,1,1,御定淵鑑𩔖函
清溪江令公宅詩,1,1,御定淵鑑𩔖函
宋冦準晚坐有感詩,1,1,御定淵鑑𩔖函
歐陽修感興詩,1,1,御定淵鑑𩔖函
李覯哀老婦詩,1,1,御定淵鑑𩔖函
感秋詩,1,1,御定淵鑑𩔖函
梅堯臣秋夜感懐詩,1,1,御定淵鑑𩔖函
韓維弔杜少陵墓詩,1,1,御定淵鑑𩔖函
徐積哀哀詞,1,1,御定淵鑑𩔖函
張耒京師廢宅詩,1,1,御定淵鑑𩔖函
嚴羽悠悠我行邁詩,1,1,御定淵鑑𩔖函
文天祥建康詩,1,1,御定淵鑑𩔖函
丁開建業詩,1,1,御定淵鑑𩔖函
金秦略悼亡詩,1,1,御定淵鑑𩔖函
許衡有感詩,1,1,御定淵鑑𩔖函
馬祖常悼亡詩,1,1,御定淵鑑𩔖函
朱廷珪悲徐州詩,1,1,御定淵鑑𩔖函
伯顔子中過故居詩,1,1,御定淵鑑𩔖函
明劉基悲杭城詩,1,1,御定淵鑑𩔖函
王冕傷亭戸詩,1,1,御定淵鑑𩔖函
張憲銅雀妓詩,1,1,御定淵鑑𩔖函
曽棨過劉伶宅詩,1,1,御定淵鑑𩔖函
羅以明感興詩,1,1,御定淵鑑𩔖函
王偁過舊遊有感詩,1,1,御定淵鑑𩔖函
郭登哀征人詩,1,1,御定淵鑑𩔖函
張和悼妾詩,1,1,御定淵鑑𩔖函
吴寛悼董孟珍詩,1,1,御定淵鑑𩔖函
沈周廢宅行,1,1,御定淵鑑𩔖函
顧璘傷歌行,1,1,御定淵鑑𩔖函
賦後漢蘓順歎懐賦,1,1,御定淵鑑𩔖函
魏王粲傷天賦,1,1,御定淵鑑𩔖函
愍思賦,1,1,御定淵鑑𩔖函
鈕滔母孫氏悼艱賦,1,1,御定淵鑑𩔖函
傷己賦,1,1,御定淵鑑𩔖函
顔延之行殣賦,1,1,御定淵鑑𩔖函
梁蕭子範傷往賦,1,1,御定淵鑑𩔖函
然有賦詞,1,1,御定淵鑑𩔖函
梁肅過舊園賦并序,1,1,御定淵鑑𩔖函
劉禹錫傷往賦,1,1,御定淵鑑𩔖函
三良塚賦,1,1,御定淵鑑𩔖函
宋元通鑑,1,1,御定淵鑑𩔖函
宋湯恵休怨詩行,1,1,御定淵鑑𩔖函
齊謝脁玉階怨詩,1,1,御定淵鑑𩔖函
范雲登城怨詩,1,1,御定淵鑑𩔖函
劉孝綽班婕妤怨詩,1,1,御定淵鑑𩔖函
陶𢎞景寒夜怨詩,1,1,御定淵鑑𩔖函
為人寵姬有怨詩,1,1,御定淵鑑𩔖函
為姬人自傷詩,1,1,御定淵鑑𩔖函
吴均行路難,1,1,御定淵鑑𩔖函
費昶長門怨詩,1,1,御定淵鑑𩔖函
孔翁歸班婕妤怨詩,1,1,御定淵鑑𩔖函
何思澄班婕妤詩,1,1,御定淵鑑𩔖函
施榮泰王昭君詩,1,1,御定淵鑑𩔖函
王維班婕妤詩,1,1,御定淵鑑𩔖函
王昌齡西宫春怨詩,1,1,御定淵鑑𩔖函
西宫秋怨詩,1,1,御定淵鑑𩔖函
崔國輔怨詞,1,1,御定淵鑑𩔖函
李白夜坐吟,1,1,御定淵鑑𩔖函
玉階怨詩,1,1,御定淵鑑𩔖函
皇甫冉秋怨詩,1,1,御定淵鑑𩔖函
婕妤怨詩,1,1,御定淵鑑𩔖函
雍陶美人春風怨詩,1,1,御定淵鑑𩔖函
馬戴雀臺怨詩,1,1,御定淵鑑𩔖函
曹鄴怨歌行,1,1,御定淵鑑𩔖函
金井怨詩,1,1,御定淵鑑𩔖函
張喬長門怨詩,1,1,御定淵鑑𩔖函
陸龜䝉洞房怨詩,1,1,御定淵鑑𩔖函
鄭谷長門怨詩,1,1,御定淵鑑𩔖函
髙蟾長門怨詩,1,1,御定淵鑑𩔖函
王貞白湘妃怨詩,1,1,御定淵鑑𩔖函
韋莊宫怨詩,1,1,御定淵鑑𩔖函
眀妃詩,1,1,御定淵鑑𩔖函
崔道融長門怨詩,1,1,御定淵鑑𩔖函
范浚讀長門賦詩,1,1,御定淵鑑𩔖函
姜夔琵琶洲詩,1,1,御定淵鑑𩔖函
嚴羽蜀女怨詩,1,1,御定淵鑑𩔖函
岳珂長門怨詩,1,1,御定淵鑑𩔖函
孟鯁折花怨詩,1,1,御定淵鑑𩔖函
金髙廷玉飛山怨詩,1,1,御定淵鑑𩔖函
元劉因明妃曲,1,1,御定淵鑑𩔖函
龍仁夫琵琶亭詩,1,1,御定淵鑑𩔖函
范梈轆轤怨,1,1,御定淵鑑𩔖函
周權明妃曲,1,1,御定淵鑑𩔖函
薩都拉江南怨詩,1,1,御定淵鑑𩔖函
楊維楨琵琶怨詩,1,1,御定淵鑑𩔖函
劉炳寒夜怨詩,1,1,御定淵鑑𩔖函
劉永之行路難,1,1,御定淵鑑𩔖函
明劉基長門怨詩,1,1,御定淵鑑𩔖函
宫怨詩,1,1,御定淵鑑𩔖函
王中長門怨詩,1,1,御定淵鑑𩔖函
髙啟長門怨詩,1,1,御定淵鑑𩔖函
貝瓊行路難,1,1,御定淵鑑𩔖函
梁寅玉階怨詩,1,1,御定淵鑑𩔖函
鎦渙青樓怨詩,1,1,御定淵鑑𩔖函
王璲瑶琴怨詩,1,1,御定淵鑑𩔖函
蘇平班婕妤詩,1,1,御定淵鑑𩔖函
鄒亮長門怨詩,1,1,御定淵鑑𩔖函
長信宫詩,1,1,御定淵鑑𩔖函
徐庸玉階怨詩,1,1,御定淵鑑𩔖函
鎦績蕩婦怨詩,1,1,御定淵鑑𩔖函
張璨吴宫怨詩,1,1,御定淵鑑𩔖函
婕妤春怨詩,1,1,御定淵鑑𩔖函
李東陽申生怨詩,1,1,御定淵鑑𩔖函
綿山怨詩,1,1,御定淵鑑𩔖函
數奇歎詩,1,1,御定淵鑑𩔖函
弄潮怨詩,1,1,御定淵鑑𩔖函
彭華明妃曲,1,1,御定淵鑑𩔖函
徐禎卿落花怨詩,1,1,御定淵鑑𩔖函
黄省曽琵琶亭詩,1,1,御定淵鑑𩔖函
何景明瑶瑟怨詩,1,1,御定淵鑑𩔖函
汪本邊夫怨詩,1,1,御定淵鑑𩔖函
蒋山卿王昭君詩,1,1,御定淵鑑𩔖函
司馬遷悲士不遇賦,1,1,御定淵鑑𩔖函
魏卞廙蔡伯喈女賦,1,1,御定淵鑑𩔖函
初過江登瑯邪山歎,1,1,御定淵鑑𩔖函
宋王徽咏愁詩,1,1,御定淵鑑𩔖函
劉孝綽夜不得眠詩,1,1,御定淵鑑𩔖函
梁沈約學省愁卧詩,1,1,御定淵鑑𩔖函
温庭筠春愁曲,1,1,御定淵鑑𩔖函
李羣玉湘中古愁詩,1,1,御定淵鑑𩔖函
韓琮春愁詩,1,1,御定淵鑑𩔖函
曹鄴三愁詩,1,1,御定淵鑑𩔖函
春愁詩,1,1,御定淵鑑𩔖函
晁沖之紀愁詩,1,1,御定淵鑑𩔖函
陸游春愁曲,1,1,御定淵鑑𩔖函
方岳不寐詩,1,1,御定淵鑑𩔖函
真山民夜坐詩,1,1,御定淵鑑𩔖函
金朱弁秋夜詩,1,1,御定淵鑑𩔖函
客夜詩,1,1,御定淵鑑𩔖函
髙士談春愁曲,1,1,御定淵鑑𩔖函
元許衡不寐詩,1,1,御定淵鑑𩔖函
同恕愁詩,1,1,御定淵鑑𩔖函
殷全不寐詩,1,1,御定淵鑑𩔖函
盛彧和春愁曲,1,1,御定淵鑑𩔖函
張寧莫愁樂詩,1,1,御定淵鑑𩔖函
楊守陳不寐詩,1,1,御定淵鑑𩔖函
林大輅不寐詩,1,1,御定淵鑑𩔖函
賦魏曹植敘愁賦,1,1,御定淵鑑𩔖函
愁思賦,1,1,御定淵鑑𩔖函
九愁賦,1,1,御定淵鑑𩔖函
弭愁賦,1,1,御定淵鑑𩔖函
文魏曹植釋愁文,1,1,御定淵鑑𩔖函
尚書申侯,1,1,御定淵鑑𩔖函
椘辭,1,1,御定淵鑑𩔖函
也戍,1,1,御定淵鑑𩔖函
北伐克單于還,1,1,御定淵鑑𩔖函
崔鴻後秦錄,1,1,御定淵鑑𩔖函
通鑑程顥荅張載書,1,1,御定淵鑑𩔖函
曰鄒陽上書于梁王,1,1,御定淵鑑𩔖函
王晏在側,1,1,御定淵鑑𩔖函
孔子家語子夏,1,1,御定淵鑑𩔖函
蒙叟遺意,1,1,御定淵鑑𩔖函
孫楚祖道詩,1,1,御定淵鑑𩔖函
袁淑効白馬篇,1,1,御定淵鑑𩔖函
張子房赤霆經,1,1,御定淵鑑𩔖函
汾晉村野間語,1,1,御定淵鑑𩔖函
至謂說,1,1,御定淵鑑𩔖函
肥濡,1,1,御定淵鑑𩔖函
賦唐劉允濟地賦,1,1,御定淵鑑𩔖函
錢起蓋地圖賦,1,1,御定淵鑑𩔖函
呂太一土賦,1,1,御定淵鑑𩔖函
髙大,1,1,御定淵鑑𩔖函
范至能邨田樂府,1,1,御定淵鑑𩔖函
易筮卦洞林,1,1,御定淵鑑𩔖函
許氏易文條,1,1,御定淵鑑𩔖函
春秋漢含滋,1,1,御定淵鑑𩔖函
爾雅孫炎注,1,1,御定淵鑑𩔖函
聱隅子,1,1,御定淵鑑𩔖函
古靈,1,1,御定淵鑑𩔖函
謝後山詩,1,1,御定淵鑑𩔖函
賦唐鄭惟忠泥賦,1,1,御定淵鑑𩔖函
邯鄲倬五經折疑,1,1,御定淵鑑𩔖函
應璩與曹公箋,1,1,御定淵鑑𩔖函
束晳賦,1,1,御定淵鑑𩔖函
賦唐謝偃塵賦,1,1,御定淵鑑𩔖函
蔣防隟塵賦,1,1,御定淵鑑𩔖函
趙蕃賦,1,1,御定淵鑑𩔖函
徐摛賦得簾塵詩,1,1,御定淵鑑𩔖函
曰田畯至喜注,1,1,御定淵鑑𩔖函
曰圭田無征注,1,1,御定淵鑑𩔖函
隋書文帝紀,1,1,御定淵鑑𩔖函
隋書食貨志,1,1,御定淵鑑𩔖函
曰顔回問孔子,1,1,御定淵鑑𩔖函
曰韓信當斬視滕公,1,1,御定淵鑑𩔖函
王君見而嘲之,1,1,御定淵鑑𩔖函
曰李綱乞骸骨帝罵,1,1,御定淵鑑𩔖函
曰狄青入對自言,1,1,御定淵鑑𩔖函
元呼遜𫝊,1,1,御定淵鑑𩔖函
世說王衍,1,1,御定淵鑑𩔖函
世說王阮嘗,1,1,御定淵鑑𩔖函
王規大言應令詩,1,1,御定淵鑑𩔖函
王錫大言應令詩,1,1,御定淵鑑𩔖函
張纉大言應令詩,1,1,御定淵鑑𩔖函
沈約大言應令詩,1,1,御定淵鑑𩔖函
倚天外王,1,1,御定淵鑑𩔖函
小言賦,1,1,御定淵鑑𩔖函
漢楊惲傳,1,1,御定淵鑑𩔖函
劉向𫝊,1,1,御定淵鑑𩔖函
唐書音訓,1,1,御定淵鑑𩔖函
父老歌,1,1,御定淵鑑𩔖函
商氏世𫝊,1,1,御定淵鑑𩔖函
湛方生懷歸謡,1,1,御定淵鑑𩔖函
曰莊子謂惠子,1,1,御定淵鑑𩔖函
陳武列𫝊,1,1,御定淵鑑𩔖函
後漢諸葛亮梁父吟,1,1,御定淵鑑𩔖函
元劉固𫝊,1,1,御定淵鑑𩔖函
王廙别𫝊,1,1,御定淵鑑𩔖函
殷仲堪將離詠,1,1,御定淵鑑𩔖函
袁山松荅桓南郡書,1,1,御定淵鑑𩔖函
養生要訣,1,1,御定淵鑑𩔖函
曰季子,1,1,御定淵鑑𩔖函
髀仰天大笑,1,1,御定淵鑑𩔖函
在旁撫掌大笑伯龍,1,1,御定淵鑑𩔖函
班固荅賔戲,1,1,御定淵鑑𩔖函
荀朂别𫝊,1,1,御定淵鑑𩔖函
北史崔瞻𫝊,1,1,御定淵鑑𩔖函
黄又仲交廣記,1,1,御定淵鑑𩔖函
明泳化𩔖編,1,1,御定淵鑑𩔖函
之味魏子,1,1,御定淵鑑𩔖函
曰南榮趎,1,1,御定淵鑑𩔖函
嚴助𫝊,1,1,御定淵鑑𩔖函
晉孔坦𫝊,1,1,御定淵鑑𩔖函
陶徴士誄,1,1,御定淵鑑𩔖函
元列傳,1,1,御定淵鑑𩔖函
書五福三,1,1,御定淵鑑𩔖函
喜疾瘳詩,1,1,御定淵鑑𩔖函
朱超道嵗晚沈痾詩,1,1,御定淵鑑𩔖函
李煜病中感懐詩,1,1,御定淵鑑𩔖函
李建勲病中書懐詩,1,1,御定淵鑑𩔖函
李中病中作詩,1,1,御定淵鑑𩔖函
秋夕病中詩,1,1,御定淵鑑𩔖函
崔道融病起詩,1,1,御定淵鑑𩔖函
宋錢惟演屬疾詩,1,1,御定淵鑑𩔖函
劉筠問人疾詩,1,1,御定淵鑑𩔖函
病詩,1,1,御定淵鑑𩔖函
范祖禹多疾詩,1,1,御定淵鑑𩔖函
張耒卧病呈子由詩,1,1,御定淵鑑𩔖函
唐庚瘧疾示友人詩,1,1,御定淵鑑𩔖函
陳與義眼疾詩,1,1,御定淵鑑𩔖函
范成大病中夜坐詩,1,1,御定淵鑑𩔖函
陸游病中詩,1,1,御定淵鑑𩔖函
病中戲咏詩,1,1,御定淵鑑𩔖函
趙師秀病起詩,1,1,御定淵鑑𩔖函
翁卷暮春病歸詩,1,1,御定淵鑑𩔖函
徐經孫病中有感詩,1,1,御定淵鑑𩔖函
熊鉌病中詩,1,1,御定淵鑑𩔖函
黄溍聞子賤卧疾詩,1,1,御定淵鑑𩔖函
郭奎開嵗卧病詩,1,1,御定淵鑑𩔖函
丁鶴年病衰詩,1,1,御定淵鑑𩔖函
許繼病中詩,1,1,御定淵鑑𩔖函
王紱病中雨夜詩,1,1,御定淵鑑𩔖函
李東陽病中言懐詩,1,1,御定淵鑑𩔖函
秋夜卧病詩,1,1,御定淵鑑𩔖函
祝允明卧病詩,1,1,御定淵鑑𩔖函
何景明病後詩,1,1,御定淵鑑𩔖函
賦晉摯虞疾愈賦,1,1,御定淵鑑𩔖函
書魏劉禎與曺植書,1,1,御定淵鑑𩔖函
文吕子達鬱篇,1,1,御定淵鑑𩔖函
論孫思邈,1,1,御定淵鑑𩔖函
曺植論疫氣,1,1,御定淵鑑𩔖函
谷先生先生,1,1,御定淵鑑𩔖函
見之東陽侯垂泣,1,1,御定淵鑑𩔖函
漢書陳留老父𫝊,1,1,御定淵鑑𩔖函
賦梁江淹泣賦,1,1,御定淵鑑𩔖函
元李黼傳,1,1,御定淵鑑𩔖函
王薦𫝊,1,1,御定淵鑑𩔖函
說苑康子,1,1,御定淵鑑𩔖函
漢書廣武君,1,1,御定淵鑑𩔖函
韓安國傳,1,1,御定淵鑑𩔖函
韓康伯傳,1,1,御定淵鑑𩔖函
宋周敦頤傳,1,1,御定淵鑑𩔖函
耶律孟簡傳,1,1,御定淵鑑𩔖函
元許謙傳,1,1,御定淵鑑𩔖函
李翺復性書,1,1,御定淵鑑𩔖函
宋程明道遺書,1,1,御定淵鑑𩔖函
唐李徳裕傳,1,1,御定淵鑑𩔖函
元許衡傳,1,1,御定淵鑑𩔖函
晉劉頌傳,1,1,御定淵鑑𩔖函
魏志文帝,1,1,御定淵鑑𩔖函
彚苑齊景公問子貢,1,1,御定淵鑑𩔖函
孔叢子懸子問子思,1,1,御定淵鑑𩔖函
房千里知道篇,1,1,御定淵鑑𩔖函
遼史太祖問侍臣,1,1,御定淵鑑𩔖函
元武宗本紀制,1,1,御定淵鑑𩔖函
宋程頤傳,1,1,御定淵鑑𩔖函
河圖黄帝,1,1,御定淵鑑𩔖函
性理五峯胡氏,1,1,御定淵鑑𩔖函
性理北溪陳氏,1,1,御定淵鑑𩔖函
左傳季札觀韶濩,1,1,御定淵鑑𩔖函
詩宋朱子感興詩,1,1,御定淵鑑𩔖函
碑唐張謂虞帝廟碑,1,1,御定淵鑑𩔖函
論宋蘇軾論,1,1,御定淵鑑𩔖函
雜文晉王嘉拾遺記,1,1,御定淵鑑𩔖函
唐太宗金鏡篇,1,1,御定淵鑑𩔖函
韓愈原道,1,1,御定淵鑑𩔖函
史記平原君謂毛遂,1,1,御定淵鑑𩔖函
漢書劉向傳,1,1,御定淵鑑𩔖函
元史許衡傳,1,1,御定淵鑑𩔖函
西銘,1,1,御定淵鑑𩔖函
漢鼂錯,1,1,御定淵鑑𩔖函
何武上封事,1,1,御定淵鑑𩔖函
雙𡶶饒氏,1,1,御定淵鑑𩔖函
史記孟子列傳,1,1,御定淵鑑𩔖函
後漢李固傳,1,1,御定淵鑑𩔖函
傅喜傳,1,1,御定淵鑑𩔖函
三國志諸葛亮,1,1,御定淵鑑𩔖函
唐書元德秀傳,1,1,御定淵鑑𩔖函
宋史邵雍傳,1,1,御定淵鑑𩔖函
果齋李氏,1,1,御定淵鑑𩔖函
明宋濓傳略,1,1,御定淵鑑𩔖函
史記顔回傳孔子,1,1,御定淵鑑𩔖函
唐書張後𦙍傳帝,1,1,御定淵鑑𩔖函
詩唐李白梁父吟,1,1,御定淵鑑𩔖函
宋朱熹感興詩,1,1,御定淵鑑𩔖函
金樂府,1,1,御定淵鑑𩔖函
西晉嵇康原憲賛,1,1,御定淵鑑𩔖函
晉摯虞左丘明賛,1,1,御定淵鑑𩔖函
夏侯湛閔子騫賛,1,1,御定淵鑑𩔖函
孫楚顔回賛,1,1,御定淵鑑𩔖函
唐司空圖三賢賛,1,1,御定淵鑑𩔖函
宋蘇轍管㓜安賛,1,1,御定淵鑑𩔖函
論宋蘇軾孟軻論,1,1,御定淵鑑𩔖函
明宋濓九賢遺像記,1,1,御定淵鑑𩔖函
碑漢禰衡顔子碑,1,1,御定淵鑑𩔖函
唐文粹李翺,1,1,御定淵鑑𩔖函
史記衛世家,1,1,御定淵鑑𩔖函
管仲列傳管仲,1,1,御定淵鑑𩔖函
於軍尉公問焉,1,1,御定淵鑑𩔖函
壯馳兹拜,1,1,御定淵鑑𩔖函
范雎列傳,1,1,御定淵鑑𩔖函
魏世家,1,1,御定淵鑑𩔖函
田單傳,1,1,御定淵鑑𩔖函
騶奭傳,1,1,御定淵鑑𩔖函
疑之以讓無知,1,1,御定淵鑑𩔖函
後漢張楷傳,1,1,御定淵鑑𩔖函
蔡伯喈别傳,1,1,御定淵鑑𩔖函
許劭傳,1,1,御定淵鑑𩔖函
晉書顔含傳,1,1,御定淵鑑𩔖函
張天錫傳,1,1,御定淵鑑𩔖函
新唐書婁師徳傳,1,1,御定淵鑑𩔖函
唐文粹李華,1,1,御定淵鑑𩔖函
宋史韓琦傳,1,1,御定淵鑑𩔖函
性理廣平游氏,1,1,御定淵鑑𩔖函
司馬光呂公著嘗,1,1,御定淵鑑𩔖函
宋史范鎮傳,1,1,御定淵鑑𩔖函
宋史胡安國傳,1,1,御定淵鑑𩔖函
元史廉希憲傳,1,1,御定淵鑑𩔖函
性理山谷黄氏,1,1,御定淵鑑𩔖函
魏志邴原傳崔琰,1,1,御定淵鑑𩔖函
詩晉左思詠史詩,1,1,御定淵鑑𩔖函
詔漢髙帝求賢詔,1,1,御定淵鑑𩔖函
習鑿齒與桓祕書,1,1,御定淵鑑𩔖函
唐李白與韓荆州書,1,1,御定淵鑑𩔖函
論唐李華三賢論,1,1,御定淵鑑𩔖函
史記肥義,1,1,御定淵鑑𩔖函
魯仲連傳,1,1,御定淵鑑𩔖函
漢谷永傳,1,1,御定淵鑑𩔖函
劉更生上封事,1,1,御定淵鑑𩔖函
晉書譙王氶,1,1,御定淵鑑𩔖函
唐紀大宗,1,1,御定淵鑑𩔖函
宋紀司馬光,1,1,御定淵鑑𩔖函
宋歐陽脩,1,1,御定淵鑑𩔖函
賈子說文,1,1,御定淵鑑𩔖函
史記蔡澤傳,1,1,御定淵鑑𩔖函
性理西山真氏,1,1,御定淵鑑𩔖函
以伐鄭,1,1,御定淵鑑𩔖函
史記屈原傳,1,1,御定淵鑑𩔖函
龔勝傳,1,1,御定淵鑑𩔖函
