cited_head,citations,leishu_count,leishu
殿二室兩廊殿門,1,1,玉海
室本命殿,1,1,玉海
清殿,1,1,玉海
十神,1,1,玉海
建本命殿依在京名,1,1,玉海
肅難鄭,1,1,玉海
大司樂疏土之髙,1,1,玉海
故於澤中水鍾,1,1,玉海
尊也覲禮,1,1,玉海
月令大雩帝,1,1,玉海
元年糓梁傳,1,1,玉海
域而祭之詩雲漢,1,1,玉海
水經注南門亦,1,1,玉海
郊特牲疏鄭注論語,1,1,玉海
南齊志鄭玄,1,1,玉海
傳云以為大將蕭何,1,1,玉海
壇有圭頭碑其隂,1,1,玉海
宗廟名,1,1,玉海
兵法六十四陣名,1,1,玉海
二月戊辰雩甲戌詔,1,1,玉海
注詔,1,1,玉海
郊所祭,1,1,玉海
陽魏氏春秋,1,1,玉海
志注魏略,1,1,玉海
南齊書何佟之議,1,1,玉海
則齋官寄藉田省,1,1,玉海
一賛饗,1,1,玉海
置小壇髙尺五東南,1,1,玉海
西曰咸池西北,1,1,玉海
南曰招揺正東,1,1,玉海
曰天符正北,1,1,玉海
封事者言月令,1,1,玉海
樂章,1,1,玉海
保章氏分星鄭氏,1,1,玉海
及又按國語董因,1,1,玉海
閼伯廟,1,1,玉海
建議所築後名,1,1,玉海
漢志申公,1,1,玉海
語所,1,1,玉海
管子萬帝問伯髙對,1,1,玉海
多矣歐陽大小夏侯,1,1,玉海
宗三河海岱馬融,1,1,玉海
張迪,1,1,玉海
文心雕龍舜之祠田,1,1,玉海
曰華山北,1,1,玉海
漢律厯志伊訓,1,1,玉海
洪範八政三,1,1,玉海
晉志漢儀,1,1,玉海
之營域鄭司農,1,1,玉海
星或,1,1,玉海
司空文昌宫第四,1,1,玉海
六星或,1,1,玉海
絳人,1,1,玉海
永貞,1,1,玉海
說注鄭司農,1,1,玉海
禮六祝辨六號一,1,1,玉海
注若,1,1,玉海
為延曲禮,1,1,玉海
雩五方上帝其壇名,1,1,玉海
大祝六祈四,1,1,玉海
公羊注韓詩傳,1,1,玉海
也疏郊特牲注,1,1,玉海
夏曰復胙商,1,1,玉海
肜周,1,1,玉海
告其卿大夫,1,1,玉海
行必為祖也曾子問,1,1,玉海
乃飲酒於其側鄭玄,1,1,玉海
道路之神春秋傳,1,1,玉海
車轢之而遂行詩,1,1,玉海
故犬人,1,1,玉海
左傳哀六年楚昭王,1,1,玉海
曰治吾堂,1,1,玉海
南非也案國語韋昭,1,1,玉海
晉河琦論,1,1,玉海
柱山號,1,1,玉海
存僊門,1,1,玉海
續志封禪刻石文,1,1,玉海
曰孝文十二年令,1,1,玉海
雄雉聲殷殷,1,1,玉海
二年夏四月詔,1,1,玉海
出云八,1,1,玉海
字故索隠注,1,1,玉海
文帝紀注如淳,1,1,玉海
郊祀志注臣瓉,1,1,玉海
典元帝策書,1,1,玉海
非是注李氏家書,1,1,玉海
度制,1,1,玉海
月壬寅詔,1,1,玉海
志元和二年正月詔,1,1,玉海
注東觀書詔,1,1,玉海
二年令,1,1,玉海
辰雩甲戌詔,1,1,玉海
成陽靈臺碑,1,1,玉海
志髙閭,1,1,玉海
宗或,1,1,玉海
志五禮一,1,1,玉海
廟賦,1,1,玉海
厯志大衍厯日度議,1,1,玉海
其綱下知其目序,1,1,玉海
管合日月星辰名,1,1,玉海
緯鉤命决伏羲樂,1,1,玉海
績少昊樂,1,1,玉海
為之頌,1,1,玉海
奎始奏之命,1,1,玉海
頊樂,1,1,玉海
選注引樂動聲儀,1,1,玉海
也宋均,1,1,玉海
少室銘,1,1,玉海
通鑑外紀,1,1,玉海
瑟命之,1,1,玉海
漢章帝,1,1,玉海
堯之道䟽元命包,1,1,玉海
書益稷䕫,1,1,玉海
古文,1,1,玉海
白虎通舜樂,1,1,玉海
魏文帝改,1,1,玉海
漢律歴志書,1,1,玉海
隋志鄭譯,1,1,玉海
漢郊祀志虞書,1,1,玉海
尚書大傳舜樂歌,1,1,玉海
動聲儀,1,1,玉海
俶其歌聲比小謡名,1,1,玉海
舞齊落歌,1,1,玉海
天子九奏之樂生注,1,1,玉海
宋志魏公卿奏,1,1,玉海
注大司樂引虞書,1,1,玉海
帝用此作歌,1,1,玉海
山海經注竹書,1,1,玉海
濩者,1,1,玉海
樂䟽,1,1,玉海
商頌置我鞉鼓箋,1,1,玉海
䕶樂疏,1,1,玉海
白虎通湯樂,1,1,玉海
以桑林荀偃士匄,1,1,玉海
周與微子盟,1,1,玉海
琴二絃,1,1,玉海
興師征伐故,1,1,玉海
備戒之已久何也對,1,1,玉海
液之何也對,1,1,玉海
及商何也對,1,1,玉海
左傳宣十二年楚子,1,1,玉海
繹思其六,1,1,玉海
九年季札見舞大武,1,1,玉海
羊傳子家駒,1,1,玉海
注箾賈逵,1,1,玉海
改周大武,1,1,玉海
魏文帝改五行舞,1,1,玉海
注董仲舒,1,1,玉海
所不施舜,1,1,玉海
一變燕禮,1,1,玉海
保氏教六藝二,1,1,玉海
而一終書,1,1,玉海
劉貺,1,1,玉海
詩常棣箋,1,1,玉海
禮疏按尚書多士傳,1,1,玉海
武帝策賢良,1,1,玉海
王之樂疏鄭玄注象,1,1,玉海
王之樂命,1,1,玉海
白虎通周樂,1,1,玉海
成周之樂大師,1,1,玉海
愷樂獻於社注兵樂,1,1,玉海
示喜也司農,1,1,玉海
選注引樂稽耀嘉,1,1,玉海
疏引大誓,1,1,玉海
之和樂者也學記,1,1,玉海
門亦如之尚書傳,1,1,玉海
一竟書,1,1,玉海
之教以受命,1,1,玉海
郊特牲疏,1,1,玉海
節之投壺命弦者,1,1,玉海
用樂文王世子,1,1,玉海
秋合聲下,1,1,玉海
天子傳,1,1,玉海
曲禮疏熊氏,1,1,玉海
左傳襄十年荀偃,1,1,玉海
潁容釋例,1,1,玉海
而不困為之歌王,1,1,玉海
已甚齊,1,1,玉海
不淫秦,1,1,玉海
王之德乎頌,1,1,玉海
孟子齊景公召大師,1,1,玉海
徴招角招是也其詩,1,1,玉海
隋志牛弘,1,1,玉海
至秦名,1,1,玉海
管更名,1,1,玉海
首章,1,1,玉海
夫婦宜改安世之名,1,1,玉海
恐失其意宜改安世,1,1,玉海
之鐘磬鄭玄,1,1,玉海
其禮樂之儀鄭玄,1,1,玉海
飛文選注漢書,1,1,玉海
華注臣瓉,1,1,玉海
景帝紀元年十月詔,1,1,玉海
廷中皆,1,1,玉海
記正義,1,1,玉海
鄭目錄,1,1,玉海
蔡邕明堂論引樂記,1,1,玉海
記明堂位疏白虎通,1,1,玉海
命決亦,1,1,玉海
有五均注鄧展,1,1,玉海
曰其文,1,1,玉海
志蔡邕論叙漢樂一,1,1,玉海
南齊書崔祖思,1,1,玉海
乃罷注前書,1,1,玉海
文選注引桓譚新論,1,1,玉海
羽林士注漢官儀,1,1,玉海
以鉦鼓古今樂錄,1,1,玉海
曰黄門鼓吹建初錄,1,1,玉海
曹植有謝鼔吹表,1,1,玉海
純傳,1,1,玉海
周禮磬氏疏按樂,1,1,玉海
劉貺大樂壁記,1,1,玉海
鐘鼔二,1,1,玉海
乎山川鬼神三,1,1,玉海
薛瑩書,1,1,玉海
二曰六麒麟三,1,1,玉海
遠期七,1,1,玉海
一曰大置酒十二,1,1,玉海
邕論叙漢樂一,1,1,玉海
辟雍四,1,1,玉海
名予帝善之下詔,1,1,玉海
禮大胥注漢大樂律,1,1,玉海
言云,1,1,玉海
大如雁子鄭衆,1,1,玉海
四曲一,1,1,玉海
注黄帝,1,1,玉海
薛琮,1,1,玉海
禮儀志注樂叶圖徴,1,1,玉海
注易及樂春秋說,1,1,玉海
晉書賀循,1,1,玉海
鹿鳴二,1,1,玉海
樂嘉至樂,1,1,玉海
樂雲翹舞,1,1,玉海
始舞,1,1,玉海
後魏志秦,1,1,玉海
大鈞晉,1,1,玉海
豫和二,1,1,玉海
和七,1,1,玉海
和十二,1,1,玉海
其著於禮者一,1,1,玉海
以降天神二,1,1,玉海
降地祇三,1,1,玉海
飲福七,1,1,玉海
老十一,1,1,玉海
樂共十五和,1,1,玉海
宫之義,1,1,玉海
國伎,1,1,玉海
會要舊志並,1,1,玉海
造景雲河清歌,1,1,玉海
庭以備華夷一,1,1,玉海
舞二,1,1,玉海
六曰龜兹伎七,1,1,玉海
陣舞四,1,1,玉海
歌者和之,1,1,玉海
曰太宗平遼時作又,1,1,玉海
所定雅樂,1,1,玉海
編入史册制,1,1,玉海
後周王朴上疏,1,1,玉海
樂章文譜,1,1,玉海
朴上疏,1,1,玉海
與其服皆如舊制,1,1,玉海
論其理峴上疏,1,1,玉海
元年十一月辛亥詔,1,1,玉海
並合詔後苑按試一,1,1,玉海
㸔詳刪潤六祁傳,1,1,玉海
是二月二十一日詔,1,1,玉海
相戾許慎,1,1,玉海
鐘磬䖏士徐復笑之,1,1,玉海
與劉几定樂鎮,1,1,玉海
據本傳,1,1,玉海
進表,1,1,玉海
惟小胥註,1,1,玉海
楊萬里序,1,1,玉海
五音,1,1,玉海
八總禽獸之極師古,1,1,玉海
春秋仲夏紀,1,1,玉海
作以歌八闋一,1,1,玉海
奮五榖五,1,1,玉海
楚辭大招,1,1,玉海
三三拜,1,1,玉海
曰杜解頗允杜預注,1,1,玉海
遂於大位也故時邁,1,1,玉海
入奏驁夏者按大射,1,1,玉海
奏之故,1,1,玉海
詩時邁肆于時夏箋,1,1,玉海
思文陳常于時夏箋,1,1,玉海
之屬有九正義,1,1,玉海
宣王徳勸賢與周禮,1,1,玉海
周禮六師教六詩六,1,1,玉海
周頌正義按今周頌,1,1,玉海
紀宣帝詔,1,1,玉海
志賀循,1,1,玉海
張華表,1,1,玉海
姚皇二,1,1,玉海
一曰鹿鳴二,1,1,玉海
九曰清涼十,1,1,玉海
雅樂郎郭瓊,1,1,玉海
會又易古詩名,1,1,玉海
陳頎,1,1,玉海
定雅樂聲舊史,1,1,玉海
㑹要崔梲,1,1,玉海
禮鼔人注司馬法,1,1,玉海
李徳裕有鼓吹賦序,1,1,玉海
志太宗時,1,1,玉海
進荔枝因名,1,1,玉海
后如意元年改,1,1,玉海
奏謂大臣,1,1,玉海
㑹要一本,1,1,玉海
龜曲,1,1,玉海
十三曲祥麟曲,1,1,玉海
璧徹見㳺魚白龜曲,1,1,玉海
介族殊祥瑞麥曲,1,1,玉海
臣撰進五曲醴泉曲,1,1,玉海
鶴曲,1,1,玉海
甘露曲,1,1,玉海
禾曲,1,1,玉海
曲初舉酒,1,1,玉海
之舞宜改,1,1,玉海
二舞名迎送神,1,1,玉海
曰鎮安酌獻,1,1,玉海
曰孝安司徒奉俎,1,1,玉海
曰精安皇帝飲福,1,1,玉海
曰穆安徹豆,1,1,玉海
安曲,1,1,玉海
趙彦肅所傳,1,1,玉海
大戴禮五帝徳帝舜,1,1,玉海
而為舞號其樂,1,1,玉海
魯為季札舞之服䖍,1,1,玉海
内則疏熊氏,1,1,玉海
舞箋,1,1,玉海
詩文王世子,1,1,玉海
樂令注盧植,1,1,玉海
常傅隆,1,1,玉海
公問羽數於衆仲對,1,1,玉海
是萬與羽為一何休,1,1,玉海
下公卿議,1,1,玉海
遞代八風生注臣瓉,1,1,玉海
魏曲,1,1,玉海
之遺風楊泓,1,1,玉海
奏明帝廟,1,1,玉海
志注東觀書,1,1,玉海
保厥功詔書,1,1,玉海
初即位賜蒼書,1,1,玉海
昔者孝文廟樂,1,1,玉海
而屣躡王粲釋,1,1,玉海
相如傳注師古,1,1,玉海
育命,1,1,玉海
通典晉改魏昭武,1,1,玉海
改正徳,1,1,玉海
章烈總名,1,1,玉海
中所造,1,1,玉海
太樂令壁記,1,1,玉海
功舞三,1,1,玉海
封徳彛,1,1,玉海
帝矍然,1,1,玉海
往來歌者和,1,1,玉海
製歌辭名,1,1,玉海
㑹要列將上夀,1,1,玉海
破陳樂,1,1,玉海
㑹要十韻有,1,1,玉海
吕才被之管弦名,1,1,玉海
雅樂又,1,1,玉海
復令奏之舞畢歎,1,1,玉海
及髙宗崩改治康舞,1,1,玉海
舞武舞而已志又,1,1,玉海
宗李靖問對靖,1,1,玉海
斯焉帝,1,1,玉海
逸多召見,1,1,玉海
舞懿祖,1,1,玉海
大和睿宗,1,1,玉海
宗曰保大徳宗,1,1,玉海
曰和寧敬宗,1,1,玉海
帝廟奏大成制,1,1,玉海
慷慨歌和,1,1,玉海
文甲持槊歌和,1,1,玉海
至宣凡四舞四曲僖,1,1,玉海
大慶舞制,1,1,玉海
二舞名文舞,1,1,玉海
舞武舞,1,1,玉海
舞干羽于兩階詩,1,1,玉海
盾祭祀授舞者兵記,1,1,玉海
名曰舒和亦,1,1,玉海
舞儀式,1,1,玉海
株離北方,1,1,玉海
持弓助時養西夷,1,1,玉海
詩正義引虞傳,1,1,玉海
後漢陳禪傳陳忠,1,1,玉海
蠻則戎狄可知或,1,1,玉海
通云樂元語,1,1,玉海
樂曰兠西夷之樂,1,1,玉海
三年又改巴渝舞,1,1,玉海
奉貢輔上疏,1,1,玉海
初有北歌亦,1,1,玉海
蔟商之宫三,1,1,玉海
者用之二,1,1,玉海
姑洗角之宫四,1,1,玉海
音樂帝,1,1,玉海
節問其曲譯者,1,1,玉海
吕氏春秋亦,1,1,玉海
二曰赤鐘重心三,1,1,玉海
宋志鐘者世本,1,1,玉海
序其聲縣也世本,1,1,玉海
孟子高子,1,1,玉海
宋志高堂隆,1,1,玉海
縣鐘磬横,1,1,玉海
龍簨虡以龍飾之,1,1,玉海
商頌那奏鼓簡簡箋,1,1,玉海
注大鐘,1,1,玉海
樂器所縣横,1,1,玉海
傳成二年,1,1,玉海
疏左氏衆仲,1,1,玉海
注植,1,1,玉海
鑄無射泠州鳩,1,1,玉海
英索隱,1,1,玉海
吕之聲疏,1,1,玉海
出音故據聲而說又,1,1,玉海
周禮樂師注尚書傳,1,1,玉海
隋律厯志山謙之記,1,1,玉海
鐘銘則,1,1,玉海
鈴金舌,1,1,玉海
宣和博古圖說,1,1,玉海
斯徴觀,1,1,玉海
左傳襄十四年師曠,1,1,玉海
鐸疏檀弓,1,1,玉海
以金為舌則,1,1,玉海
通鼔大司馬,1,1,玉海
鬻子禹,1,1,玉海
禮典庸器注司農,1,1,玉海
圖齊侯鎛鐘銘,1,1,玉海
伯牙之號鐘師古,1,1,玉海
融笛賦,1,1,玉海
二萬斤漢舊儀,1,1,玉海
虡銘,1,1,玉海
初學記引三輔黃圖,1,1,玉海
隋盧賁,1,1,玉海
奏九夏鄭,1,1,玉海
刻之文故,1,1,玉海
虡其銘,1,1,玉海
王粲銘㽔賔,1,1,玉海
時人莫識之璞,1,1,玉海
北史元孚,1,1,玉海
為歌磬三,1,1,玉海
拊為相五,1,1,玉海
筑六,1,1,玉海
甚厲嗣真,1,1,玉海
得六鐘篆其帶,1,1,玉海
為升十升為斗銘,1,1,玉海
銘在其腹,1,1,玉海
翟汝文景鐘銘,1,1,玉海
寅上,1,1,玉海
書舜典䕫,1,1,玉海
大司樂疏虞書鄭注,1,1,玉海
也林氏,1,1,玉海
大射禮,1,1,玉海
儀禮注言成功,1,1,玉海
三禮圖舊圖引樂經,1,1,玉海
大戴,1,1,玉海
後魏律志高閭上表,1,1,玉海
則曰故老,1,1,玉海
劉貺亦,1,1,玉海
十六年十月戊午上,1,1,玉海
編磬周禮,1,1,玉海
漢郊祀志或,1,1,玉海
呉都賦注楚辭,1,1,玉海
演連珠注蔡邕琴操,1,1,玉海
爾雅大琴,1,1,玉海
蔡邕論琴,1,1,玉海
樂錄,1,1,玉海
傅毅琴賦,1,1,玉海
文選馬融長笛賦,1,1,玉海
注淮南子,1,1,玉海
語難鄭其辭,1,1,玉海
心故天下治索隱,1,1,玉海
風育養民之詩也其,1,1,玉海
淮南子泰族訓,1,1,玉海
之琴,1,1,玉海
文中子鼓南風釣者,1,1,玉海
集謝希逸琴論,1,1,玉海
義按虞傳,1,1,玉海
廟之瑟注鄭玄,1,1,玉海
樂府集文王操,1,1,玉海
師襄襄,1,1,玉海
有十二操,1,1,玉海
九引,1,1,玉海
公卿議,1,1,玉海
器空蘓林,1,1,玉海
祠太乙或,1,1,玉海
呉兢解題,1,1,玉海
灑疏,1,1,玉海
文選注淮南子,1,1,玉海
琴序,1,1,玉海
琴著書號,1,1,玉海
廣博琴徳最優又,1,1,玉海
文選注引琴道,1,1,玉海
太史令稽首,1,1,玉海
以竽八能,1,1,玉海
通典易通卦驗,1,1,玉海
玄琴賦序,1,1,玉海
寶琴,1,1,玉海
能辨行冲,1,1,玉海
鼓曰琵自上順鼓,1,1,玉海
宋志傅玄琵琶賦,1,1,玉海
琶因以為名杜摰,1,1,玉海
五弦阮宣示近臣,1,1,玉海
歌賦詩頌上謂宰相,1,1,玉海
史記騶忌,1,1,玉海
逸又,1,1,玉海
通曰和樂作者其曲,1,1,玉海
牽牛,1,1,玉海
黃帝出軍决,1,1,玉海
帝得竒獸名,1,1,玉海
軍禮,1,1,玉海
者之食樂也詩,1,1,玉海
官疏尚書鄭注,1,1,玉海
小鼓有柄,1,1,玉海
殷頌,1,1,玉海
入雲或,1,1,玉海
鼜夜戒守鼓司馬法,1,1,玉海
宋志小鼓有柄,1,1,玉海
五有,1,1,玉海
州石鼔銘,1,1,玉海
鉦鼔注應劭,1,1,玉海
尉繚勒卒令,1,1,玉海
周禮鼓人,1,1,玉海
賦鼓嚴簿注張揖,1,1,玉海
周禮注鄭司農,1,1,玉海
宋朝國初,1,1,玉海
景祐廣樂記,1,1,玉海
仁宗甞,1,1,玉海
今吕氏春秋作筒,1,1,玉海
本也高誘,1,1,玉海
太平御覽引史記,1,1,玉海
書戛擊鳴球,1,1,玉海
周禮大司樂疏虞書,1,1,玉海
有奕下,1,1,玉海
但有管弦之樂又,1,1,玉海
疏案通卦驗,1,1,玉海
疏禮圖,1,1,玉海
漢志注應劭,1,1,玉海
非子,1,1,玉海
史記注賈逵,1,1,玉海
律志竹,1,1,玉海
樂記正義鄭司農,1,1,玉海
曰大風起兮雲飛揚,1,1,玉海
弦以竹擊之故,1,1,玉海
羽籥鳴注師古,1,1,玉海
望注師古,1,1,玉海
宋志其器今亡蔡邕,1,1,玉海
隋何妥,1,1,玉海
具黃鐘為主定名,1,1,玉海
注風俗通,1,1,玉海
三禮圖舊圖,1,1,玉海
笳杜摰有笳賦,1,1,玉海
絲之屬四一,1,1,玉海
匏之屬二一,1,1,玉海
土之屬一,1,1,玉海
革之屬五一,1,1,玉海
木之屬二,1,1,玉海
以懸鐘磬橫,1,1,玉海
十二馮元宋祁等議,1,1,玉海
詩簡兮正義鍾儀,1,1,玉海
楊傑,1,1,玉海
以名庠,1,1,玉海
北史邢劭,1,1,玉海
儒林傳夏,1,1,玉海
靈一雍在郊者熊氏,1,1,玉海
孟子殷,1,1,玉海
之間故,1,1,玉海
帝名大學,1,1,玉海
正文故,1,1,玉海
菜在於虞庠皇氏,1,1,玉海
於學國人觀之,1,1,玉海
齒讓何也,1,1,玉海
孟子周,1,1,玉海
漢儒林傳周,1,1,玉海
子之學,1,1,玉海
郊者祭義,1,1,玉海
子入學之期内則,1,1,玉海
注水旋丘如璧,1,1,玉海
辟雍之地正義,1,1,玉海
堂辟廱諸侯,1,1,玉海
長安西北四十里亦,1,1,玉海
詩正義鄭氏駁異義,1,1,玉海
廟中之門,1,1,玉海
大戴禮保傅篇學禮,1,1,玉海
胄李善,1,1,玉海
明堂論,1,1,玉海
其四門之學則,1,1,玉海
篇曰,1,1,玉海
魏文侯孝經傳,1,1,玉海
節猶爾雅,1,1,玉海
禮記太學志,1,1,玉海
三禮義宗内則,1,1,玉海
詩靈臺疏袁準正論,1,1,玉海
老教胄子祭統,1,1,玉海
焉大戴禮保傅篇,1,1,玉海
教焉故,1,1,玉海
東膠亦,1,1,玉海
注周名大學,1,1,玉海
三禮義宗亦,1,1,玉海
羣吏,1,1,玉海
也則黨學,1,1,玉海
禮非周法疏又,1,1,玉海
遠郊之外,1,1,玉海
秀士升之司徒,1,1,玉海
屬於遂總,1,1,玉海
于大學命,1,1,玉海
訓諸侯者樊穆仲,1,1,玉海
宣紀本始二年詔,1,1,玉海
嵗餘復如故,1,1,玉海
董仲舒傳對策,1,1,玉海
臺后蒼九篇注如淳,1,1,玉海
曲臺記晉灼,1,1,玉海
為槐市門三輔舊事,1,1,玉海
灼指漢初言或,1,1,玉海
梁太后詔,1,1,玉海
李尤太學銘,1,1,玉海
歆書,1,1,玉海
唐書歸崇敬,1,1,玉海
挐又銘,1,1,玉海
宏漢紀,1,1,玉海
並開邸第教經書詔,1,1,玉海
奏内有,1,1,玉海
年六月詔,1,1,玉海
注郭縁生述征記,1,1,玉海
劉芳表,1,1,玉海
劉炫傳,1,1,玉海
李觀,1,1,玉海
復曰監龍朔二年改,1,1,玉海
少司成咸亨元年復,1,1,玉海
愈集請上尊號表,1,1,玉海
李觀書,1,1,玉海
至一門,1,1,玉海
通典後魏書劉芳表,1,1,玉海
四學鄭玄注,1,1,玉海
栁宗元助教壁記,1,1,玉海
計之事注蘇林,1,1,玉海
九數一,1,1,玉海
商功六,1,1,玉海
徽九章算術自一,1,1,玉海
列子亦,1,1,玉海
酒試之按學令,1,1,玉海
監詔祖宗故事乃,1,1,玉海
四月二日上,1,1,玉海
士主簿録諭置一,1,1,玉海
月三十日詔,1,1,玉海
南薰門外一本,1,1,玉海
上自題賜書閣牓,1,1,玉海
吕温頌,1,1,玉海
祖宗故事,1,1,玉海
編會要,1,1,玉海
因歎,1,1,玉海
肇興於大學,1,1,玉海
一乃中庸上,1,1,玉海
次幸武學詔,1,1,玉海
禮先師也詩,1,1,玉海
亦云釋菜注,1,1,玉海
幣帛文王世子又,1,1,玉海
師不,1,1,玉海
愷於祖司馬職,1,1,玉海
書之官周禮,1,1,玉海
奠之不合也,1,1,玉海
禮先聖先師又,1,1,玉海
訊馘告是也或,1,1,玉海
生廟中慨然,1,1,玉海
先師釋者,1,1,玉海
生釋奠必有合釋者,1,1,玉海
有光榮乎對,1,1,玉海
並同奠宋志,1,1,玉海
摯虞頌,1,1,玉海
李諧詩帝,1,1,玉海
以志又,1,1,玉海
漢魏,1,1,玉海
十七日甲寅詔,1,1,玉海
郭元振詔,1,1,玉海
儀謂左右,1,1,玉海
矣又指李晟,1,1,玉海
午朔加諡太公,1,1,玉海
唯七十二人帝,1,1,玉海
奠之禮上,1,1,玉海
義忠和二,1,1,玉海
孝友睦婣任恤三,1,1,玉海
閭胥凡春秋,1,1,玉海
之秀者升諸司馬,1,1,玉海
王而升於司馬,1,1,玉海
司士注王制,1,1,玉海
賁號,1,1,玉海
食詔,1,1,玉海
于上注鄭司農,1,1,玉海
帝十二年三月詔,1,1,玉海
朔元年十一月詔,1,1,玉海
董仲舒傳制,1,1,玉海
元狩元年四月詔,1,1,玉海
人三匹六年六月詔,1,1,玉海
傳晁錯對策,1,1,玉海
至行制詔齊相,1,1,玉海
後漢陳忠,1,1,玉海
帝永元七年四月詔,1,1,玉海
教孔子,1,1,玉海
胡廣駁,1,1,玉海
而詰之對,1,1,玉海
宜改革帝乃止論,1,1,玉海
百官志注决録注,1,1,玉海
晉袁宏,1,1,玉海
之行今萬家之縣,1,1,玉海
楊興,1,1,玉海
闞駰妄解,1,1,玉海
計丞長史,1,1,玉海
計程包對,1,1,玉海
志注志林,1,1,玉海
和紀注漢官儀,1,1,玉海
御史四,1,1,玉海
官目録,1,1,玉海
通行修三,1,1,玉海
元五年三月戊子詔,1,1,玉海
志漢官,1,1,玉海
漢官儀博士舉狀,1,1,玉海
張酺,1,1,玉海
餘人以次問之,1,1,玉海
興伐吳之役下詔,1,1,玉海
胡廣傳上書,1,1,玉海
前鮑宣傳,1,1,玉海
唐書薛登,1,1,玉海
注長安中謡,1,1,玉海
劉毅上䟽,1,1,玉海
夏侯玄傳議,1,1,玉海
司徒府不從重奏,1,1,玉海
文選注晉諸公讃,1,1,玉海
名曰方司格史通,1,1,玉海
文選文帝典論論文,1,1,玉海
舉淹滯一,1,1,玉海
徒由州縣,1,1,玉海
選也天子自詔,1,1,玉海
其科有六一,1,1,玉海
三曰進士四,1,1,玉海
按髙錯本傳,1,1,玉海
宋朝李淑,1,1,玉海
東觀奏記,1,1,玉海
薛登,1,1,玉海
志天子自詔者,1,1,玉海
史中丞漢官,1,1,玉海
列亦,1,1,玉海
冬亦與計偕有二科,1,1,玉海
二十三日通鑑,1,1,玉海
判三條,1,1,玉海
除京官六人式詔,1,1,玉海
法三,1,1,玉海
驤陳越制策,1,1,玉海
和殿謂宰臣,1,1,玉海
年三月二十三日詔,1,1,玉海
進士及第仁宗,1,1,玉海
過數端或,1,1,玉海
士一,1,1,玉海
納科三,1,1,玉海
備顧問科七,1,1,玉海
置六科以舉士一,1,1,玉海
章典雅可備制誥二,1,1,玉海
該通可備刑讞四,1,1,玉海
弟可備監司郡守六,1,1,玉海
其末流之弊如,1,1,玉海
之才矣此其大略也,1,1,玉海
江總表,1,1,玉海
後傳馮嚴上疏,1,1,玉海
典選舉上疏,1,1,玉海
梁沈約上疏,1,1,玉海
唐薛謙光上疏,1,1,玉海
韋嗣立上疏,1,1,玉海
陸贄上疏,1,1,玉海
方慶上疏,1,1,玉海
事法帖有之,1,1,玉海
文選注引山濤啓事,1,1,玉海
事尋啓事,1,1,玉海
事擇其才,1,1,玉海
劉秩,1,1,玉海
甲令雖,1,1,玉海
蘇晉傳榜選院,1,1,玉海
請云,1,1,玉海
節恩䕃,1,1,玉海
太宰八法八,1,1,玉海
問房對,1,1,玉海
傳為左馮翊上諭意,1,1,玉海
馮野王傳杜欽奏記,1,1,玉海
屬郡國注胡廣,1,1,玉海
崔林,1,1,玉海
杜恕,1,1,玉海
依其詳難並舉也語,1,1,玉海
黜之上奏,1,1,玉海
食貨志陸贄奏,1,1,玉海
元稹對策,1,1,玉海
選設四式以任人一,1,1,玉海
任賢之式四,1,1,玉海
陸贄論改轉倫序,1,1,玉海
敏四,1,1,玉海
論語撰考,1,1,玉海
同火張晏,1,1,玉海
方春秋正義,1,1,玉海
昭二十年齊晏子,1,1,玉海
正義賈逵,1,1,玉海
周禮疏易通卦驗,1,1,玉海
考云,1,1,玉海
民事其時官名盖,1,1,玉海
則掌天地者其,1,1,玉海
無夏官之名夏傳,1,1,玉海
周語單襄公吿定王,1,1,玉海
