page_number,final_label,initial_label,character,chars_raw,romanization,occurrence_count,manchu_script,source_chunk
8,an,g,敢,敢,g’an,6,ᡬᠠᠨ,敢 g’an 6
8,an,g,乾,乾,g’an,4,ᡬᠠᠨ,乾 g’an 4
8,an,g,感,感,g’an,2,ᡬᠠᠨ,感 g’an 2
8,an,g,干,干,g’an,2,ᡬᠠᠨ,干 g’an 2
8,an,k,看,看,k’an,22,ᠺᠠᠨ,看 k’an 22
8,an,k,砍,砍,k’an,2,ᠺᠠᠨ,砍 k’an 2
8,an,k,坎,坎,k’an,,ᠺᠠᠨ,坎 k’an
8,an,h,罕,罕,h’an,,ᡭᠠᠨ,罕 h’an
8,an,h,汗,汗,h’an,,ᡭᠠᠨ,汗 h’an
8,an,h,含,含,han,,ᡥᠠᠨ,含 han
8,an,h,漢,漢,han,,ᡥᠠᠨ,漢 han
8,an,h,翰,翰,han,,ᡥᠠᠨ,翰 han
8,an,∅,安,安,an,4,ᠠᠨ,安 an 4
8,an,∅,按,按,an,,ᠠᠨ,按 an
8,an,∅,鞍,鞍,an,,ᠠᠨ,鞍 an
8,ian,b,便,便,biyan,9,ᠪᡳᠶᠠᠨ,便 biyan 9
8,ian,b,辺,辺,biyan,4,ᠪᡳᠶᠠᠨ,辺 biyan 4
8,ian,b,変,変,biyan,2,ᠪᡳᠶᠠᠨ,変 biyan 2
8,ian,b,辯,辯,biyan,2,ᠪᡳᠶᠠᠨ,辯 biyan 2
8,ian,b,編,編,biyan,,ᠪᡳᠶᠠᠨ,編 biyan
8,ian,b,遍,遍,biyan,,ᠪᡳᠶᠠᠨ,遍 biyan
8,ian,p,便,便,piyan,2,ᡦᡳᠶᠠᠨ,便 piyan 2
8,ian,m,面,面,miyan,9,ᠮᡳᠶᠠᠨ,面 miyan 9
8,ian,m,勉,勉,miyan,,ᠮᡳᠶᠠᠨ,勉 miyan
8,ian,m,免,免,miyan,,ᠮᡳᠶᠠᠨ,免 miyan
8,ian,m,棉,棉,miyan,,ᠮᡳᠶᠠᠨ,棉 miyan
8,ian,d,点,点/點,diyan,3,ᡩᡳᠶᠠᠨ,点 / 點 diyan 3
8,ian,d,點,点/點,diyan,3,ᡩᡳᠶᠠᠨ,点 / 點 diyan 3
8,ian,d,墊,墊,diyan,2,ᡩᡳᠶᠠᠨ,墊 diyan 2
8,ian,d,奠,奠,diyan,,ᡩᡳᠶᠠᠨ,奠 diyan
8,ian,t,天,天,tiyan,4,ᡨᡳᠶᠠᠨ,天 tiyan 4
8,ian,t,添,添,tiyan,3,ᡨᡳᠶᠠᠨ,添 tiyan 3
8,ian,n,年,年,niyan,16,ᠨᡳᠶᠠᠨ,年 niyan 16
8,ian,n,念,念,niyan,14,ᠨᡳᠶᠠᠨ,念 niyan 14
8,ian,l,連,連,liyan,7,ᠯᡳᠶᠠᠨ,連 liyan 7
8,ian,l,恋,恋,liyan,,ᠯᡳᠶᠠᠨ,恋 liyan
8,ian,l,簾,簾,liyan,,ᠯᡳᠶᠠᠨ,簾 liyan
8,ian,j,見,見,jiyan,36,ᠵᡳᠶᠠᠨ,見 jiyan 36
8,ian,j,件,件,giyan,10,ᡤᡳᠶᠠᠨ,件 giyan 10
8,ian,j,箭,箭,jiyan,6,ᠵᡳᠶᠠᠨ,箭 jiyan 6
8,ian,j,間,間,giyan,6,ᡤᡳᠶᠠᠨ,間 giyan 6
8,ian,j,漸,漸,jiyan,2,ᠵᡳᠶᠠᠨ,漸 jiyan 2
8,ian,j,艰,艰,giyan,2,ᡤᡳᠶᠠᠨ,艰 giyan 2
8,ian,j,簡,簡,jiyan,,ᠵᡳᠶᠠᠨ,簡 jiyan
8,ian,q,前,前,ciyan,18,ᠴᡳᠶᠠᠨ,前 ciyan 18
8,ian,q,錢,錢,ciyan,5,ᠴᡳᠶᠠᠨ,錢 ciyan 5
8,ian,q,謙,謙,ciyan,2,ᠴᡳᠶᠠᠨ,謙 ciyan 2
8,ian,q,浅,浅,ciyan,,ᠴᡳᠶᠠᠨ,浅 ciyan
8,ian,x,先,先,siyan,13,ᠰᡳᠶᠠᠨ,先 siyan 13
8,ian,x,現,現,siyan,9,ᠰᡳᠶᠠᠨ,現 siyan 9 / hiyan 2
8,ian,x,現,現,hiyan,2,ᡥᡳᠶᠠᠨ,現 siyan 9 / hiyan 2
8,ian,x,閒,閒,siyan,2,ᠰᡳᠶᠠᠨ,閒 siyan 2 / hiyan 2
8,ian,x,閒,閒,hiyan,2,ᡥᡳᠶᠠᠨ,閒 siyan 2 / hiyan 2
8,ian,x,嫌,嫌,siyan,2,ᠰᡳᠶᠠᠨ,嫌 siyan 2
8,ian,x,賢,賢,siyan,2,ᠰᡳᠶᠠᠨ,賢 siyan 2
8,ian,x,顕,顕,hiyan,,ᡥᡳᠶᠠᠨ,顕 hiyan
8,ian,x,險,險,hiyan,,ᡥᡳᠶᠠᠨ,險 hiyan
8,ian,y,言,言,yan,9,ᠶᠠᠨ,言 yan 9
8,ian,y,厭,厭,yan,4,ᠶᠠᠨ,厭 yan 4
8,ian,y,眼,眼,yan,4,ᠶᠠᠨ,眼 yan 4
8,ian,y,烟,烟,yan,3,ᠶᠠᠨ,烟 yan 3
8,ian,y,醃,醃,yan,2,ᠶᠠᠨ,醃 yan 2
8,ian,y,嚴,嚴,yan,,ᠶᠠᠨ,嚴 yan
8,ian,y,筵,筵,yan,,ᠶᠠᠨ,筵 yan
8,ian,y,簷,簷,yan,,ᠶᠠᠨ,簷 yan
8,ian,y,掩,掩,yan,,ᠶᠠᠨ,掩 yan
8,ian,y,演,演,yan,,ᠶᠠᠨ,演 yan
8,uan,d,断,断,duwan,10,ᡩᡠᠸᠠᠨ,断 duwan 10
8,uan,t,團,團,tuwan,,ᡨᡠᠸᠠᠨ,團 tuwan
8,uan,l,乱,乱,luwan,4,ᠯᡠᠸᠠᠨ,乱 luwan 4
8,uan,s,算,算/筭,suwan,8,ᠰᡠᠸᠠᠨ,算 / 筭 suwan 8
8,uan,s,筭,算/筭,suwan,8,ᠰᡠᠸᠠᠨ,算 / 筭 suwan 8
8,uan,zh,轉,轉,jowan,,ᠵᠣᠸᠠᠨ,轉 jowan
8,uan,ch,穿,穿,cuwan,2,ᠴᡠᠸᠠᠨ,穿 cuwan 2
8,uan,ch,傳,傳,cuwan,,ᠴᡠᠸᠠᠨ,傳 cuwan
8,uan,sh,拴,拴,šuwan,5,ᡧᡠᠸᠠᠨ,拴 šuwan 5
8,uan,g,管,管,guwan,6,ᡤᡠᠸᠠᠨ,管 guwan 6
8,uan,g,慣,慣,guwan,2,ᡤᡠᠸᠠᠨ,慣 guwan 2
8,uan,g,覌,覌,guwan,,ᡤᡠᠸᠠᠨ,覌 guwan / kuwan
8,uan,g,覌,覌,kuwan,,ᡴᡠᠸᠠᠨ,覌 guwan / kuwan
8,uan,g,関,関,guwan,,ᡤᡠᠸᠠᠨ,関 guwan
8,uan,k,款,款,kuwan,2,ᡴᡠᠸᠠᠨ,款 kuwan 2
8,uan,k,寛,寛,kuwan,,ᡴᡠᠸᠠᠨ,寛 kuwan
8,uan,h,还,还/還,huwan,28,ᡥᡠᠸᠠᠨ,还 / 還 huwan 28 / hūwan 3 / huwai
8,uan,h,还,还/還,hūwan,3,ᡥᡡᠸᠠᠨ,还 / 還 huwan 28 / hūwan 3 / huwai
8,uan,h,还,还/還,huwai,,ᡥᡠᠸᠠᡳ,还 / 還 huwan 28 / hūwan 3 / huwai
8,uan,h,還,还/還,huwan,28,ᡥᡠᠸᠠᠨ,还 / 還 huwan 28 / hūwan 3 / huwai
8,uan,h,還,还/還,hūwan,3,ᡥᡡᠸᠠᠨ,还 / 還 huwan 28 / hūwan 3 / huwai
8,uan,h,還,还/還,huwai,,ᡥᡠᠸᠠᡳ,还 / 還 huwan 28 / hūwan 3 / huwai
8,uan,h,欢,欢,huwan,3,ᡥᡠᠸᠠᠨ,欢 huwan 3
8,uan,h,緩,緩,huwan,2,ᡥᡠᠸᠠᠨ,緩 huwan 2
8,uan,w,完,完,wan,14,ᠸᠠᠨ,完 wan 14
8,uan,w,万,万/萬,wan,5,ᠸᠠᠨ,万 / 萬 wan 5
8,uan,w,萬,万/萬,wan,5,ᠸᠠᠨ,万 / 萬 wan 5
8,uan,w,晩,晩,wan,3,ᠸᠠᠨ,晩 wan 3
8,uan,w,碗,碗,wan,2,ᠸᠠᠨ,碗 wan 2
8,üan,q,劝,劝,kiowan,5,ᡴᡳᠣᠸᠠᠨ,劝 kiowan 5
8,üan,q,全,全,ciowan,3,ᠴᡳᠣᠸᠠᠨ,全 ciowan 3 / kiowan
8,üan,q,全,全,kiowan,,ᡴᡳᠣᠸᠠᠨ,全 ciowan 3 / kiowan
8,üan,x,眩,眩,hiowan,,ᡥᡳᠣᠸᠠᠨ,眩 hiowan
8,üan,y,院,院,yuwan,8,ᠶᡠᠸᠠᠨ,院 yuwan 8
8,üan,y,原,原,yuwan,6,ᠶᡠᠸᠠᠨ,原 yuwan 6
8,üan,y,怨,怨,yuwan,4,ᠶᡠᠸᠠᠨ,怨 yuwan 4
8,üan,y,遠,遠/远,yuwan,4,ᠶᡠᠸᠠᠨ,遠 / 远 yuwan 4
8,üan,y,远,遠/远,yuwan,4,ᠶᡠᠸᠠᠨ,遠 / 远 yuwan 4
8,üan,y,愿,愿,yuwan,3,ᠶᡠᠸᠠᠨ,愿 yuwan 3
8,üan,y,縁,縁,yuwan,2,ᠶᡠᠸᠠᠨ,縁 yuwan 2
8,üan,y,員,員,yuwan,,ᠶᡠᠸᠠᠨ,員 yuwan
8,üan,y,源,源,yuwan,,ᠶᡠᠸᠠᠨ,源 yuwan
8,üan,y,冤,冤,yuwan,,ᠶᡠᠸᠠᠨ,冤 yuwan
9,en,b,本,本,ben,6,ᠪᡝᠨ,本 ben 6
9,en,p,盆,盆,pen,,ᡦᡝᠨ,盆 pen
9,en,m,們,們,men,89,ᠮᡝᠨ,們 men 89
9,en,m,門,門,men,7,ᠮᡝᠨ,門 men 7
9,en,m,悶,悶,men,2,ᠮᡝᠨ,悶 men 2
9,en,f,分,分,fen,2,ᡶᡝᠨ,分 fen 2
9,en,f,墳,墳/坟,fen,2,ᡶᡝᠨ,墳 / 坟 fen 2
9,en,f,坟,墳/坟,fen,2,ᡶᡝᠨ,墳 / 坟 fen 2
9,en,z,怎,怎,dzen,30,ᡯᡝᠨ,怎 dzen 30
9,en,zh,真,真,jen,18,ᠵᡝᠨ,真 jen 18 / jeng 2
9,en,zh,真,真,jeng,2,ᠵᡝᠩ,真 jen 18 / jeng 2
9,en,zh,斟,斟,jeng,2,ᠵᡝᠩ,斟 jeng 2
9,en,sh,身,身,šen,16,ᡧᡝᠨ,身 šen 16 / šeng
9,en,sh,身,身,šeng,,ᡧᡝᠩ,身 šen 16 / šeng
9,en,sh,甚,甚,šen,5,ᡧᡝᠨ,甚 šen 5
9,en,sh,慎,慎,šen,2,ᡧᡝᠨ,慎 šen 2
9,en,sh,神,神,šen,,ᡧᡝᠨ,神 šen
9,en,sh,深,深,šen,,ᡧᡝᠨ,深 šen
9,en,r,人,人,žin,116,ᡰᡳᠨ,人 žin 116
9,en,r,認,認,žin,6,ᡰᡳᠨ,認 žin 6 / žen
9,en,r,認,認,žen,,ᡰᡝᠨ,認 žin 6 / žen
9,en,r,任,任,žin,2,ᡰᡳᠨ,任 žin 2
9,en,g,跟,跟,gen,5,ᡤᡝᠨ,跟 gen 5
9,en,g,根,根,gen,,ᡤᡝᠨ,根 gen
9,en,k,肯,肯,ken,13,ᡴᡝᠨ,肯 ken 13
9,en,k,懇,懇,ken,,ᡴᡝᠨ,懇 ken
9,en,k,掯,掯,ken,,ᡴᡝᠨ,掯 ken
9,en,h,狠,狠,hen,19,ᡥᡝᠨ,狠 hen 19
9,en,h,恨,恨,hen,,ᡥᡝᠨ,恨 hen
9,en,∅,恩,恩,en,2,ᡝᠨ,恩 en 2
9,in,p,品,品,ping,,ᡦᡳᠩ,品 ping
9,in,m,敏,敏,min,,ᠮᡳᠨ,敏 min
9,in,l,林,林,lin,2,ᠯᡳᠨ,林 lin 2
9,in,j,今,今,gin,30,ᡤᡳᠨ,今 gin 30
9,in,j,進,進,jin,20,ᠵᡳᠨ,進 jin 20
9,in,j,儘,儘/侭,jin,11,ᠵᡳᠨ,儘 / 侭 jin 11
9,in,j,侭,儘/侭,jin,11,ᠵᡳᠨ,儘 / 侭 jin 11
9,in,j,緊,緊,gin,8,ᡤᡳᠨ,緊 gin 8
9,in,j,尽,尽/盡,jin,6,ᠵᡳᠨ,尽 / 盡 jin 6
9,in,j,盡,尽/盡,jin,6,ᠵᡳᠨ,尽 / 盡 jin 6
9,in,j,謹,謹,gin,2,ᡤᡳᠨ,謹 gin 2 / ging 3
9,in,j,謹,謹,ging,3,ᡤᡳᠩ,謹 gin 2 / ging 3
9,in,q,親,親,cin,5,ᠴᡳᠨ,親 cin 5
9,in,x,心,心,sin,34,ᠰᡳᠨ,心 sin 34
9,in,x,信,信,hin,17,ᡥᡳᠨ,信 hin 17
9,in,y,因,因,yen,16,ᠶᡝᠨ,因 yen 16
9,in,y,飲,飲,yen,8,ᠶᡝᠨ,飲 yen 8
9,in,y,艮,艮,yen,3,ᠶᡝᠨ,艮 yen 3
9,in,y,音,音,yen,2,ᠶᡝᠨ,音 yen 2
9,in,y,阴,阴,yen,2,ᠶᡝᠨ,阴 yen 2
9,in,y,隠,隠,yen,,ᠶᡝᠨ,隠 yen
9,in,y,殷,殷,ing,,ᡳᠩ,殷 ing
9,uen,d,鈍,鈍,dun,,ᡩᡠᠨ,鈍 dun
9,uen,l,論,論,lun,2,ᠯᡠᠨ,論 lun 2 / luwen 2
9,uen,l,論,論,luwen,2,ᠯᡠᠸᡝᠨ,論 lun 2 / luwen 2
9,uen,z,尊,尊,dzun,2,ᡯᡠᠨ,尊 dzun 2
9,uen,c,存,存,ts’un,2,ᡨᠰᡠᠨ,存 ts’un 2
9,uen,c,村,村,dzun,,ᡯᡠᠨ,村 dzun
9,uen,s,損,損,sun,2,ᠰᡠᠨ,損 sun 2
9,uen,s,孫,孫,sun,,ᠰᡠᠨ,孫 sun
9,uen,zh,準,準,jun,3,ᠵᡠᠨ,準 jun 3
9,uen,ch,春,春,cūn,,ᠴᡡᠨ,春 cūn
9,uen,ch,唇,唇,šūn,,ᡧᡡᠨ,唇 šūn
9,uen,sh,順,順,šūn,4,ᡧᡡᠨ,順 šūn 4
9,uen,g,棍,棍,gun,,ᡤᡠᠨ,棍 gun
9,uen,k,困,困,kun,,ᡴᡠᠨ,困 kun
9,uen,h,渾,渾,hun,2,ᡥᡠᠨ,渾 hun 2 / hon
9,uen,h,渾,渾,hon,,ᡥᠣᠨ,渾 hun 2 / hon
9,uen,h,魂,魂,hun,,ᡥᡠᠨ,魂 hun
9,uen,w,問,問,wen,16,ᠸᡝᠨ,問 wen 16
9,uen,w,温,温,wen,2,ᠸᡝᠨ,温 wen 2
9,ün,s,尋,尋,siyūn,19,ᠰᡳᠶᡡᠨ,尋 siyūn 19
9,ün,s,遜,遜,siyūn,2,ᠰᡳᠶᡡᠨ,遜 siyūn 2
9,ün,s,迅,迅,sioan,,ᠰᡳᠣᠠᠨ,迅 sioan
10,ang,p,傍,傍,pang,5,ᡦᠠᠩ,傍 pang 5
10,ang,m,忙,忙,mang,5,ᠮᠠᠩ,忙 mang 5
10,ang,f,房,房,fang,5,ᡶᠠᠩ,房 fang 5
10,ang,f,妨,妨,fang,4,ᡶᠠᠩ,妨 fang 4
10,ang,f,放,放,fang,4,ᡶᠠᠩ,放 fang 4
10,ang,f,方,方,fang,2,ᡶᠠᠩ,方 fang 2
10,ang,f,防,防,fang,2,ᡶᠠᠩ,防 fang 2
10,ang,f,彷,彷,fang,,ᡶᠠᠩ,彷 fang
10,ang,d,當,當/当,dang,20,ᡩᠠᠩ,當 / 当 dang 20
10,ang,d,当,當/当,dang,20,ᡩᠠᠩ,當 / 当 dang 20
10,ang,d,档,档,dang,,ᡩᠠᠩ,档 dang
10,ang,d,挡,挡,dang,,ᡩᠠᠩ,挡 dang
10,ang,t,倘,倘,tang,13,ᡨᠠᠩ,倘 tang 13
10,ang,t,湯,湯,tang,,ᡨᠠᠩ,湯 tang
10,ang,l,郎,郎,lang,,ᠯᠠᠩ,郎 lang
10,ang,z,臓,臓,dzang,,ᡯᠠᠩ,臓 dzang
10,ang,s,嗓,嗓,sang,,ᠰᠠᠩ,嗓 sang
10,ang,zh,長,長,jang,14,ᠵᠠᠩ,長 jang 14
10,ang,zh,賬,賬,jang,,ᠵᠠᠩ,賬 jang
10,ang,zh,章,章,jang,,ᠵᠠᠩ,章 jang
10,ang,zh,掌,掌,jang,,ᠵᠠᠩ,掌 jang
10,ang,ch,常,常,cang,14,ᠴᠠᠩ,常 cang 14
10,ang,ch,長,長,cang,,ᠴᠠᠩ,長 cang
10,ang,sh,上,上,šang,48,ᡧᠠᠩ,上 šang 48
10,ang,sh,尚,尚,šang,3,ᡧᠠᠩ,尚 šang 3
10,ang,sh,商,商,šang,2,ᡧᠠᠩ,商 šang 2
10,ang,sh,傷,傷,šang,2,ᡧᠠᠩ,傷 šang 2
10,ang,r,譲,譲,žang,7,ᡰᠠᠩ,譲 žang 7
10,ang,g,剛,剛,g’ang,2,ᡬᠠᠩ,剛 g’ang 2
10,ang,k,慷,慷,k’ang,4,ᠺᠠᠩ,慷 k’ang 4
10,ang,k,炕,炕,k’ang,3,ᠺᠠᠩ,炕 k’ang 3
10,iang,l,量,量,liyang,7,ᠯᡳᠶᠠᠩ,量 liyang 7
10,iang,l,両,両,liyang,5,ᠯᡳᠶᠠᠩ,両 liyang 5
10,iang,l,凉,凉,liyang,4,ᠯᡳᠶᠠᠩ,凉 liyang 4
10,iang,l,諒,諒,liyang,2,ᠯᡳᠶᠠᠩ,諒 liyang 2
10,iang,l,喨,喨,liyang,2,ᠯᡳᠶᠠᠩ,喨 liyang 2
10,iang,l,良,良,liyang,,ᠯᡳᠶᠠᠩ,良 liyang
10,iang,j,講,講,giyang,5,ᡤᡳᠶᠠᠩ,講 giyang 5
10,iang,j,將,將,jiyang,4,ᠵᡳᠶᠠᠩ,將 jiyang 4
10,iang,j,姜,姜,giyang,,ᡤᡳᠶᠠᠩ,姜 giyang
10,iang,q,強,強,kiyang,6,ᡴᡳᠶᠠᠩ,強 kiyang 6
10,iang,x,想,想,siyang,22,ᠰᡳᠶᠠᠩ,想 siyang 22
10,iang,x,像,像,siyang,12,ᠰᡳᠶᠠᠩ,像 siyang 12
10,iang,x,相,相,siyang,11,ᠰᡳᠶᠠᠩ,相 siyang 11
10,iang,x,向,向,siyang,7,ᠰᡳᠶᠠᠩ,向 siyang 7
10,iang,x,响,响,siyang,2,ᠰᡳᠶᠠᠩ,响 siyang 2 / hiyang
10,iang,x,响,响,hiyang,,ᡥᡳᠶᠠᠩ,响 siyang 2 / hiyang
10,iang,y,様,様,yang,73,ᠶᠠᠩ,様 yang 73
10,iang,y,養,養,yang,,ᠶᠠᠩ,養 yang
10,uang,zh,装,装,juwang,4,ᠵᡠᠸᠠᠩ,装 juwang 4 / jowang
10,uang,zh,装,装,jowang,,ᠵᠣᠸᠠᠩ,装 juwang 4 / jowang
10,uang,sh,爽,爽,šuwang,3,ᡧᡠᠸᠠᠩ,爽 šuwang 3
10,uang,g,光,光,guwang,3,ᡤᡠᠸᠠᠩ,光 guwang 3
10,uang,k,况,况,kuwang,6,ᡴᡠᠸᠠᠩ,况 kuwang 6
10,uang,k,狂,狂,kuwang,,ᡴᡠᠸᠠᠩ,狂 kuwang
10,uang,h,謊,謊,huwang,5,ᡥᡠᠸᠠᠩ,謊 huwang 5
10,uang,h,恍,恍,huwang,3,ᡥᡠᠸᠠᠩ,恍 huwang 3
10,uang,h,黄,黄,hūwang,2,ᡥᡡᠸᠠᠩ,黄 hūwang 2
10,uang,h,慌,慌,huwang,,ᡥᡠᠸᠠᠩ,慌 huwang
10,uang,h,幌,幌,huwang,,ᡥᡠᠸᠠᠩ,幌 huwang
10,uang,w,徃,徃,wang,16,ᠸᠠᠩ,徃 wang 16
10,uang,w,望,望,wang,16,ᠸᠠᠩ,望 wang 16
10,uang,w,忘,忘,wang,3,ᠸᠠᠩ,忘 wang 3
10,eng,p,朋,朋,peng,16,ᡦᡝᠩ,朋 peng 16 / beng
10,eng,p,朋,朋,beng,,ᠪᡝᠩ,朋 peng 16 / beng
10,eng,p,磞,磞,peng,3,ᡦᡝᠩ,磞 peng 3
10,eng,p,膨,膨,peng,,ᡦᡝᠩ,膨 peng
10,eng,m,蒙,蒙,meng,,ᠮᡝᠩ,蒙 meng
10,eng,f,豊,豊,feng,2,ᡶᡝᠩ,豊 feng 2
10,eng,f,風,風,fung,2,ᡶᡠᠩ,風 fung 2
10,eng,f,逢,逢,feng,,ᡶᡝᠩ,逢 feng
10,eng,d,等,等,deng,12,ᡩᡝᠩ,等 deng 12
10,eng,d,登,登,deng,2,ᡩᡝᠩ,登 deng 2
10,eng,d,瞪,瞪,deng,,ᡩᡝᠩ,瞪 deng
10,eng,t,疼,疼,teng,8,ᡨᡝᠩ,疼 teng 8
10,eng,t,騰,騰,teng,,ᡨᡝᠩ,騰 teng
10,eng,n,能,能,neng,15,ᠨᡝᠩ,能 neng 15
10,eng,l,冷,冷,leng,2,ᠯᡝᠩ,冷 leng 2
11,eng,c,曽,曽,ts’eng,,ᡨᠰᡝᠩ,曽 ts’eng
11,eng,zh,正,正,jeng,11,ᠵᡝᠩ,正 jeng 11
11,eng,zh,争,争,dzeng,6,ᡯᡝᠩ,争 dzeng 6
11,eng,zh,挣,挣,dzeng,,ᡯᡝᠩ,挣 dzeng
11,eng,zh,整,整,jeng,,ᠵᡝᠩ,整 jeng
11,eng,zh,証,証,jeng,,ᠵᡝᠩ,証 jeng
11,eng,ch,成,成,ceng,15,ᠴᡝᠩ,成 ceng 15
11,eng,ch,承,承,ceng,7,ᠴᡝᠩ,承 ceng 7
11,eng,ch,称,称/稱,ceng,4,ᠴᡝᠩ,称 / 稱 ceng 4
11,eng,ch,稱,称/稱,ceng,4,ᠴᡝᠩ,称 / 稱 ceng 4
11,eng,ch,誠,誠,ceng,,ᠴᡝᠩ,誠 ceng
11,eng,ch,城,城,ceng,,ᠴᡝᠩ,城 ceng
11,eng,sh,生,生,seng,12,ᠰᡝᠩ,生 seng 12
11,eng,sh,盛,盛,šeng,3,ᡧᡝᠩ,盛 šeng 3
11,eng,sh,陞,陞,šeng,2,ᡧᡝᠩ,陞 šeng 2
11,eng,sh,勝,勝,šeng,2,ᡧᡝᠩ,勝 šeng 2
11,eng,sh,声,声,šeng,2,ᡧᡝᠩ,声 šeng 2
11,eng,sh,聖,聖,šeng,,ᡧᡝᠩ,聖 šeng
11,eng,g,更,更,geng,,ᡤᡝᠩ,更 geng
11,ing,b,並,並,bing,9,ᠪᡳᠩ,並 bing 9
11,ing,b,并,并,bing,,ᠪᡳᠩ,并 bing
11,ing,b,病,病,bing,,ᠪᡳᠩ,病 bing
11,ing,b,兵,兵,bing,,ᠪᡳᠩ,兵 bing
11,ing,b,氷,氷,bing,,ᠪᡳᠩ,氷 bing
11,ing,b,秉,秉,bing,,ᠪᡳᠩ,秉 bing
11,ing,p,平,平,ping,8,ᡦᡳᠩ,平 ping 8
11,ing,p,凴,凴/憑,ping,4,ᡦᡳᠩ,凴 / 憑 ping 4
11,ing,p,憑,凴/憑,ping,4,ᡦᡳᠩ,凴 / 憑 ping 4
11,ing,m,明,明,ming,13,ᠮᡳᠩ,明 ming 13
11,ing,m,名,名,ming,6,ᠮᡳᠩ,名 ming 6
11,ing,d,定,定,ding,26,ᡩᡳᠩ,定 ding 26 / din
11,ing,d,定,定,din,,ᡩᡳᠨ,定 ding 26 / din
11,ing,t,听,听,ting,22,ᡨᡳᠩ,听 ting 22
11,ing,l,另,另,ling,5,ᠯᡳᠩ,另 ling 5
11,ing,l,領,領,ling,3,ᠯᡳᠩ,領 ling 3 / lin
11,ing,l,領,領,lin,,ᠯᡳᠨ,領 ling 3 / lin
11,ing,l,令,令,ling,2,ᠯᡳᠩ,令 ling 2
11,ing,l,鈴,鈴,ling,,ᠯᡳᠩ,鈴 ling
11,ing,l,伶,伶,ling,,ᠯᡳᠩ,伶 ling
11,ing,j,竟,竟,jin,11,ᠵᡳᠨ,竟 jin 11
11,ing,j,敬,敬,ging,3,ᡤᡳᠩ,敬 ging 3 / jin
11,ing,j,敬,敬,jin,,ᠵᡳᠨ,敬 ging 3 / jin
11,ing,j,經,經/経,ging,2,ᡤᡳᠩ,經 / 経 ging 2
11,ing,j,経,經/経,ging,2,ᡤᡳᠩ,經 / 経 ging 2
11,ing,j,京,京,ging,,ᡤᡳᠩ,京 ging / gin
11,ing,j,京,京,gin,,ᡤᡳᠨ,京 ging / gin
11,ing,j,景,景,gin,,ᡤᡳᠨ,景 gin
11,ing,j,境,境,jin,,ᠵᡳᠨ,境 jin
11,ing,q,情,情,cing,25,ᠴᡳᠩ,情 cing 25
11,ing,q,清,清,cing,6,ᠴᡳᠩ,清 cing 6
11,ing,q,軽,軽/輕,cing,5,ᠴᡳᠩ,軽 / 輕 cing 5
11,ing,q,輕,軽/輕,cing,5,ᠴᡳᠩ,軽 / 輕 cing 5
11,ing,q,請,請,cing,3,ᠴᡳᠩ,請 cing 3
11,ing,q,晴,晴,cing,,ᠴᡳᠩ,晴 cing
11,ing,q,青,青,cing,,ᠴᡳᠩ,青 cing
11,ing,q,慶,慶,king,,ᡴᡳᠩ,慶 king
11,ing,q,傾,傾,kiyūn,,ᡴᡳᠶᡡᠨ,傾 kiyūn
11,ing,x,行,行,hing,23,ᡥᡳᠩ,行 hing 23 / hin 2
11,ing,x,行,行,hin,2,ᡥᡳᠨ,行 hing 23 / hin 2
11,ing,x,性,性,sing,5,ᠰᡳᠩ,性 sing 5
11,ing,x,姓,姓,sing,2,ᠰᡳᠩ,姓 sing 2
11,ing,x,幸,幸,hin,,ᡥᡳᠨ,幸 hin / sin
11,ing,x,幸,幸,sin,,ᠰᡳᠨ,幸 hin / sin
11,ing,y,應,應,ing,14,ᡳᠩ,應 ing 14
11,ing,y,影,影,ing,2,ᡳᠩ,影 ing 2
11,ing,y,硬,硬,ing,,ᡳᠩ,硬 ing
11,ong,d,東,東,dung,15,ᡩᡠᠩ,東 dung 15
11,ong,d,動,動,dung,5,ᡩᡠᠩ,動 dung 5
11,ong,t,同,同,tung,,ᡨᡠᠩ,同 tung
11,ong,l,龍,龍,lung,,ᠯᡠᠩ,龍 lung
11,ong,z,总,总/縂,dzung,11,ᡯᡠᠩ,总 / 縂 dzung 11
11,ong,z,縂,总/縂,dzung,11,ᡯᡠᠩ,总 / 縂 dzung 11
11,ong,z,宗,宗,dzung,2,ᡯᡠᠩ,宗 dzung 2
11,ong,c,從,從,ts’ung,7,ᡨᠰᡠᠩ,從 ts’ung 7 / dzung
11,ong,c,從,從,dzung,,ᡯᡠᠩ,從 ts’ung 7 / dzung
11,ong,c,聪,聪,ts’ung,,ᡨᠰᡠᠩ,聪 ts’ung
11,ong,s,送,送,sung,15,ᠰᡠᠩ,送 sung 15
11,ong,s,鬆,鬆,sung,2,ᠰᡠᠩ,鬆 sung 2
11,ong,zh,中,中,jung,7,ᠵᡠᠩ,中 jung 7
11,ong,zh,鍾,鍾,jung,5,ᠵᡠᠩ,鍾 jung 5
11,ong,zh,衆,衆,jung,4,ᠵᡠᠩ,衆 jung 4
11,ong,zh,終,終,jung,2,ᠵᡠᠩ,終 jung 2
11,ong,zh,重,重,jung,2,ᠵᡠᠩ,重 jung 2
11,ong,zh,忠,忠,jung,,ᠵᡠᠩ,jung 忠
11,ong,ch,虫,虫,cung,,ᠴᡠᠩ,虫 cung
