glyph,moe_id,grade,canonical_moe_id,canonical_glyph
𡥞,B00730-002,異體字 ,B00730,孛
󷗠,B00730-003-1,異體字 ,B00730,孛
孢,B00731,正字 ,B00731,孢
孥,B00732,正字 ,B00732,孥
𠩨,B00732-000,異體字 ,B00732,孥
孬,B00733,正字 ,B00733,孬
屘,B00734,正字 ,B00734,屘
孲,B00735,正字 ,B00735,孲
孷,B00736,正字 ,B00736,孷
𡥽,B00736-001,異體字 ,B00736,孷
宁,B00737,正字 ,B00737,宁
宄,B00738,正字 ,B00738,宄
𠬚,B00738-001,異體字 ,B00738,宄
𡧌,B00738-002,異體字 ,B00738,宄
𡧫,B00738-003,異體字 ,B00738,宄
究,B00738-005,異體字 ,B00738,宄
𢗐,B00738-006,異體字 ,B00738,宄
宎,B00739,正字 ,B00739,宎
宓,B00740,正字 ,B00740,宓
󷗨,B00740-001,異體字 ,B00740,宓
𧶡,B00740-002,異體字 ,B00740,宓
宕,B00741,正字 ,B00741,宕
𥥔,B00741-001,異體字 ,B00741,宕
雼,B00741-002,異體字 ,B00741,宕
𡇵,B00741-003,異體字 ,B00741,宕
宨,B00742,正字 ,B00742,宨
宧,B00743,正字 ,B00743,宧
󷗩,B00743-001,異體字 ,B00743,宧
𥦪,B00743-002,異體字 ,B00743,宧
󷗪,B00743-003,異體字 ,B00743,宧
󷗫,B00743-004,異體字 ,B00743,宧
󷗬,B00743-005,異體字 ,B00743,宧
󷗭,B00743-006,異體字 ,B00743,宧
󷗮,B00743-007,異體字 ,B00743,宧
󷗯,B00743-008,異體字 ,B00743,宧
󷗰,B00743-009,異體字 ,B00743,宧
寁,B00744,正字 ,B00744,寁
𢧺,B00744-001,異體字 ,B00744,寁
󷗱,B00744-002,異體字 ,B00744,寁
󷗲,B00744-003,異體字 ,B00744,寁
寀,B00745,正字 ,B00745,寀
宷,B00745-001,異體字 ,B00745,寀
寪,B00746,正字 ,B00746,寪
󷗳,B00746-001,異體字 ,B00746,寪
󷗴,B00746-002,異體字 ,B00746,寪
寍,B00747,正字 ,B00747,寍
寋,B00748,正字 ,B00748,寋
󷗵,B00748-001,異體字 ,B00748,寋
寔,B00749,正字 ,B00749,寔
𥦽,B00749-001,異體字 ,B00749,寔
󷗶,B00749-002,異體字 ,B00749,寔
󷗷,B00749-003,異體字 ,B00749,寔
󷗸,B00749-004,異體字 ,B00749,寔
󷗹,B00749-005,異體字 ,B00749,寔
󷗺,B00749-006,異體字 ,B00749,寔
𥥐,B00749-007,異體字 ,B00749,寔
寑,B00750,正字 ,B00750,寑
𡩠,B00750-001,異體字 ,B00750,寑
𡪢,B00750-002,異體字 ,B00750,寑
𠖗,B00750-003,異體字 ,B00750,寑
寖,B00751,正字 ,B00751,寖
𣹦,B00751-001,異體字 ,B00751,寖
󷗻,B00751-002,異體字 ,B00751,寖
𡩻,B00751-003,異體字 ,B00751,寖
寘,B00752,正字 ,B00752,寘
󷗼,B00752-001,異體字 ,B00752,寘
󷗽,B00752-002,異體字 ,B00752,寘
󷗾,B00752-003,異體字 ,B00752,寘
󷗿,B00752-004,異體字 ,B00752,寘
󷘀,B00752-005,異體字 ,B00752,寘
寙,B00753,正字 ,B00753,寙
寠,B00754,正字 ,B00754,寠
󷘁,B00754-001,異體字 ,B00754,寠
󷘂,B00754-002,異體字 ,B00754,寠
󷘃,B00754-003,異體字 ,B00754,寠
󷘄,B00754-004,異體字 ,B00754,寠
寰,B00755,正字 ,B00755,寰
𡕅,B00755-001,異體字 ,B00755,寰
󷘅,B00755-002,異體字 ,B00755,寰
󷘆,B00755-003,異體字 ,B00755,寰
󷘇,B00755-004,異體字 ,B00755,寰
󷘈,B00755-005,異體字 ,B00755,寰
󷘉,B00755-006,異體字 ,B00755,寰
󷘊,B00755-007,異體字 ,B00755,寰
󷘋,B00755-008,異體字 ,B00755,寰
󷘌,B00755-009,異體字 ,B00755,寰
󷘍,B00755-010,異體字 ,B00755,寰
󷘎,B00755-011,異體字 ,B00755,寰
󷘏,B00755-012,異體字 ,B00755,寰
寱,B00756,正字 ,B00756,寱
𡬒,B00756-001-1,異體字 ,B00756,寱
󷘐,B00756-002,異體字 ,B00756,寱
㦣,B00756-003-1,異體字 ,B00756,寱
囈,B00756-004,異體字 ,B00756,寱
󷘑,B00756-005,異體字 ,B00756,寱
󷘒,B00756-006,異體字 ,B00756,寱
󷘓,B00756-007,異體字 ,B00756,寱
䆿,B00756-008,異體字 ,B00756,寱
󷘔,B00756-009,異體字 ,B00756,寱
󷘕,B00756-010,異體字 ,B00756,寱
󷘖,B00756-011,異體字 ,B00756,寱
󷘗,B00756-014,異體字 ,B00756,寱
󷘘,B00756-015,異體字 ,B00756,寱
󷘙,B00756-016,異體字 ,B00756,寱
󷘚,B00756-017,異體字 ,B00756,寱
󷘛,B00756-018,異體字 ,B00756,寱
󷘜,B00756-019,異體字 ,B00756,寱
,B00756-020-1,異體字 ,B00756,寱
󷘝,B00756-021,異體字 ,B00756,寱
尃,B00757,正字 ,B00757,尃
󷘞,B00757-001,異體字 ,B00757,尃
尌,B00758,正字 ,B00758,尌
𠊪,B00758-001,異體字 ,B00758,尌
尐,B00759,正字 ,B00759,尐
𧉍,B00759-001,異體字 ,B00759,尐
尔,B00760,正字 ,B00760,尔
尒,B00761,正字 ,B00761,尒
尓,B00761-001,異體字 ,B00761,尒
󷘟,B00761-002,異體字 ,B00761,尒
󳢠,B00761-003,異體字 ,B00761,尒
󷘠,B00761-004,異體字 ,B00761,尒
尟,B00762,正字 ,B00762,尟
尠,B00762-001,異體字 ,B00762,尟
󷘡,B00762-002,異體字 ,B00762,尟
鮮,B00762-003,異體字 ,B00762,尟
赻,B00762-004,異體字 ,B00762,尟
󷘢,B00762-005,異體字 ,B00762,尟
尨,B00763,正字 ,B00763,尨
狵,B00763-001,異體字 ,B00763,尨
尪,B00764,正字 ,B00764,尪
尫,B00764-001,異體字 ,B00764,尪
尩,B00764-002,異體字 ,B00764,尪
𡯪,B00764-003,異體字 ,B00764,尪
𠅪,B00764-004,異體字 ,B00764,尪
㑌,B00764-005,異體字 ,B00764,尪
󷘣,B00764-006,異體字 ,B00764,尪
󷘤,B00764-007,異體字 ,B00764,尪
󷘥,B00764-008,異體字 ,B00764,尪
𡯭,B00764-009,異體字 ,B00764,尪
𡯲,B00764-010,異體字 ,B00764,尪
󷘦,B00764-015,異體字 ,B00764,尪
󷘧,B00764-017,異體字 ,B00764,尪
󷘨,B00764-020,異體字 ,B00764,尪
󷘩,B00764-022,異體字 ,B00764,尪
󷘪,B00764-023,附錄字 ,B00764,尪
󷘫,B00764-024,附錄字 ,B00764,尪
尰,B00765,正字 ,B00765,尰
𡰕,B00765-001,異體字 ,B00765,尰
󷘭,B00765-002,異體字 ,B00765,尰
󷘮,B00765-003,異體字 ,B00765,尰
𡰒,B00765-004,異體字 ,B00765,尰
尳,B00766,正字 ,B00766,尳
𡰊,B00766-001,異體字 ,B00766,尳
󷘯,B00766-002,異體字 ,B00766,尳
㾶,B00766-003,異體字 ,B00766,尳
󷘰,B00766-004,異體字 ,B00766,尳
󷘱,B00766-005,異體字 ,B00766,尳
尻,B00767,正字 ,B00767,尻
凥,B00767-001,異體字 ,B00767,尻
𡰼,B00767-002,異體字 ,B00767,尻
𡱧,B00767-003,異體字 ,B00767,尻
𦙷,B00767-004,異體字 ,B00767,尻
󷘲,B00767-005,異體字 ,B00767,尻
屄,B00768,正字 ,B00768,屄
毴,B00768-001,異體字 ,B00768,屄
󷘳,B00768-002,異體字 ,B00768,屄
󷘴,B00768-003,異體字 ,B00768,屄
屌,B00769,正字 ,B00769,屌
屖,B00770,正字 ,B00770,屖
𡥷,B00770-001,異體字 ,B00770,屖
屔,B00771,正字 ,B00771,屔
𢇀,B00771-001,異體字 ,B00771,屔
𡎿,B00771-002,異體字 ,B00771,屔
𡲌,B00771-003,異體字 ,B00771,屔
泥,B00771-003-1,異體字 ,B00771,屔
𥩥,B00771-003-2,異體字 ,B00771,屔
󷘶,B00771-006,異體字 ,B00771,屔
󷘷,B00771-007,異體字 ,B00771,屔
屙,B00772,正字 ,B00772,屙
𡱻,B00772-001,異體字 ,B00772,屙
㢐,B00772-002,異體字 ,B00772,屙
屝,B00773,正字 ,B00773,屝
󷘸,B00773-001,異體字 ,B00773,屝
屣,B00774,正字 ,B00774,屣
󷘹,B00774-001,異體字 ,B00774,屣
󷘺,B00774-002,異體字 ,B00774,屣
󷘻,B00774-003,異體字 ,B00774,屣
󷘼,B00774-004,異體字 ,B00774,屣
󷘽,B00774-005,異體字 ,B00774,屣
󷘾,B00774-006,異體字 ,B00774,屣
󷘿,B00774-007,異體字 ,B00774,屣
󷙀,B00774-008,異體字 ,B00774,屣
屧,B00775,正字 ,B00775,屧
屟,B00775-001,異體字 ,B00775,屧
屜,B00775-002,異體字 ,B00775,屧
𡲕,B00775-003,異體字 ,B00775,屧
󷙁,B00775-004-1,異體字 ,B00775,屧
𧀢,B00775-005,異體字 ,B00775,屧
󷙂,B00775-006,異體字 ,B00775,屧
󷙃,B00775-007,異體字 ,B00775,屧
󷙄,B00775-008,異體字 ,B00775,屧
󷙅,B00775-009,異體字 ,B00775,屧
󷙆,B00775-010,異體字 ,B00775,屧
󷙇,B00775-011,異體字 ,B00775,屧
󷙈,B00775-012,異體字 ,B00775,屧
󷙉,B00775-013,異體字 ,B00775,屧
󷙊,B00775-014,異體字 ,B00775,屧
󷙋,B00775-015,異體字 ,B00775,屧
󷙌,B00775-016,異體字 ,B00775,屧
󷙍,B00775-017,附錄字 ,B00775,屧
屨,B00776,正字 ,B00776,屨
󷙎,B00776-001,異體字 ,B00776,屨
󷙏,B00776-002,異體字 ,B00776,屨
󷙐,B00776-003,異體字 ,B00776,屨
󷙑,B00776-004,異體字 ,B00776,屨
󷙒,B00776-005,附錄字 ,B00776,屨
屩,B00777,正字 ,B00777,屩
屫,B00777-001,異體字 ,B00777,屩
鞽,B00777-002,異體字 ,B00777,屩
𩌡,B00777-003,異體字 ,B00777,屩
󲹭,B00777-004,異體字 ,B00777,屩
󷙓,B00777-005,異體字 ,B00777,屩
󷙔,B00777-006,異體字 ,B00777,屩
󷙕,B00777-007,異體字 ,B00777,屩
屭,B00778,正字 ,B00778,屭
屓,B00778-001,異體字 ,B00778,屭
󷙖,B00778-002,異體字 ,B00778,屭
󷙗,B00778-003,異體字 ,B00778,屭
󷙘,B00778-004,異體字 ,B00778,屭
屮,B00779,正字 ,B00779,屮
,B00779-001,異體字 ,B00779,屮
屴,B00780,正字 ,B00780,屴
󷙙,B00780-001,異體字 ,B00780,屴
屼,B00781,正字 ,B00781,屼
󷙚,B00781-001,異體字 ,B00781,屼
󷙛,B00781-002,異體字 ,B00781,屼
󷙜,B00781-003,附錄字 ,B00781,屼
屺,B00782,正字 ,B00782,屺
㞯,B00782-001,異體字 ,B00782,屺
𡵆,B00782-002,異體字 ,B00782,屺
󷙝,B00782-003,異體字 ,B00782,屺
岍,B00783,正字 ,B00783,岍
岍,B00783-001,異體字 ,B00783,岍
󷙞,B00783-002,附錄字 ,B00783,岍
岏,B00784,正字 ,B00784,岏
岈,B00785,正字 ,B00785,岈
谺,B00785-001,異體字 ,B00785,岈
𧯋,B00785-002,異體字 ,B00785,岈
𧯓,B00785-003,異體字 ,B00785,岈
󷙟,B00785-004,異體字 ,B00785,岈
󷙠,B00785-005,異體字 ,B00785,岈
㗿,B00785-006,異體字 ,B00785,岈
岋,B00786,正字 ,B00786,岋
󱦚,B00786-001,異體字 ,B00786,岋
岉,B00787,正字 ,B00787,岉
岒,B00788,正字 ,B00788,岒
岊,B00789,正字 ,B00789,岊
𡷦,B00789-001,異體字 ,B00789,岊
𡴱,B00789-002,異體字 ,B00789,岊
󷙡,B00789-003,異體字 ,B00789,岊
𡸎,B00789-004,異體字 ,B00789,岊
𡴼,B00789-005,異體字 ,B00789,岊
󷙢,B00789-006,異體字 ,B00789,岊
󷙣,B00789-007,異體字 ,B00789,岊
𡷦,B00789-008,異體字 ,B00789,岊
󷙝,B00789-010,異體字 ,B00789,岊
岮,B00790,正字 ,B00790,岮
岤,B00791,正字 ,B00791,岤
岠,B00792,正字 ,B00792,岠
岵,B00793,正字 ,B00793,岵
𠰛,B00793-001,異體字 ,B00793,岵
岯,B00794,正字 ,B00794,岯
𡶌,B00794-001,異體字 ,B00794,岯
𠃂,B00794-002,異體字 ,B00794,岯
坯,B00794-003,異體字 ,B00794,岯
岨,B00795,正字 ,B00795,岨
𥥐,B00795-001,異體字 ,B00795,岨
砠,B00795-002,異體字 ,B00795,岨
𥕅,B00795-003,異體字 ,B00795,岨
𪂓,B00795-004,異體字 ,B00795,岨
岬,B00796,正字 ,B00796,岬
𥑐,B00796-000,異體字 ,B00796,岬
󷙤,B00796-001,附錄字 ,B00796,岬
岟,B00797,正字 ,B00797,岟
岣,B00798,正字 ,B00798,岣
𡵺,B00798-001,異體字 ,B00798,岣
岭,B00799,正字 ,B00799,岭
岺,B00799-001,異體字 ,B00799,岭
𡿡,B00799-001-1,異體字 ,B00799,岭
岢,B00800,正字 ,B00800,岢
㞹,B00800-001,異體字 ,B00800,岢
岪,B00801,正字 ,B00801,岪
𡶒,B00801-001,異體字 ,B00801,岪
岧,B00802,正字 ,B00802,岧
岹,B00802-001,異體字 ,B00802,岧
󷙥,B00802-002,異體字 ,B00802,岧
󷙦,B00802-003,異體字 ,B00802,岧
岝,B00803,正字 ,B00803,岝
岞,B00803-001,異體字 ,B00803,岝
峐,B00804,正字 ,B00804,峐
󷙧,B00804-001,異體字 ,B00804,峐
峘,B00805,正字 ,B00805,峘
𡴿,B00805-001,異體字 ,B00805,峘
𡵎,B00805-002,異體字 ,B00805,峘
𡷆,B00805-003,異體字 ,B00805,峘
󷙨,B00805-004,異體字 ,B00805,峘
𡷗,B00805-005,異體字 ,B00805,峘
󷙩,B00805-006,異體字 ,B00805,峘
󷙪,B00805-007,附錄字 ,B00805,峘
峌,B00806,正字 ,B00806,峌
峒,B00807,正字 ,B00807,峒
峝,B00807-001,異體字 ,B00807,峒
峗,B00808,正字 ,B00808,峗
峞,B00808-001,異體字 ,B00808,峗
峋,B00809,正字 ,B00809,峋
峛,B00810,正字 ,B00810,峛
峢,B00810-001,異體字 ,B00810,峛
峲,B00810-002,異體字 ,B00810,峛
峞,B00811,正字 ,B00811,峞
󷙫,B00811-001,異體字 ,B00811,峞
峚,B00812,正字 ,B00812,峚
峉,B00813,正字 ,B00813,峉
𡾆,B00813-001,異體字 ,B00813,峉
󷙬,B00813-002,附錄字 ,B00813,峉
峇,B00814,正字 ,B00814,峇
𡸡,B00814-001,異體字 ,B00814,峇
峊,B00815,正字 ,B00815,峊
峬,B00816,正字 ,B00816,峬
峴,B00817,正字 ,B00817,峴
󷙭,B00817-001,異體字 ,B00817,峴
峿,B00818,正字 ,B00818,峿
𡷤,B00818-001,異體字 ,B00818,峿
𡷤,B00818-002,異體字 ,B00818,峿
󷙮,B00818-003,異體字 ,B00818,峿
峮,B00819,正字 ,B00819,峮
㟒,B00819-001,異體字 ,B00819,峮
󷙯,B00819-002,附錄字 ,B00819,峮
峱,B00820,正字 ,B00820,峱
𡾂,B00820-001,異體字 ,B00820,峱
巎,B00820-002,異體字 ,B00820,峱
󷙱,B00820-004,異體字 ,B00820,峱
󷙲,B00820-005,異體字 ,B00820,峱
󷙳,B00820-006,異體字 ,B00820,峱
󷙴,B00820-007,異體字 ,B00820,峱
󷙵,B00820-008,異體字 ,B00820,峱
󷙶,B00820-009,異體字 ,B00820,峱
󷙷,B00820-010,異體字 ,B00820,峱
嶩,B00820-011,異體字 ,B00820,峱
󷙸,B00820-012,異體字 ,B00820,峱
峷,B00821,正字 ,B00821,峷
崞,B00822,正字 ,B00822,崞
𡾘,B00822-001,異體字 ,B00822,崞
䧐,B00822-002,異體字 ,B00822,崞
󷙾,B00822-006,異體字 ,B00822,崞
󷚀,B00822-008,異體字 ,B00822,崞
崋,B00823,正字 ,B00823,崋
𡼙,B00823-001,異體字 ,B00823,崋
華,B00823-002,異體字 ,B00823,崋
󷚁,B00823-003,異體字 ,B00823,崋
󷚂,B00823-004,異體字 ,B00823,崋
󷚆,B00823-009,異體字 ,B00823,崋
崝,B00824,正字 ,B00824,崝
󷚉,B00824-001,異體字 ,B00824,崝
崚,B00825,正字 ,B00825,崚
󷚊,B00825-004,異體字 ,B00825,崚
𪌨,B00825-007,異體字 ,B00825,崚
𡹃,B00825-009,異體字 ,B00825,崚
𡺿,B00825-010,異體字 ,B00825,崚
𡻴,B00825-011,異體字 ,B00825,崚
崠,B00826,正字 ,B00826,崠
崌,B00827,正字 ,B00827,崌
󷚍,B00827-001,異體字 ,B00827,崌
崨,B00828,正字 ,B00828,崨
󷚏,B00828-002,異體字 ,B00828,崨
崍,B00829,正字 ,B00829,崍
󷚐,B00829-001,異體字 ,B00829,崍
㟈,B00829-002,異體字 ,B00829,崍
崦,B00830,正字 ,B00830,崦
𡹮,B00830-001,異體字 ,B00830,崦
嶖,B00830-002,異體字 ,B00830,崦
󷚒,B00830-004,異體字 ,B00830,崦
崤,B00831,正字 ,B00831,崤
㠙,B00831-001,異體字 ,B00831,崤
󷚓,B00831-002,異體字 ,B00831,崤
󷚔,B00831-003,異體字 ,B00831,崤
󷚖,B00831-005,異體字 ,B00831,崤
󷚘,B00831-007,異體字 ,B00831,崤
𡵔,B00831-008,異體字 ,B00831,崤
崥,B00832,正字 ,B00832,崥
崏,B00833,正字 ,B00833,崏
󷚙,B00833-001,異體字 ,B00833,崏
崰,B00834,正字 ,B00834,崰
𡸟,B00834-001,異體字 ,B00834,崰
崒,B00835,正字 ,B00835,崒
崪,B00835-001,異體字 ,B00835,崒
󷚜,B00835-003,異體字 ,B00835,崒
崧,B00836,正字 ,B00836,崧
崗,B00837,正字 ,B00837,崗
𡹏,B00837-001,異體字 ,B00837,崗
󷚝,B00837-002,異體字 ,B00837,崗
󷚞,B00837-003,異體字 ,B00837,崗
󷚟,B00837-004,異體字 ,B00837,崗
󷚠,B00837-005,異體字 ,B00837,崗
崣,B00838,正字 ,B00838,崣
󷚣,B00838-001,異體字 ,B00838,崣
崟,B00839,正字 ,B00839,崟
㕂,B00839-001,異體字 ,B00839,崟
㖗,B00839-002-1,異體字 ,B00839,崟
𡷧,B00839-003-1,異體字 ,B00839,崟
崯,B00839-004,異體字 ,B00839,崟
碒,B00839-005,異體字 ,B00839,崟
󷚤,B00839-006,異體字 ,B00839,崟
崷,B00840,正字 ,B00840,崷
𡺚,B00840-001,異體字 ,B00840,崷
󷚥,B00840-002,異體字 ,B00840,崷
嵃,B00841,正字 ,B00841,嵃
嵃,B00841-001,異體字 ,B00841,嵃
嵫,B00842,正字 ,B00842,嵫
嵫,B00842-001,異體字 ,B00842,嵫
嵁,B00843,正字 ,B00843,嵁
嵋,B00844,正字 ,B00844,嵋
󷚫,B00844-001,異體字 ,B00844,嵋
崿,B00845,正字 ,B00845,崿
㟧,B00845-001,異體字 ,B00845,崿
𡼑,B00845-002,異體字 ,B00845,崿
㠋,B00845-003,異體字 ,B00845,崿
𡼰,B00845-004,異體字 ,B00845,崿
𡾙,B00845-010,異體字 ,B00845,崿
㞻,B00845-012-1,異體字 ,B00845,崿
崵,B00846,正字 ,B00846,崵
𡼍,B00846-001,異體字 ,B00846,崵
󷚶,B00846-002,異體字 ,B00846,崵
嵑,B00847,正字 ,B00847,嵑
󷚺,B00847-001,異體字 ,B00847,嵑
嵎,B00848,正字 ,B00848,嵎
嵕,B00849,正字 ,B00849,嵕
嵏,B00849-001,異體字 ,B00849,嵕
𡽀,B00849-002,異體字 ,B00849,嵕
崳,B00850,正字 ,B00850,崳
崺,B00851,正字 ,B00851,崺
崴,B00852,正字 ,B00852,崴
󰎢,B00852-001,異體字 ,B00852,崴
㟪,B00852-002,異體字 ,B00852,崴
嵒,B00853,正字 ,B00853,嵒
嵓,B00853-001,異體字 ,B00853,嵒
喦,B00853-002,異體字 ,B00853,嵒
碞,B00853-003,異體字 ,B00853,嵒
崽,B00854,正字 ,B00854,崽
崱,B00855,正字 ,B00855,崱
嵙,B00856,正字 ,B00856,嵙
嵇,B00857,正字 ,B00857,嵇
嵆,B00857-001,異體字 ,B00857,嵇
󷛁,B00857-002,異體字 ,B00857,嵇
󷛂,B00857-003,異體字 ,B00857,嵇
󷛄,B00857-005,異體字 ,B00857,嵇
嵂,B00858,正字 ,B00858,嵂
嵯,B00859,正字 ,B00859,嵯
𠪉,B00859-001,異體字 ,B00859,嵯
嵳,B00859-002,異體字 ,B00859,嵯
𡽓,B00859-003,異體字 ,B00859,嵯
𡾑,B00859-004,異體字 ,B00859,嵯
󷛇,B00859-005,異體字 ,B00859,嵯
󷛊,B00859-008,異體字 ,B00859,嵯
嵱,B00860,正字 ,B00860,嵱
嵣,B00861,正字 ,B00861,嵣
嵊,B00862,正字 ,B00862,嵊
嵥,B00863,正字 ,B00863,嵥
嵲,B00864,正字 ,B00864,嵲
𡺼,B00864-002,異體字 ,B00864,嵲
𡸣,B00864-003,異體字 ,B00864,嵲
嶭,B00864-004,異體字 ,B00864,嵲
𡶫,B00864-005,異體字 ,B00864,嵲
嵬,B00865,正字 ,B00865,嵬
㟴,B00865-001,異體字 ,B00865,嵬
󷛒,B00865-003,異體字 ,B00865,嵬
𡸖,B00865-006,異體字 ,B00865,嵬
󶶋,B00865-007,異體字 ,B00865,嵬
󷛕,B00865-008,異體字 ,B00865,嵬
峞,B00865-010,異體字 ,B00865,嵬
嵞,B00866,正字 ,B00866,嵞
𡽚,B00866-001,異體字 ,B00866,嵞
峹,B00866-002,異體字 ,B00866,嵞
嶂,B00867,正字 ,B00867,嶂
嶀,B00868,正字 ,B00868,嶀
𡹻,B00868-001,異體字 ,B00868,嶀
󷛘,B00868-002,異體字 ,B00868,嶀
嵽,B00869,正字 ,B00869,嵽
崹,B00869-005,異體字 ,B00869,嵽
嶆,B00870,正字 ,B00870,嶆
嵺,B00871,正字 ,B00871,嵺
𡻪,B00871-001,異體字 ,B00871,嵺
𡽟,B00871-002,異體字 ,B00871,嵺
嶛,B00871-006,異體字 ,B00871,嵺
嶚,B00871-007,異體字 ,B00871,嵺
嶁,B00872,正字 ,B00872,嶁
㟺,B00872-001,異體字 ,B00872,嶁
嵷,B00873,正字 ,B00873,嵷
𡵝,B00873-001,異體字 ,B00873,嵷
嵸,B00873-002,異體字 ,B00873,嵷
󷛩,B00873-005,異體字 ,B00873,嵷
嶊,B00874,正字 ,B00874,嶊
嶉,B00875,正字 ,B00875,嶉
嶈,B00876,正字 ,B00876,嶈
嵾,B00877,正字 ,B00877,嵾
㟥,B00877-001,異體字 ,B00877,嵾
㠁,B00877-002,異體字 ,B00877,嵾
𡼶,B00877-004,異體字 ,B00877,嵾
嶙,B00878,正字 ,B00878,嶙
𡽤,B00878-001,異體字 ,B00878,嶙
嶗,B00879,正字 ,B00879,嶗
󷛭,B00879-001,異體字 ,B00879,嶗
嶟,B00880,正字 ,B00880,嶟
嶒,B00881,正字 ,B00881,嶒
𡿘,B00881-001,異體字 ,B00881,嶒
󷛯,B00881-002,異體字 ,B00881,嶒
󷛶,B00881-009,異體字 ,B00881,嶒
嶢,B00882,正字 ,B00882,嶢
嶤,B00882-001,異體字 ,B00882,嶢
󷛷,B00882-002,異體字 ,B00882,嶢
󷛸,B00882-003,異體字 ,B00882,嶢
󷛺,B00882-005,異體字 ,B00882,嶢
嶓,B00883,正字 ,B00883,嶓
嶕,B00884,正字 ,B00884,嶕
嶣,B00884-001,異體字 ,B00884,嶕
嶠,B00885,正字 ,B00885,嶠
㠐,B00885-001,異體字 ,B00885,嶠
󷜀,B00885-005,異體字 ,B00885,嶠
嶜,B00886,正字 ,B00886,嶜
嶡,B00887,正字 ,B00887,嶡
嶚,B00888,正字 ,B00888,嶚
嶛,B00888-001,異體字 ,B00888,嶚
,B00888-003,異體字 ,B00888,嶚
𡻪,B00888-004,異體字 ,B00888,嶚
嶞,B00889,正字 ,B00889,嶞
𡽃,B00889-001,異體字 ,B00889,嶞
󷜉,B00889-002,異體字 ,B00889,嶞
󷜊,B00889-003,異體字 ,B00889,嶞
嶔,B00890,正字 ,B00890,嶔
䃢,B00890-001,異體字 ,B00890,嶔
𡼽,B00890-005,異體字 ,B00890,嶔
嶬,B00891,正字 ,B00891,嶬
㠖,B00891-001,異體字 ,B00891,嶬
嶱,B00892,正字 ,B00892,嶱
嶩,B00893,正字 ,B00893,嶩
嶧,B00894,正字 ,B00894,嶧
󷜔,B00894-002,異體字 ,B00894,嶧
嶵,B00895,正字 ,B00895,嶵
㠑,B00895-002,異體字 ,B00895,嶵
嶰,B00896,正字 ,B00896,嶰
嶮,B00897,正字 ,B00897,嶮
,B00897-002,異體字 ,B00897,嶮
嶪,B00898,正字 ,B00898,嶪
嶫,B00898-001,異體字 ,B00898,嶪
嶨,B00899,正字 ,B00899,嶨
礐,B00899-004,異體字 ,B00899,嶨
󷜝,B00899-005,異體字 ,B00899,嶨
㙾,B00899-006,異體字 ,B00899,嶨
嶲,B00900,正字 ,B00900,嶲
𡾧,B00900-001,異體字 ,B00900,嶲
巂,B00900-003,異體字 ,B00900,嶲
嶭,B00901,正字 ,B00901,嶭
𡺰,B00901-001,異體字 ,B00901,嶭
𡾦,B00901-002,異體字 ,B00901,嶭
𡾲,B00901-006,異體字 ,B00901,嶭
嶸,B00902,正字 ,B00902,嶸
𡵓,B00902-001,異體字 ,B00902,嶸
峵,B00902-002,異體字 ,B00902,嶸
嵤,B00902-003,異體字 ,B00902,嶸
巆,B00902-006,異體字 ,B00902,嶸
嶷,B00903,正字 ,B00903,嶷
𡷪,B00903-001,異體字 ,B00903,嶷
㠜,B00903-002,異體字 ,B00903,嶷
巀,B00904,正字 ,B00904,巀
嶻,B00904-001,異體字 ,B00904,巀
巃,B00905,正字 ,B00905,巃
𡾩,B00905-002,異體字 ,B00905,巃
巄,B00905-003,異體字 ,B00905,巃
󷜲,B00905-004,異體字 ,B00905,巃
巆,B00906,正字 ,B00906,巆
巇,B00907,正字 ,B00907,巇
𡾞,B00907-001,異體字 ,B00907,巇
𡾟,B00907-002,異體字 ,B00907,巇
隵,B00907-010,異體字 ,B00907,巇
巉,B00908,正字 ,B00908,巉
嶄,B00908-001,異體字 ,B00908,巉
𡿣,B00908-002,異體字 ,B00908,巉
嶃,B00908-003,異體字 ,B00908,巉
𡽡,B00908-006,異體字 ,B00908,巉
𡸊,B00908-007,異體字 ,B00908,巉
𡷭,B00908-008,異體字 ,B00908,巉
󷝀,B00908-011,異體字 ,B00908,巉
󷝃,B00908-016,附錄字 ,B00908,巉
巏,B00909,正字 ,B00909,巏
𡺹,B00909-001,異體字 ,B00909,巏
巋,B00910,正字 ,B00910,巋
,B00910-003,異體字 ,B00910,巋
󷝈,B00910-004,異體字 ,B00910,巋
巕,B00911,正字 ,B00911,巕
巑,B00912,正字 ,B00912,巑
㠝,B00912-001,異體字 ,B00912,巑
巘,B00913,正字 ,B00913,巘
󷝍,B00913-003,異體字 ,B00913,巘
󷝎,B00913-004,異體字 ,B00913,巘
󷝏,B00913-005,異體字 ,B00913,巘
,B00913-006,異體字 ,B00913,巘
巟,B00914,正字 ,B00914,巟
㠩,B00914-001,異體字 ,B00914,巟
𡿬,B00914-002,異體字 ,B00914,巟
󷝑,B00914-003,異體字 ,B00914,巟
𡿫,B00914-004,異體字 ,B00914,巟
𠯚,B00914-004-1,異體字 ,B00914,巟
㐬,B00914-004-2,異體字 ,B00914,巟
󷝒,B00914-004-4,異體字 ,B00914,巟
𡿰,B00914-004-5,異體字 ,B00914,巟
󷝓,B00914-005,異體字 ,B00914,巟
󷝔,B00914-006,異體字 ,B00914,巟
𣺬,B00914-007,異體字 ,B00914,巟
